,PseKNC_5_Xc1.AAA,PseKNC_5_Xc1.AAC,PseKNC_5_Xc1.AAG,PseKNC_5_Xc1.AAT,PseKNC_5_Xc1.ACA,PseKNC_5_Xc1.ACC,PseKNC_5_Xc1.ACG,PseKNC_5_Xc1.ACT,PseKNC_5_Xc1.AGA,PseKNC_5_Xc1.AGC,PseKNC_5_Xc1.AGG,PseKNC_5_Xc1.AGT,PseKNC_5_Xc1.ATA,PseKNC_5_Xc1.ATC,PseKNC_5_Xc1.ATG,PseKNC_5_Xc1.ATT,PseKNC_5_Xc1.CAA,PseKNC_5_Xc1.CAC,PseKNC_5_Xc1.CAG,PseKNC_5_Xc1.CAT,PseKNC_5_Xc1.CCA,PseKNC_5_Xc1.CCC,PseKNC_5_Xc1.CCG,PseKNC_5_Xc1.CCT,PseKNC_5_Xc1.CGA,PseKNC_5_Xc1.CGC,PseKNC_5_Xc1.CGG,PseKNC_5_Xc1.CGT,PseKNC_5_Xc1.CTA,PseKNC_5_Xc1.CTC,PseKNC_5_Xc1.CTG,PseKNC_5_Xc1.CTT,PseKNC_5_Xc1.GAA,PseKNC_5_Xc1.GAC,PseKNC_5_Xc1.GAG,PseKNC_5_Xc1.GAT,PseKNC_5_Xc1.GCA,PseKNC_5_Xc1.GCC,PseKNC_5_Xc1.GCG,PseKNC_5_Xc1.GCT,PseKNC_5_Xc1.GGA,PseKNC_5_Xc1.GGC,PseKNC_5_Xc1.GGG,PseKNC_5_Xc1.GGT,PseKNC_5_Xc1.GTA,PseKNC_5_Xc1.GTC,PseKNC_5_Xc1.GTG,PseKNC_5_Xc1.GTT,PseKNC_5_Xc1.TAA,PseKNC_5_Xc1.TAC,PseKNC_5_Xc1.TAG,PseKNC_5_Xc1.TAT,PseKNC_5_Xc1.TCA,PseKNC_5_Xc1.TCC,PseKNC_5_Xc1.TCG,PseKNC_5_Xc1.TCT,PseKNC_5_Xc1.TGA,PseKNC_5_Xc1.TGC,PseKNC_5_Xc1.TGG,PseKNC_5_Xc1.TGT,PseKNC_5_Xc1.TTA,PseKNC_5_Xc1.TTC,PseKNC_5_Xc1.TTG,PseKNC_5_Xc1.TTT,PseKNC_5_Xc2.lambda.1,PseKNC_5_Xc2.lambda.2,PseKNC_5_Xc2.lambda.3,PseKNC_5_Xc2.lambda.4,PseKNC_5_Xc2.lambda.5
DVU3312,0.002,0.002,0.004,0.002,0.004,0.003,0.001,0.001,0.004,0.003,0.003,0.002,0.001,0.004,0.003,0.003,0.002,0.003,0.003,0.005,0.003,0.002,0.004,0.002,0.005,0.003,0.004,0.002,0,0.002,0.003,0.002,0.005,0.003,0.003,0.003,0.003,0.004,0.005,0.003,0.003,0.004,0.002,0.004,0.002,0.002,0.004,0.002,0,0,0.002,0.001,0.003,0.001,0.005,0.002,0.003,0.005,0.004,0.002,0,0.003,0.004,0,0.207,0.155,0.147,0.157,0.16
DVU3313,0,0.002,0.002,0,0.002,0.003,0.003,0.001,0.002,0.002,0.005,0,0,0.002,0.001,0.001,0.001,0.002,0.004,0.003,0.002,0.003,0.006,0.004,0.004,0.009,0.006,0.004,0.001,0.004,0.003,0.003,0.003,0.003,0.003,0.001,0.004,0.005,0.011,0.003,0.003,0.008,0.006,0.003,0.002,0.002,0.005,0.001,0,0.001,0,0.001,0.002,0.003,0.005,0.001,0.002,0.004,0.003,0.002,0,0.002,0.002,0.002,0.214,0.145,0.151,0.167,0.145
DVU3314,0,0.002,0.003,0,0.001,0.003,0.004,0.002,0.002,0.002,0.003,0.001,0.001,0.002,0.003,0,0.003,0.002,0.002,0.003,0.003,0.005,0.007,0.003,0.004,0.01,0.005,0.004,0.001,0.003,0.004,0.002,0.003,0.004,0.002,0.001,0.005,0.009,0.007,0.004,0.002,0.006,0.003,0.002,0.001,0.002,0.004,0.001,0,0.002,0,0.001,0.002,0.002,0.005,0.002,0.001,0.005,0.003,0.001,0,0.003,0.001,0,0.211,0.151,0.152,0.162,0.149
DVU3315,0,0.002,0.002,0.001,0.002,0.005,0.003,0.001,0.002,0.001,0.002,0.001,0,0.002,0.003,0,0.001,0.004,0.003,0.004,0.002,0.006,0.007,0.005,0.006,0.007,0.004,0.004,0.001,0.003,0.004,0.003,0.003,0.005,0.002,0.001,0.005,0.008,0.005,0.004,0.002,0.007,0.004,0.001,0.001,0.002,0.003,0.001,0,0.001,0,0.001,0.003,0.002,0.005,0.002,0,0.006,0.004,0.001,0,0.004,0.001,0,0.209,0.147,0.159,0.155,0.153
DVU3316,0.001,0.003,0.002,0,0.001,0.003,0.003,0.001,0.002,0.002,0.002,0.001,0,0.003,0.003,0.001,0.003,0.002,0.002,0.005,0.002,0.007,0.008,0.004,0.003,0.007,0.005,0.005,0.001,0.004,0.004,0.002,0.002,0.003,0.002,0.001,0.004,0.009,0.005,0.003,0.002,0.008,0.005,0.002,0.001,0.004,0.004,0.001,0,0.001,0,0,0.004,0.002,0.005,0.002,0.002,0.004,0.004,0.001,0,0.003,0,0,0.204,0.157,0.141,0.163,0.155
DVU3317,0.003,0.001,0.003,0.001,0.005,0.001,0,0.001,0.002,0.001,0.002,0.002,0,0.004,0.005,0.003,0.004,0.004,0.003,0.007,0.004,0.003,0.006,0.001,0.002,0.008,0.002,0.002,0,0,0.002,0.002,0.001,0.002,0.001,0.001,0.006,0.006,0.005,0.002,0.001,0.003,0.005,0.005,0.001,0.003,0.006,0.001,0,0,0,0.002,0.003,0.004,0.003,0,0.001,0.007,0.005,0.002,0.001,0.003,0.002,0.003,0.215,0.148,0.151,0.17,0.147
DVU3318,0.004,0,0.004,0.001,0,0,0.004,0,0.005,0.003,0.005,0.001,0.001,0.001,0.008,0.001,0.004,0.001,0.002,0.002,0,0.001,0.003,0.001,0.002,0.003,0.002,0.004,0.001,0,0.002,0.001,0.001,0.002,0.007,0.005,0.007,0.003,0.001,0.003,0.004,0.003,0.006,0.006,0.002,0.004,0.011,0.001,0,0.001,0.001,0.002,0.002,0.001,0.003,0,0.005,0.005,0.006,0.007,0,0.001,0.002,0,0.214,0.134,0.151,0.175,0.153
DVU3319,0,0.002,0.004,0,0.002,0.004,0.003,0.002,0.002,0.002,0.003,0.001,0,0.004,0.002,0,0.003,0.003,0.003,0.005,0.003,0.004,0.006,0.004,0.005,0.007,0.004,0.004,0.002,0.003,0.003,0.003,0.003,0.004,0.003,0.001,0.005,0.007,0.006,0.003,0.002,0.007,0.003,0.002,0.001,0.003,0.003,0.001,0,0.002,0,0,0.003,0.002,0.005,0.002,0.001,0.004,0.003,0.001,0,0.003,0.001,0.001,0.207,0.157,0.142,0.16,0.155
DVU3320,0,0.001,0.002,0.001,0.001,0.002,0.004,0.001,0.001,0.001,0.002,0.001,0,0.002,0.002,0,0.002,0.003,0.001,0.001,0.002,0.002,0.004,0.004,0.003,0.006,0.007,0.004,0.001,0.002,0.005,0.003,0.002,0.002,0.002,0.001,0.003,0.003,0.008,0.004,0.002,0.006,0.01,0.007,0.002,0.004,0.007,0.002,0.001,0.002,0,0,0.002,0.005,0.003,0.001,0.001,0.004,0.006,0.004,0,0.004,0.002,0.001,0.21,0.149,0.145,0.163,0.153
DVU3322,0.001,0.002,0.003,0.001,0.001,0.004,0.006,0.002,0.001,0,0.004,0,0,0.002,0.003,0,0.003,0.003,0.002,0.003,0.002,0.003,0.007,0.003,0.005,0.006,0.007,0.005,0.001,0.003,0.003,0.003,0.003,0.005,0.001,0.001,0.005,0.004,0.007,0.003,0.001,0.009,0.006,0.002,0.002,0.002,0.003,0.002,0,0.003,0,0.001,0.002,0.003,0.003,0.003,0.003,0.004,0.002,0.001,0,0.005,0,0.002,0.209,0.146,0.151,0.159,0.159
DVU3323,0,0.002,0.002,0.001,0.002,0.004,0.005,0.001,0.001,0.002,0.002,0.001,0.001,0.002,0.003,0.001,0.001,0.005,0.003,0.004,0.004,0.007,0.005,0.003,0.003,0.008,0.006,0.002,0,0.004,0.004,0.002,0.003,0.003,0.001,0.001,0.006,0.006,0.005,0.004,0.003,0.007,0.005,0.004,0.001,0.002,0.005,0.001,0,0.001,0,0,0.002,0.002,0.005,0.001,0.002,0.004,0.005,0.003,0,0.003,0.001,0,0.212,0.149,0.151,0.162,0.151
DVU3324,0.001,0.003,0.002,0,0.003,0.003,0.005,0.002,0.001,0.004,0.002,0.001,0.001,0.003,0.003,0.001,0.002,0.005,0.003,0.004,0.003,0.004,0.006,0.004,0.003,0.008,0.004,0.004,0.001,0.003,0.004,0.002,0.003,0.004,0.002,0.001,0.005,0.008,0.004,0.003,0.002,0.004,0.005,0.002,0.001,0.003,0.003,0.001,0,0.001,0,0.001,0.003,0.002,0.004,0.001,0.003,0.005,0.002,0.001,0,0.002,0.002,0.001,0.213,0.154,0.139,0.167,0.153
DVU3326,0,0.001,0.001,0,0,0.002,0.002,0.003,0,0.002,0,0.001,0,0.001,0.003,0.001,0.001,0.003,0.001,0.004,0.001,0,0.002,0.005,0,0.006,0.007,0.004,0.001,0.003,0.012,0.002,0.001,0.002,0.001,0.001,0.006,0.004,0.01,0.007,0.003,0.012,0.005,0.004,0.001,0.004,0.005,0.001,0,0.001,0.001,0.001,0.002,0.002,0.004,0.003,0.001,0.007,0.012,0.001,0,0.003,0.001,0.001,0.215,0.156,0.146,0.163,0.151
DVU3327,0,0.001,0.002,0,0.001,0.002,0.005,0.002,0.001,0.001,0.003,0,0,0.001,0.005,0,0.001,0.003,0.002,0.004,0.002,0.001,0.002,0.005,0.003,0.004,0.005,0.005,0.001,0.005,0.006,0.005,0.002,0.003,0.002,0.002,0.005,0.006,0.004,0.007,0.002,0.009,0.004,0.003,0.001,0.001,0.005,0.001,0,0.002,0,0.001,0.002,0.001,0.005,0.002,0.003,0.008,0.006,0.001,0,0.003,0.003,0.001,0.21,0.155,0.138,0.159,0.164
DVU3328,0.002,0.002,0.003,0.001,0.002,0.001,0.003,0.001,0.003,0.002,0.003,0.001,0.002,0.003,0.006,0.001,0.003,0.002,0.003,0.005,0.003,0.006,0.005,0.002,0.004,0.008,0.003,0.003,0.001,0.002,0.004,0.002,0.003,0.001,0.002,0.003,0.007,0.006,0.007,0.004,0.002,0.008,0.002,0.002,0.002,0.002,0.003,0.001,0,0.002,0.001,0.001,0.002,0.002,0.003,0.002,0.001,0.006,0.005,0.003,0,0.001,0.002,0.001,0.213,0.144,0.153,0.165,0.161
DVU3329,0.009,0.001,0.006,0.006,0.001,0.003,0.004,0.001,0.003,0.003,0.001,0.001,0.004,0.003,0.003,0.001,0.006,0.001,0.003,0.001,0.003,0.001,0.003,0.001,0,0.006,0.006,0,0.001,0,0.003,0.003,0.006,0.003,0,0.004,0.004,0.004,0.003,0.003,0.004,0.003,0.006,0.004,0.001,0.001,0.001,0.003,0.001,0.004,0.001,0,0.003,0,0.001,0.001,0.006,0.003,0.004,0.001,0,0.001,0.007,0,0.199,0.17,0.142,0.183,0.129
DVU3330,0.002,0.002,0.007,0,0.001,0.008,0.001,0.002,0.005,0.005,0.005,0.001,0.001,0.001,0.005,0,0.005,0.003,0.002,0.005,0.005,0.006,0.005,0.004,0.003,0.005,0.005,0.002,0.001,0.004,0.002,0.001,0.005,0.006,0.005,0.001,0.006,0.006,0.006,0.001,0.004,0.008,0.003,0.002,0.001,0.001,0.003,0,0,0.002,0.001,0,0.002,0,0.003,0.001,0.005,0.001,0.004,0,0.001,0,0.001,0,0.196,0.157,0.145,0.159,0.157
DVU3331,0,0.001,0.002,0,0.001,0.003,0.002,0,0,0.003,0.004,0.001,0,0.001,0.004,0,0.001,0.005,0.007,0.002,0.003,0.007,0.007,0.004,0.003,0.008,0.005,0.003,0,0.002,0.005,0.003,0.003,0,0,0.002,0.008,0.008,0.007,0.004,0.001,0.01,0.009,0.001,0,0.004,0.002,0,0,0,0,0,0.002,0.002,0.003,0.002,0,0.007,0.003,0.001,0,0.002,0,0,0.206,0.146,0.15,0.159,0.16
DVU3332,0,0.001,0.002,0,0.001,0.003,0.005,0.002,0.001,0.001,0.004,0.001,0,0.002,0.002,0,0.001,0.005,0.002,0.003,0.002,0.004,0.006,0.003,0.004,0.008,0.005,0.005,0,0.003,0.005,0.002,0.002,0.004,0.002,0.001,0.005,0.007,0.008,0.004,0.002,0.008,0.005,0.003,0.001,0.004,0.004,0.001,0,0.001,0,0.001,0.003,0.002,0.004,0.002,0.001,0.006,0.005,0.001,0,0.002,0.002,0,0.212,0.155,0.141,0.162,0.158
DVU3333,0.001,0.001,0.002,0.001,0.002,0.003,0.007,0.001,0.002,0.001,0.003,0.001,0,0.003,0.002,0,0.002,0.005,0.004,0.003,0.001,0.001,0.003,0.004,0.004,0.007,0.007,0.003,0.002,0.003,0.003,0.001,0.002,0.006,0.001,0.001,0.006,0.004,0.007,0.003,0.003,0.007,0.003,0.003,0.001,0.001,0.003,0.003,0,0.003,0,0.001,0.004,0.001,0.003,0.001,0.001,0.005,0.003,0.002,0,0.001,0.002,0,0.218,0.15,0.149,0.162,0.155
DVU3334,0.001,0.003,0.002,0,0.002,0.005,0.005,0.002,0.002,0.001,0.004,0.001,0.001,0.003,0.003,0,0.001,0.005,0.002,0.004,0.002,0.005,0.006,0.004,0.005,0.007,0.006,0.003,0.001,0.004,0.003,0.002,0.004,0.005,0.004,0.001,0.005,0.005,0.005,0.003,0.004,0.005,0.005,0.003,0,0.004,0.003,0.001,0,0.001,0,0,0.004,0.003,0.005,0.002,0.002,0.004,0.003,0.001,0,0.003,0.001,0.001,0.206,0.149,0.15,0.158,0.154
DVU3335,0,0.003,0.002,0.001,0.002,0.004,0.005,0.002,0.002,0.002,0.003,0.001,0.001,0.002,0.004,0,0.001,0.003,0.003,0.004,0.002,0.003,0.004,0.005,0.006,0.007,0.005,0.004,0.001,0.004,0.005,0.002,0.004,0.006,0.003,0.001,0.005,0.005,0.006,0.003,0.004,0.006,0.004,0.002,0,0.004,0.003,0.002,0,0.001,0,0.001,0.002,0.002,0.005,0.002,0.003,0.005,0.004,0.002,0,0.002,0.001,0.001,0.208,0.151,0.152,0.154,0.155
DVU3336,0.001,0.003,0.002,0.001,0.001,0.003,0.004,0.001,0.002,0.002,0.005,0,0,0.003,0.003,0.001,0.003,0.003,0.004,0.003,0.003,0.003,0.004,0.003,0.005,0.007,0.005,0.004,0.001,0.004,0.003,0.001,0.003,0.003,0.003,0.002,0.005,0.005,0.005,0.004,0.003,0.006,0.005,0.004,0,0.004,0.005,0.001,0,0.001,0,0.001,0.003,0.003,0.006,0.002,0.001,0.005,0.004,0.002,0,0.002,0.001,0.001,0.207,0.151,0.153,0.154,0.156
DVU3337,0,0.001,0.001,0.001,0.002,0.003,0.004,0.002,0.001,0.002,0.003,0.001,0,0.002,0.003,0.001,0.002,0.001,0.004,0.003,0.002,0.003,0.005,0.003,0.004,0.007,0.006,0.004,0.002,0.005,0.003,0.003,0,0.005,0.002,0.002,0.004,0.004,0.007,0.004,0.001,0.008,0.006,0.004,0.001,0.004,0.004,0.001,0,0.002,0.001,0.001,0.002,0.003,0.005,0.003,0.003,0.003,0.003,0.002,0.001,0.003,0.001,0,0.209,0.16,0.143,0.163,0.15
DVU3338,0.001,0.002,0.002,0.001,0.003,0.004,0.004,0.001,0.001,0.002,0.003,0.001,0.001,0.004,0.003,0,0.002,0.004,0.002,0.005,0.003,0.004,0.006,0.003,0.004,0.006,0.006,0.004,0.001,0.003,0.004,0.002,0.002,0.005,0.002,0.001,0.005,0.006,0.005,0.003,0.003,0.006,0.004,0.003,0.001,0.004,0.003,0.001,0,0.001,0,0,0.003,0.003,0.006,0.002,0.002,0.004,0.003,0.001,0,0.002,0.001,0,0.208,0.159,0.14,0.163,0.155
DVU3339,0.001,0.003,0.001,0.001,0.002,0.003,0.003,0.002,0.001,0.002,0.003,0.001,0.001,0.002,0.004,0,0.002,0.002,0.003,0.005,0.003,0.003,0.005,0.004,0.003,0.005,0.006,0.004,0.001,0.005,0.004,0.003,0.002,0.003,0.002,0.001,0.004,0.006,0.005,0.004,0.002,0.007,0.005,0.004,0.001,0.004,0.003,0.002,0,0.002,0,0.001,0.004,0.003,0.006,0.003,0.001,0.005,0.004,0.001,0,0.004,0.001,0.002,0.205,0.156,0.146,0.16,0.154
DVU3340,0.004,0.001,0.002,0.002,0.003,0.003,0.001,0.001,0.002,0.003,0.003,0.002,0.001,0.002,0.005,0.003,0.001,0.003,0.004,0.005,0.004,0.003,0.003,0.003,0.001,0.001,0.002,0.004,0.001,0.002,0.003,0.003,0.002,0.002,0.003,0.001,0.004,0.004,0.003,0.003,0.002,0.003,0.005,0.001,0.003,0.002,0.003,0.003,0.002,0.001,0.001,0.003,0.003,0.003,0.001,0.001,0.004,0.006,0.001,0.003,0.003,0.003,0.003,0.008,0.207,0.147,0.154,0.173,0.144
DVU3341,0.001,0.004,0,0.005,0.001,0.001,0.004,0.001,0,0.001,0,0,0.004,0.001,0.005,0.003,0.003,0,0,0.004,0.001,0.001,0.005,0.001,0.003,0.007,0.005,0.005,0.001,0.003,0.001,0.001,0.003,0,0,0.003,0.003,0.005,0.007,0.003,0.003,0.003,0.003,0,0.003,0.003,0.003,0,0.004,0.004,0.001,0.001,0.001,0.001,0.004,0.001,0.001,0.007,0,0.003,0.003,0.001,0.001,0,0.225,0.142,0.159,0.173,0.154
DVU3342,0.001,0.001,0.003,0.001,0.004,0.005,0.003,0.001,0.003,0.001,0.003,0,0,0.003,0.004,0.001,0.001,0.006,0.002,0.005,0.002,0.001,0.006,0.003,0.003,0.004,0.004,0.006,0,0.004,0.004,0.002,0.003,0.004,0.003,0.001,0.004,0.005,0.002,0.004,0.003,0.005,0.005,0.002,0.001,0.004,0.002,0.003,0,0.001,0,0.001,0.005,0.003,0.005,0.002,0.003,0.004,0.003,0.002,0,0.004,0.002,0.003,0.206,0.153,0.133,0.17,0.16
DVU3343,0,0.001,0.002,0,0.002,0.003,0.004,0.001,0.002,0.001,0.004,0.002,0.001,0.003,0.004,0.001,0.002,0.004,0.004,0.006,0.004,0.005,0.005,0.003,0.003,0.005,0.006,0.004,0,0.003,0.004,0.002,0.002,0.004,0.003,0.002,0.003,0.007,0.003,0.004,0.003,0.006,0.003,0.003,0,0.005,0.004,0.001,0,0.001,0,0,0.007,0.002,0.004,0.002,0.003,0.005,0.003,0.001,0,0.004,0,0,0.204,0.163,0.133,0.166,0.156
DVU3344,0,0.004,0.002,0,0.004,0.005,0.004,0.001,0.002,0.003,0.003,0.001,0.001,0.003,0.002,0,0.004,0.004,0.004,0.004,0.003,0.006,0.006,0.004,0.004,0.006,0.005,0.004,0.001,0.005,0.003,0.002,0.002,0.004,0.001,0.001,0.005,0.006,0.004,0.002,0.002,0.006,0.003,0.003,0.001,0.004,0.002,0.002,0,0.001,0.001,0.001,0.003,0.003,0.005,0.003,0.002,0.003,0.003,0.001,0,0.003,0.001,0,0.203,0.157,0.147,0.16,0.153
DVU4007,0,0.003,0.006,0.001,0.002,0.001,0.004,0.003,0.004,0.004,0.006,0.004,0.001,0.001,0.002,0.001,0.004,0.001,0.005,0.001,0.002,0.002,0.004,0.001,0.006,0.006,0.003,0.004,0,0.001,0.004,0.004,0.006,0.003,0.006,0.003,0.005,0.005,0.007,0.004,0.006,0.006,0.003,0.003,0.001,0.003,0.006,0.001,0,0.002,0.001,0,0.001,0.001,0.004,0.001,0.003,0.006,0.006,0.001,0.001,0.003,0.003,0,0.203,0.145,0.165,0.147,0.157
DVU3346,0,0.001,0.001,0,0.003,0,0.001,0,0.003,0.001,0.003,0,0.003,0.003,0.005,0.003,0.001,0.001,0.001,0.012,0.003,0.003,0.008,0.001,0,0.006,0.005,0.005,0,0.003,0.003,0.001,0.001,0,0.003,0,0.006,0.005,0.006,0.003,0.001,0.006,0.003,0.001,0.001,0.006,0,0.003,0,0.001,0.001,0.001,0.004,0.006,0.001,0.003,0.001,0.006,0.001,0.004,0,0.003,0.005,0,0.221,0.133,0.157,0.169,0.156
DVU3347,0,0.003,0.004,0,0.002,0.003,0.004,0.001,0.003,0.003,0.003,0,0,0.004,0.004,0,0.004,0.004,0.003,0.005,0.005,0.003,0.004,0.004,0.003,0.006,0.007,0.004,0.002,0.004,0.002,0,0.003,0.003,0.002,0.002,0.004,0.009,0.006,0.001,0.002,0.007,0.003,0.004,0,0.002,0.004,0.002,0,0.001,0,0.001,0.004,0.001,0.005,0.002,0.002,0.004,0.003,0.001,0,0.002,0,0.001,0.208,0.153,0.148,0.155,0.163
DVU3348,0,0.002,0.004,0,0.003,0.005,0.003,0.001,0.003,0.002,0.002,0,0,0.003,0.003,0,0.003,0.004,0.002,0.003,0.005,0.005,0.007,0.003,0.005,0.007,0.005,0.005,0.002,0.004,0.003,0.002,0.002,0.004,0.002,0.002,0.003,0.008,0.005,0.004,0.001,0.007,0.003,0.003,0,0.003,0.005,0.001,0,0.001,0,0.001,0.002,0.002,0.007,0.002,0.002,0.004,0.003,0.001,0,0.002,0,0,0.208,0.159,0.141,0.155,0.16
DVU3349,0.001,0.002,0.004,0,0.002,0.003,0.003,0.002,0.002,0.002,0.005,0.001,0,0.002,0.003,0.001,0.002,0.002,0.004,0.004,0.004,0.005,0.006,0.004,0.005,0.006,0.004,0.005,0.002,0.002,0.003,0.003,0.003,0.004,0.002,0.001,0.004,0.007,0.006,0.003,0.002,0.008,0.004,0.002,0,0.004,0.004,0.001,0,0.002,0,0,0.003,0.003,0.005,0.001,0.002,0.005,0.004,0.001,0,0.004,0.001,0,0.204,0.158,0.142,0.16,0.155
DVU3350,0.002,0.002,0.005,0,0.003,0.004,0.002,0,0.003,0.002,0.006,0.003,0.001,0.003,0.002,0,0.005,0.004,0.003,0.003,0.003,0.004,0.005,0.004,0.002,0.003,0.005,0.002,0.002,0.003,0.005,0,0.001,0.002,0.005,0.002,0.005,0.005,0.002,0.004,0.003,0.003,0.005,0.005,0.003,0.003,0.005,0.002,0.001,0.002,0.002,0.001,0.004,0.004,0.002,0.002,0,0.009,0.001,0.004,0,0.002,0.001,0.002,0.206,0.136,0.166,0.151,0.162
DVU3351,0,0.001,0.002,0.001,0.001,0.005,0.005,0.001,0.001,0.001,0.003,0,0.001,0.002,0.002,0.001,0.001,0.003,0.001,0.003,0.003,0.003,0.007,0.003,0.004,0.008,0.006,0.004,0.001,0.002,0.005,0.002,0.003,0.005,0.003,0.001,0.002,0.007,0.006,0.004,0.004,0.005,0.005,0.005,0.001,0.003,0.005,0.001,0,0.002,0,0,0.001,0.002,0.004,0.003,0.002,0.006,0.004,0.001,0,0.003,0.001,0,0.21,0.155,0.142,0.16,0.157
DVU3352,0,0.002,0.002,0.001,0.003,0.004,0.002,0.001,0.001,0.002,0.004,0.003,0,0.001,0.004,0.001,0.003,0.002,0.006,0.004,0.006,0.005,0.007,0.003,0.004,0.006,0.004,0.004,0,0.006,0.002,0.003,0.002,0.004,0.002,0.001,0.006,0.006,0.005,0.003,0.002,0.006,0.003,0.003,0.001,0.004,0.004,0.002,0,0.001,0.001,0,0.001,0.006,0.005,0.004,0.002,0.004,0.003,0.001,0.001,0.004,0.001,0,0.203,0.153,0.148,0.158,0.156
DVU3353,0.001,0.001,0.002,0.001,0.002,0.003,0.004,0.001,0.001,0.002,0.002,0.001,0,0.003,0.004,0,0.002,0.004,0.002,0.005,0.003,0.006,0.006,0.004,0.004,0.007,0.005,0.004,0.001,0.003,0.003,0.003,0.002,0.004,0.002,0.001,0.004,0.008,0.006,0.003,0.002,0.008,0.004,0.002,0.001,0.003,0.004,0.001,0,0.001,0,0,0.003,0.002,0.005,0.002,0.001,0.004,0.005,0.001,0,0.003,0.001,0,0.21,0.15,0.149,0.162,0.154
DVU4021,0,0.002,0.002,0,0.002,0.003,0.003,0.002,0.001,0.002,0.003,0,0,0.002,0.003,0,0.003,0.003,0.003,0.003,0.003,0.007,0.008,0.004,0.004,0.009,0.005,0.004,0.001,0.005,0.004,0.003,0.001,0.004,0.001,0.001,0.005,0.008,0.007,0.003,0.002,0.006,0.003,0.002,0.001,0.003,0.002,0.002,0,0.001,0.001,0,0.002,0.003,0.005,0.002,0.001,0.006,0.003,0.001,0,0.003,0.001,0.001,0.209,0.154,0.153,0.159,0.149
DVU3355,0.001,0.004,0.002,0.001,0.002,0.003,0.006,0.002,0.003,0.002,0.003,0.001,0,0.004,0.002,0.001,0.003,0.003,0.004,0.005,0.004,0.003,0.005,0.002,0.006,0.006,0.003,0.005,0.001,0.004,0.002,0.002,0.003,0.005,0.003,0.001,0.004,0.004,0.006,0.002,0.002,0.003,0.002,0.002,0,0.004,0.004,0.002,0,0.001,0,0,0.005,0.004,0.004,0.003,0.002,0.004,0.001,0.002,0,0.004,0.002,0.001,0.209,0.153,0.146,0.156,0.159
DVU3356,0,0.003,0.003,0.001,0.004,0.005,0.004,0.002,0.002,0.002,0.003,0.002,0,0.003,0.003,0,0.003,0.004,0.003,0.005,0.004,0.004,0.005,0.003,0.006,0.005,0.004,0.003,0.002,0.003,0.002,0.003,0.004,0.005,0.001,0.001,0.003,0.005,0.003,0.003,0.001,0.005,0.003,0.002,0.001,0.003,0.002,0.002,0,0.003,0.001,0,0.003,0.002,0.006,0.003,0.002,0.003,0.002,0.001,0,0.004,0.001,0.002,0.207,0.157,0.143,0.165,0.154
DVU3357,0.004,0.001,0.003,0.003,0.002,0.001,0.003,0.003,0.003,0.001,0.003,0.002,0.002,0.003,0.004,0.001,0.002,0.003,0.001,0.006,0.001,0.001,0.001,0.001,0.003,0.004,0.003,0.004,0.003,0.002,0.003,0.001,0.003,0.002,0.003,0.001,0.006,0.001,0.007,0.003,0.003,0.003,0.003,0.003,0,0.003,0.005,0.004,0.001,0.003,0.002,0.001,0.003,0.001,0.003,0.003,0.003,0.008,0.003,0.003,0.001,0.002,0.004,0.002,0.216,0.143,0.161,0.165,0.149
DVU3358,0.002,0.003,0.005,0.002,0.003,0.004,0.003,0.003,0.003,0.004,0.003,0.002,0.001,0.003,0.001,0.001,0.005,0.003,0.004,0.003,0.004,0.002,0.002,0.004,0.005,0.006,0.002,0.003,0.001,0.004,0.005,0.003,0.005,0.004,0.002,0.001,0.004,0.004,0.005,0.005,0.002,0.003,0.002,0.003,0.002,0.003,0.003,0,0,0.002,0.001,0,0.005,0.002,0.005,0.002,0.002,0.005,0.003,0.002,0,0.003,0.002,0.001,0.207,0.157,0.149,0.156,0.15
DVU3359,0,0.003,0.003,0,0.001,0.004,0.004,0.001,0.003,0.002,0.004,0,0,0.002,0.004,0.003,0.002,0.003,0.003,0.003,0.004,0.004,0.004,0.003,0.005,0.003,0.004,0.004,0,0.001,0.005,0.001,0.004,0.004,0.003,0.003,0.003,0.004,0.004,0.003,0.003,0.003,0.002,0.004,0.003,0.003,0.004,0.005,0,0.001,0,0.002,0.003,0.003,0.004,0.001,0.003,0.005,0.002,0.005,0,0.005,0.003,0.002,0.205,0.152,0.154,0.155,0.157
DVU3360,0.001,0.004,0.004,0.001,0.003,0.005,0.004,0.003,0.004,0.003,0.003,0.001,0.001,0.002,0.002,0,0.004,0.006,0.005,0.002,0.004,0.003,0.004,0.004,0.004,0.007,0.005,0.002,0.001,0.004,0.004,0.003,0.004,0.005,0.002,0.001,0.006,0.005,0.005,0.003,0.003,0.005,0.002,0.003,0,0.003,0.003,0,0,0.001,0,0,0.004,0.002,0.004,0.002,0.002,0.005,0.003,0.001,0,0.002,0.001,0,0.206,0.15,0.15,0.156,0.154
