,PseKNC_3_Xc1.AAA,PseKNC_3_Xc1.AAC,PseKNC_3_Xc1.AAG,PseKNC_3_Xc1.AAT,PseKNC_3_Xc1.ACA,PseKNC_3_Xc1.ACC,PseKNC_3_Xc1.ACG,PseKNC_3_Xc1.ACT,PseKNC_3_Xc1.AGA,PseKNC_3_Xc1.AGC,PseKNC_3_Xc1.AGG,PseKNC_3_Xc1.AGT,PseKNC_3_Xc1.ATA,PseKNC_3_Xc1.ATC,PseKNC_3_Xc1.ATG,PseKNC_3_Xc1.ATT,PseKNC_3_Xc1.CAA,PseKNC_3_Xc1.CAC,PseKNC_3_Xc1.CAG,PseKNC_3_Xc1.CAT,PseKNC_3_Xc1.CCA,PseKNC_3_Xc1.CCC,PseKNC_3_Xc1.CCG,PseKNC_3_Xc1.CCT,PseKNC_3_Xc1.CGA,PseKNC_3_Xc1.CGC,PseKNC_3_Xc1.CGG,PseKNC_3_Xc1.CGT,PseKNC_3_Xc1.CTA,PseKNC_3_Xc1.CTC,PseKNC_3_Xc1.CTG,PseKNC_3_Xc1.CTT,PseKNC_3_Xc1.GAA,PseKNC_3_Xc1.GAC,PseKNC_3_Xc1.GAG,PseKNC_3_Xc1.GAT,PseKNC_3_Xc1.GCA,PseKNC_3_Xc1.GCC,PseKNC_3_Xc1.GCG,PseKNC_3_Xc1.GCT,PseKNC_3_Xc1.GGA,PseKNC_3_Xc1.GGC,PseKNC_3_Xc1.GGG,PseKNC_3_Xc1.GGT,PseKNC_3_Xc1.GTA,PseKNC_3_Xc1.GTC,PseKNC_3_Xc1.GTG,PseKNC_3_Xc1.GTT,PseKNC_3_Xc1.TAA,PseKNC_3_Xc1.TAC,PseKNC_3_Xc1.TAG,PseKNC_3_Xc1.TAT,PseKNC_3_Xc1.TCA,PseKNC_3_Xc1.TCC,PseKNC_3_Xc1.TCG,PseKNC_3_Xc1.TCT,PseKNC_3_Xc1.TGA,PseKNC_3_Xc1.TGC,PseKNC_3_Xc1.TGG,PseKNC_3_Xc1.TGT,PseKNC_3_Xc1.TTA,PseKNC_3_Xc1.TTC,PseKNC_3_Xc1.TTG,PseKNC_3_Xc1.TTT,PseKNC_3_Xc2.lambda.1,PseKNC_3_Xc2.lambda.2,PseKNC_3_Xc2.lambda.3
DVU2608,0.003,0.004,0.005,0.002,0.004,0.005,0.005,0.001,0.003,0.004,0.003,0.001,0.002,0.009,0.005,0.001,0.004,0.005,0.002,0.01,0.006,0.005,0.006,0.004,0.006,0.01,0.005,0.006,0.002,0.005,0.004,0.003,0.007,0.003,0.002,0.002,0.006,0.009,0.005,0.005,0.002,0.008,0.005,0.002,0.001,0.004,0.003,0.002,0,0.003,0.001,0.001,0.006,0.003,0.01,0.004,0.003,0.003,0.005,0.001,0,0.005,0.001,0,0.308,0.228,0.209
DVU2609,0.001,0.007,0.005,0.001,0.005,0.006,0.004,0.004,0.004,0.004,0.004,0.002,0.001,0.004,0.005,0.001,0.007,0.003,0.006,0.005,0.005,0.01,0.009,0.004,0.007,0.008,0.006,0.004,0.002,0.005,0.002,0.004,0.005,0.005,0.002,0.004,0.006,0.009,0.006,0.002,0.004,0.006,0.004,0.005,0.002,0.003,0.006,0.002,0,0.004,0,0.001,0.006,0.004,0.005,0.003,0.003,0.005,0.005,0.003,0,0.005,0.002,0.001,0.302,0.229,0.207
DVU2610,0.001,0.001,0.002,0,0.001,0.003,0.009,0.002,0.001,0.001,0.005,0.001,0.001,0.002,0.005,0,0.001,0.005,0.005,0.003,0.002,0.005,0.009,0.003,0.005,0.012,0.012,0.007,0.001,0.004,0.006,0.004,0.002,0.008,0.002,0.003,0.009,0.008,0.012,0.005,0.005,0.013,0.009,0.005,0.001,0.006,0.006,0.003,0,0.001,0,0.002,0.002,0.003,0.006,0.005,0.002,0.008,0.006,0.003,0,0.005,0.002,0.002,0.313,0.218,0.214
DVU2611,0.001,0.003,0.003,0.001,0.003,0.005,0.006,0.002,0.002,0.002,0.005,0.002,0.001,0.004,0.005,0.001,0.003,0.004,0.005,0.004,0.004,0.006,0.008,0.005,0.007,0.008,0.008,0.005,0.003,0.005,0.006,0.004,0.004,0.007,0.004,0.003,0.005,0.008,0.008,0.005,0.006,0.01,0.008,0.004,0.001,0.005,0.006,0.002,0,0.002,0,0.003,0.004,0.004,0.007,0.004,0.003,0.006,0.006,0.003,0,0.004,0.002,0.001,0.302,0.23,0.208
DVU2612,0,0.004,0.003,0.001,0.004,0.003,0.005,0.002,0.004,0.003,0.002,0.003,0.001,0.006,0.006,0,0.003,0.004,0.006,0.006,0.007,0.004,0.009,0.005,0.007,0.009,0.003,0.009,0.001,0.006,0.003,0.003,0.005,0.005,0.001,0.004,0.003,0.012,0.007,0.004,0.001,0.008,0.002,0.005,0.003,0.006,0.006,0.002,0.001,0.001,0.001,0.002,0.005,0.006,0.008,0.003,0.002,0.006,0.008,0.001,0,0.003,0.001,0,0.309,0.242,0.197
DVU2613,0,0.001,0.002,0,0.005,0.005,0.006,0.002,0.002,0.002,0.003,0.001,0,0.005,0.005,0.001,0.003,0.007,0.002,0.008,0.005,0.009,0.009,0.007,0.007,0.008,0.008,0.005,0.003,0.007,0.006,0.004,0.001,0.007,0.003,0.001,0.006,0.01,0.006,0.005,0.002,0.01,0.008,0.004,0,0.006,0.002,0.001,0,0.002,0,0.002,0.006,0.006,0.006,0.005,0.002,0.007,0.006,0,0,0.004,0.002,0.001,0.3,0.228,0.21
DVU2614,0.001,0.003,0.004,0.001,0.004,0.006,0.005,0.002,0.003,0.006,0.004,0.001,0.001,0.004,0.003,0,0.004,0.008,0.006,0.004,0.005,0.009,0.012,0.006,0.007,0.013,0.003,0.005,0.001,0.006,0.007,0.003,0.005,0.005,0.004,0.002,0.008,0.012,0.006,0.005,0.003,0.005,0.005,0.002,0.001,0.003,0.004,0.001,0,0.003,0,0.001,0.004,0.004,0.004,0.004,0.002,0.008,0.003,0.002,0,0.002,0.002,0,0.307,0.215,0.22
DVU2615,0.001,0.002,0.002,0.002,0.005,0.004,0.003,0.002,0.004,0.004,0.003,0.001,0.002,0.006,0.004,0.002,0.003,0.005,0.006,0.007,0.004,0.006,0.007,0.004,0.006,0.009,0.006,0.005,0.001,0.005,0.004,0.003,0.004,0.004,0.004,0.003,0.007,0.006,0.008,0.005,0.001,0.007,0.006,0.005,0.002,0.003,0.004,0.003,0.001,0.003,0.001,0.002,0.005,0.004,0.008,0.003,0.003,0.005,0.004,0.001,0,0.007,0.001,0.001,0.305,0.222,0.221
DVU2616,0.002,0.005,0.003,0.001,0.005,0.004,0.006,0.003,0.004,0.004,0.005,0.002,0.002,0.004,0.006,0.001,0.004,0.005,0.007,0.006,0.005,0.004,0.006,0.004,0.008,0.008,0.007,0.004,0.001,0.007,0.005,0.003,0.005,0.007,0.004,0.004,0.007,0.006,0.007,0.005,0.006,0.007,0.005,0.003,0.002,0.004,0.003,0.001,0,0.002,0.001,0.001,0.005,0.004,0.006,0.004,0.003,0.006,0.004,0.002,0,0.004,0.001,0.001,0.302,0.219,0.217
DVU2617,0.001,0.003,0.003,0.001,0.003,0.004,0.004,0.002,0.002,0.003,0.002,0.003,0,0.006,0.005,0.001,0.003,0.005,0.004,0.009,0.005,0.007,0.008,0.006,0.003,0.011,0.006,0.005,0.002,0.008,0.005,0.003,0.003,0.003,0.002,0.001,0.006,0.011,0.006,0.006,0.003,0.008,0.003,0.003,0.002,0.005,0.004,0.003,0,0.003,0,0.001,0.006,0.005,0.008,0.004,0.001,0.007,0.006,0.003,0,0.004,0.003,0.001,0.305,0.223,0.218
DVU2618,0.002,0.006,0.003,0.003,0.008,0.013,0.01,0.003,0,0.006,0.003,0,0.002,0.002,0.003,0,0.01,0.021,0.003,0.002,0.011,0.01,0.011,0.005,0.011,0.011,0.003,0,0,0.003,0.003,0.005,0.003,0.006,0.003,0,0.011,0.013,0.005,0,0,0.008,0.003,0.002,0,0,0.002,0.002,0.002,0,0,0,0.005,0.002,0,0.003,0.002,0.003,0.003,0.002,0,0.005,0.002,0.003,0.307,0.234,0.198
DVU2619,0,0.002,0.003,0,0.006,0.008,0.006,0.001,0.003,0.006,0.001,0.001,0.001,0.004,0.005,0.001,0.003,0.007,0.006,0.007,0.006,0.009,0.01,0.007,0.007,0.01,0.006,0.005,0.002,0.005,0.003,0.004,0.003,0.009,0.002,0.001,0.007,0.011,0.005,0.004,0.003,0.004,0.001,0.002,0.003,0.003,0.003,0.001,0,0.002,0.001,0.003,0.004,0.003,0.008,0.002,0.001,0.006,0.002,0.002,0,0.005,0.001,0.002,0.312,0.214,0.223
DVU2620,0.001,0.004,0.003,0,0.004,0.005,0.006,0.002,0.002,0.004,0.003,0.001,0,0.003,0.004,0.001,0.004,0.007,0.004,0.006,0.006,0.012,0.009,0.005,0.006,0.012,0.006,0.005,0.001,0.005,0.006,0.003,0.003,0.007,0.004,0.001,0.006,0.01,0.009,0.006,0.003,0.007,0.004,0.004,0.001,0.004,0.004,0.002,0,0.001,0,0.001,0.004,0.005,0.006,0.002,0.003,0.007,0.004,0.001,0,0.005,0.001,0.002,0.302,0.222,0.216
DVU2621,0.001,0.004,0.007,0.001,0.004,0.005,0.005,0.001,0.006,0.005,0.006,0.001,0.001,0.004,0.007,0.001,0.007,0.005,0.006,0.007,0.008,0.009,0.007,0.005,0.005,0.007,0.006,0.004,0.001,0.005,0.004,0.004,0.005,0.006,0.002,0.003,0.007,0.01,0.006,0.004,0.002,0.008,0.004,0.005,0.001,0.005,0.003,0.002,0,0.001,0.002,0,0.005,0.005,0.005,0.004,0.003,0.007,0.004,0.001,0,0.005,0.002,0.002,0.293,0.233,0.21
DVU2622,0.009,0.001,0.004,0.001,0.004,0.006,0.003,0.001,0.001,0.004,0.009,0.001,0,0.001,0.006,0,0.003,0.003,0.004,0.003,0.003,0.004,0.011,0.001,0.003,0.006,0.016,0.003,0.001,0,0.006,0.001,0.001,0.009,0.006,0.001,0.003,0.009,0.011,0.006,0.01,0.014,0.02,0.004,0.004,0.003,0.006,0.003,0.003,0.001,0.001,0.001,0.003,0.001,0.001,0,0.004,0.004,0.004,0.006,0.001,0.001,0.001,0,0.295,0.238,0.202
DVU2623,0.003,0.004,0.004,0,0.002,0.007,0.008,0.004,0.004,0.004,0.004,0,0.001,0.004,0.007,0.002,0.003,0.01,0.004,0.008,0.007,0.006,0.006,0.004,0.005,0.014,0.007,0.004,0.001,0.005,0.004,0.002,0.004,0.007,0.004,0.004,0.01,0.009,0.009,0.002,0.005,0.01,0.002,0,0.001,0.002,0.001,0.001,0.001,0.001,0,0.001,0.006,0.001,0.007,0.001,0.006,0.003,0.003,0.001,0,0.004,0.001,0,0.311,0.222,0.214
DVU2624,0.002,0.003,0.004,0.003,0.004,0.002,0.007,0.005,0.004,0.002,0.007,0.002,0.002,0.004,0.005,0.001,0.002,0.008,0.006,0.005,0.003,0.004,0.007,0.002,0.008,0.005,0.01,0.005,0,0.006,0.005,0.002,0.008,0.005,0.004,0.003,0.009,0.005,0.006,0.003,0.004,0.01,0.007,0.005,0.003,0.006,0.003,0.002,0,0.004,0,0.002,0.003,0.006,0.008,0.002,0.003,0.007,0.002,0.002,0.001,0.003,0.001,0.001,0.301,0.211,0.232
DVU2625,0.003,0.005,0.003,0,0.01,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.005,0.003,0,0.005,0.003,0.003,0.008,0,0,0.005,0.01,0.005,0.005,0.005,0.005,0.003,0.005,0.013,0.005,0.003,0.003,0.003,0.003,0,0.01,0.008,0.008,0,0.005,0.003,0.003,0.003,0.008,0.005,0.003,0,0.005,0.003,0,0.008,0.005,0.005,0.005,0.005,0.013,0,0.008,0,0.005,0.005,0,0.318,0.236,0.189
DVU2626,0.004,0.007,0.008,0,0.005,0.003,0.009,0.005,0.008,0.004,0.003,0.001,0,0.001,0.005,0.001,0.005,0.003,0.001,0.007,0.003,0.001,0.004,0.004,0.008,0.004,0.009,0.004,0.003,0.007,0.009,0.003,0.009,0.008,0.007,0,0.004,0.005,0.005,0.008,0.007,0.008,0.004,0.001,0.003,0.004,0,0.007,0.001,0.005,0,0,0.004,0.003,0.007,0.004,0.001,0.007,0.004,0.007,0.001,0.005,0.004,0,0.299,0.224,0.207
DVU2627,0,0.004,0.005,0,0.003,0.003,0.007,0.003,0.003,0.005,0.004,0.001,0,0.001,0.003,0,0.003,0.002,0.005,0.002,0.001,0.003,0.004,0.004,0.005,0.007,0.01,0.005,0.003,0.003,0.007,0.005,0.005,0.005,0.005,0.001,0.007,0.005,0.008,0.006,0.005,0.01,0.007,0.007,0.002,0.005,0.007,0.004,0,0.004,0,0.001,0,0.001,0.008,0.005,0.003,0.005,0.007,0.006,0.001,0.005,0.003,0,0.302,0.213,0.23
DVU2628,0.001,0.003,0.004,0.002,0.003,0.006,0.003,0.002,0.003,0.003,0.005,0.002,0,0.002,0.005,0.002,0.004,0.003,0.003,0.003,0.004,0.006,0.009,0.008,0.006,0.006,0.009,0.004,0.003,0.005,0.007,0.003,0.005,0.004,0.005,0.003,0.004,0.01,0.008,0.005,0.006,0.01,0.009,0.003,0.002,0.005,0.005,0.002,0,0.005,0,0.001,0.003,0.003,0.006,0.003,0.002,0.008,0.005,0.005,0,0.004,0.003,0.001,0.293,0.224,0.221
DVU2629,0,0.001,0.002,0.002,0.004,0.005,0.006,0.003,0.003,0.002,0.002,0,0.003,0.003,0.007,0.001,0,0.009,0.003,0.007,0.004,0.004,0.006,0.006,0.006,0.008,0.008,0.002,0,0.005,0.006,0.004,0.004,0.006,0.002,0.003,0.007,0.009,0.007,0.005,0.004,0.009,0.004,0.003,0.002,0.001,0.003,0.002,0,0.002,0,0.003,0.004,0.002,0.005,0.002,0.003,0.008,0.006,0.003,0,0.004,0.003,0.001,0.317,0.219,0.219
DVU2630,0,0.002,0.003,0.001,0.003,0.004,0.006,0.001,0.004,0.005,0.005,0.001,0,0.004,0.004,0.001,0.002,0.005,0.008,0.005,0.005,0.013,0.011,0.005,0.007,0.008,0.007,0.007,0.001,0.005,0.004,0.002,0.003,0.006,0.004,0.001,0.008,0.01,0.007,0.004,0.002,0.01,0.007,0.004,0.001,0.008,0.003,0.002,0,0.001,0,0.001,0.005,0.006,0.006,0.002,0.001,0.005,0.004,0.002,0,0.003,0.001,0.001,0.294,0.223,0.222
DVU2631,0.001,0.001,0.001,0.001,0.002,0.005,0.006,0.001,0.001,0.001,0.006,0.001,0.001,0.003,0.007,0.001,0,0.003,0.004,0.004,0.003,0.005,0.008,0.002,0.003,0.004,0.012,0.006,0.001,0.001,0.004,0.002,0.003,0.005,0.005,0.004,0.005,0.006,0.007,0.005,0.007,0.009,0.013,0.009,0.004,0.003,0.011,0.004,0,0.004,0.001,0.002,0.001,0.002,0.004,0.001,0.005,0.009,0.007,0.005,0,0.001,0.005,0,0.311,0.217,0.228
DVU2632,0.001,0.004,0.003,0.003,0.004,0.002,0.008,0.001,0.001,0.002,0.008,0.001,0.001,0.002,0.004,0,0.002,0.007,0.005,0.003,0.001,0.011,0.013,0.005,0.005,0.015,0.011,0.004,0,0.001,0.005,0.001,0.009,0.004,0.003,0,0.011,0.015,0.011,0.001,0.007,0.013,0.008,0.002,0,0.004,0.004,0,0,0,0.001,0,0.001,0.002,0.004,0,0.003,0.008,0.003,0.001,0,0,0.001,0,0.302,0.207,0.236
DVU2633,0.002,0.004,0.003,0.001,0.005,0.007,0.005,0.003,0.003,0.005,0.005,0.003,0,0.003,0.004,0.001,0.004,0.007,0.005,0.003,0.004,0.006,0.007,0.004,0.009,0.009,0.005,0.004,0.003,0.004,0.004,0.002,0.004,0.007,0.007,0.002,0.007,0.005,0.01,0.003,0.005,0.006,0.007,0.004,0.001,0.005,0.005,0.003,0,0.001,0,0.003,0.004,0.003,0.006,0.004,0.003,0.005,0.005,0.003,0,0.004,0.002,0.001,0.299,0.213,0.229
DVU2634,0,0.001,0,0.001,0.007,0.004,0.006,0.002,0.003,0.004,0.002,0,0.002,0.004,0.006,0.003,0.001,0.005,0.007,0.008,0.004,0.006,0.01,0.009,0.008,0.011,0.003,0.004,0.001,0.003,0.009,0.003,0.001,0.009,0.002,0.005,0.008,0.011,0.004,0.004,0.003,0.005,0.001,0.002,0.001,0.006,0.002,0,0,0.004,0,0.001,0.002,0.008,0.006,0.001,0.004,0.007,0.005,0.003,0.001,0.004,0.002,0.001,0.313,0.234,0.204
DVU2635,0.001,0.003,0.004,0,0.003,0.003,0.007,0.002,0.002,0.004,0.004,0.001,0.001,0.003,0.004,0.001,0.003,0.005,0.003,0.006,0.003,0.007,0.009,0.006,0.007,0.01,0.009,0.004,0.002,0.005,0.005,0.003,0.004,0.005,0.004,0.002,0.007,0.01,0.01,0.005,0.005,0.011,0.004,0.003,0,0.004,0.005,0.002,0,0.002,0,0.001,0.005,0.005,0.004,0.003,0.003,0.006,0.006,0.002,0,0.004,0.002,0.001,0.302,0.221,0.219
DVU2636,0.001,0.002,0.003,0.001,0.001,0.002,0.005,0.001,0.003,0.002,0.006,0.001,0.001,0.002,0.005,0,0.002,0.001,0.004,0.003,0.002,0.005,0.01,0.003,0.007,0.01,0.008,0.008,0.001,0.003,0.004,0.002,0.005,0.004,0.004,0.002,0.005,0.01,0.012,0.004,0.003,0.011,0.012,0.007,0.001,0.005,0.011,0.003,0,0.002,0,0.001,0.002,0.003,0.006,0.002,0.003,0.009,0.007,0.004,0,0.002,0.003,0.001,0.309,0.212,0.224
DVU2637,0.001,0.003,0.003,0.001,0.003,0.003,0.004,0.002,0.003,0.002,0.007,0.002,0.001,0.004,0.005,0.001,0.003,0.002,0.004,0.006,0.002,0.004,0.007,0.003,0.007,0.006,0.007,0.007,0.002,0.003,0.004,0.003,0.004,0.004,0.007,0.003,0.005,0.006,0.01,0.004,0.005,0.011,0.009,0.005,0.001,0.004,0.007,0.003,0,0.003,0,0.002,0.003,0.004,0.006,0.003,0.003,0.007,0.007,0.002,0.001,0.004,0.003,0.001,0.303,0.215,0.225
DVU2638,0,0.001,0.002,0,0,0.002,0.003,0.001,0.002,0.001,0.006,0.001,0.001,0.001,0.006,0.001,0.001,0.001,0.003,0.003,0.001,0.005,0.008,0.003,0.006,0.008,0.011,0.005,0.001,0.003,0.007,0.007,0.003,0.004,0.004,0.004,0.005,0.007,0.012,0.008,0.005,0.014,0.013,0.006,0,0.009,0.006,0.003,0,0.001,0,0.001,0.002,0.002,0.007,0.006,0.003,0.009,0.008,0.006,0,0.004,0.007,0.002,0.299,0.227,0.209
DVU2639,0.003,0.003,0.007,0.001,0.003,0.005,0.002,0.001,0.003,0.005,0.004,0.002,0.002,0.003,0.004,0.001,0.004,0.003,0.005,0.004,0.005,0.01,0.009,0.006,0.006,0.007,0.007,0.005,0.001,0.007,0.004,0.005,0.006,0.003,0.003,0.003,0.006,0.011,0.007,0.005,0.003,0.01,0.002,0.002,0.003,0.004,0.004,0.002,0.001,0.002,0.001,0.002,0.003,0.003,0.008,0.005,0.002,0.008,0.003,0.004,0,0.004,0.003,0.002,0.292,0.213,0.233
DVU2640,0,0.004,0.002,0.001,0.004,0.006,0.007,0.004,0.002,0.002,0.002,0.001,0.001,0.003,0.003,0,0.004,0.006,0.004,0.004,0.004,0.006,0.01,0.009,0.008,0.011,0.007,0.004,0.002,0.008,0.008,0.002,0.003,0.009,0.001,0,0.007,0.011,0.006,0.005,0.001,0.01,0.004,0.003,0.001,0.003,0.004,0.002,0,0.002,0,0.002,0.003,0.005,0.006,0.002,0.002,0.007,0.004,0.003,0,0.003,0.001,0,0.303,0.227,0.218
DVU2641,0,0.005,0.003,0,0.002,0.006,0.007,0.004,0.002,0.003,0.004,0.001,0.001,0.004,0.004,0,0.004,0.005,0.004,0.005,0.005,0.01,0.01,0.006,0.009,0.011,0.009,0.004,0.002,0.006,0.005,0.002,0.004,0.007,0.002,0.002,0.006,0.011,0.008,0.004,0.004,0.01,0.006,0.002,0.001,0.006,0.002,0.001,0,0.002,0.001,0.001,0.005,0.004,0.008,0.002,0.002,0.006,0.002,0.002,0,0.003,0.001,0.001,0.299,0.24,0.202
DVU2642,0.001,0.005,0.004,0.001,0.004,0.006,0.008,0.004,0.004,0.002,0.003,0.002,0.001,0.004,0.004,0.001,0.005,0.006,0.002,0.006,0.005,0.005,0.006,0.006,0.011,0.01,0.006,0.005,0.001,0.005,0.005,0.005,0.005,0.009,0.004,0.001,0.005,0.008,0.009,0.004,0.002,0.006,0.005,0.004,0.001,0.006,0.005,0.001,0,0.001,0.001,0.001,0.006,0.004,0.008,0.002,0.002,0.008,0.002,0.002,0,0.006,0.001,0,0.302,0.218,0.221
DVU2643,0,0.003,0.006,0,0.005,0.007,0.006,0.002,0.004,0.003,0.005,0.002,0.001,0.005,0.003,0,0.005,0.005,0.004,0.006,0.004,0.005,0.009,0.005,0.009,0.011,0.006,0.005,0.002,0.007,0.004,0.004,0.005,0.009,0.004,0.002,0.007,0.007,0.007,0.004,0.004,0.006,0.004,0.004,0.002,0.004,0.004,0.003,0,0.003,0,0.001,0.005,0.004,0.008,0.004,0.002,0.005,0.003,0.001,0,0.005,0.001,0,0.302,0.221,0.216
DVU2644,0.002,0.003,0.005,0.002,0.006,0.005,0.005,0.004,0.003,0.003,0.005,0.001,0.001,0.005,0.004,0.002,0.005,0.008,0.005,0.007,0.007,0.003,0.004,0.005,0.006,0.008,0.004,0.005,0.001,0.005,0.005,0.003,0.005,0.006,0.002,0.002,0.006,0.006,0.006,0.004,0.003,0.007,0.003,0.004,0.001,0.003,0.005,0.003,0,0.003,0,0.002,0.005,0.005,0.007,0.002,0.003,0.004,0.005,0.003,0.002,0.006,0.002,0.003,0.307,0.22,0.219
DVU2645,0.001,0.003,0.002,0,0.003,0.004,0.003,0.003,0.002,0.003,0.002,0.002,0.002,0.005,0.004,0.001,0.003,0.005,0.003,0.008,0.004,0.005,0.007,0.006,0.003,0.008,0.007,0.007,0.001,0.006,0.006,0.004,0.002,0.003,0.003,0.002,0.008,0.009,0.006,0.005,0.003,0.01,0.007,0.003,0.002,0.005,0.006,0.003,0,0.003,0.001,0.001,0.006,0.003,0.008,0.004,0.002,0.007,0.007,0.004,0,0.005,0.003,0.001,0.311,0.227,0.21
DVU2646,0,0.003,0.007,0.001,0.003,0.006,0.002,0.003,0.002,0.006,0.005,0.001,0.001,0.005,0.005,0.001,0.007,0.003,0.003,0.007,0.006,0.008,0.007,0.004,0.004,0.006,0.007,0.005,0.002,0.005,0.006,0.004,0.004,0.005,0.003,0.002,0.007,0.007,0.006,0.006,0.004,0.009,0.006,0.004,0.001,0.004,0.007,0.002,0,0.002,0.001,0.001,0.004,0.004,0.007,0.003,0.003,0.006,0.007,0.004,0.001,0.004,0.002,0.003,0.296,0.227,0.214
DVU2647,0.003,0.003,0.007,0.001,0.002,0.007,0.003,0.003,0.002,0.005,0.007,0.003,0.001,0.008,0.002,0.002,0.007,0.006,0.008,0.009,0.01,0.01,0.006,0.003,0.004,0.008,0.006,0.003,0.002,0.005,0.003,0.006,0.004,0.005,0.001,0.001,0.008,0.011,0.005,0.003,0.003,0.009,0.002,0.003,0.001,0.004,0.002,0.001,0,0.001,0.001,0.001,0.01,0.001,0.007,0.007,0.001,0.006,0.002,0.001,0,0.008,0.002,0.001,0.289,0.246,0.194
DVU2648,0.004,0.002,0.004,0,0.004,0.004,0.004,0.003,0.001,0.004,0.006,0.003,0,0.003,0.006,0.001,0.004,0.005,0.007,0.004,0.003,0.007,0.007,0.008,0.007,0.003,0.008,0.003,0.001,0.007,0.007,0.008,0.002,0.008,0.003,0.003,0.004,0.01,0.005,0.005,0.004,0.01,0.003,0.004,0.003,0.006,0.005,0.002,0,0.002,0,0.003,0.009,0.003,0.004,0.005,0.003,0.008,0.005,0.005,0.001,0.007,0.003,0.004,0.291,0.232,0.202
DVU2649,0.004,0.003,0.006,0.006,0.003,0.001,0.007,0.005,0.005,0.007,0.002,0.001,0.001,0.001,0.007,0.002,0.006,0.005,0.004,0.002,0.002,0.009,0.007,0.005,0.005,0.009,0.009,0.002,0,0.006,0.007,0.003,0.008,0.005,0.005,0.001,0.007,0.01,0.008,0.005,0.002,0.005,0.001,0.005,0.002,0.002,0.005,0.001,0.001,0.003,0,0.001,0.005,0.003,0.003,0.001,0.008,0.009,0.001,0.002,0.002,0.003,0.001,0.002,0.305,0.224,0.214
DVU2650,0.001,0.005,0.002,0.003,0.003,0.007,0.005,0.004,0.003,0.003,0.002,0.002,0.001,0.003,0.006,0.001,0.005,0.004,0.004,0.003,0.001,0.003,0.006,0.007,0.005,0.005,0.005,0.007,0.001,0.005,0.007,0.003,0.005,0.005,0.003,0.005,0.005,0.005,0.006,0.003,0.003,0.004,0.003,0.005,0.005,0.005,0.006,0.004,0,0.004,0.002,0.002,0.007,0.003,0.005,0.002,0.005,0.005,0.006,0.005,0.001,0.005,0.003,0.005,0.305,0.219,0.224
DVU2651,0.007,0.003,0.003,0.007,0.003,0.001,0.001,0.003,0,0.001,0.004,0,0.003,0.01,0.007,0.003,0.007,0.001,0.001,0.006,0.001,0,0.003,0.001,0.006,0.006,0.006,0.001,0.003,0,0.007,0.006,0.004,0.003,0.001,0.004,0.006,0.001,0.009,0.007,0.006,0.007,0.004,0.003,0.001,0.003,0.003,0.004,0.001,0.001,0,0.004,0.006,0.003,0.006,0.004,0.003,0.009,0.006,0.007,0,0.006,0.007,0.007,0.301,0.223,0.227
DVU2652,0.003,0.002,0.005,0.003,0.003,0.005,0.003,0.003,0.003,0.004,0.003,0.002,0.002,0.005,0.007,0.002,0.004,0.002,0.004,0.004,0.002,0.004,0.007,0.003,0.007,0.008,0.005,0.005,0.001,0.004,0.004,0.005,0.005,0.007,0.002,0.006,0.004,0.005,0.008,0.003,0.005,0.004,0.003,0.005,0.003,0.004,0.005,0.004,0.001,0.003,0,0.003,0.004,0.003,0.008,0.006,0.005,0.004,0.005,0.004,0.001,0.008,0.002,0.003,0.303,0.22,0.222
DVU2653,0.005,0.002,0.005,0.004,0.006,0.007,0.001,0,0.002,0.006,0.002,0.002,0.005,0.001,0.004,0.005,0.007,0.006,0.005,0.007,0.006,0.005,0.002,0.005,0.002,0.009,0.004,0.002,0,0.001,0.005,0.004,0.004,0.004,0.001,0,0.007,0.005,0.01,0.002,0.004,0.001,0.001,0.004,0.001,0.004,0.002,0.004,0,0.002,0.004,0.004,0.006,0.001,0.004,0.002,0,0.009,0.002,0.002,0.004,0.007,0.002,0.01,0.307,0.21,0.238
DVU2654,0.016,0.006,0.005,0.001,0.007,0.004,0.001,0.006,0.003,0.003,0.001,0.003,0.002,0.005,0.004,0.003,0.008,0.005,0.004,0.011,0.008,0.01,0.004,0.004,0.004,0.005,0.004,0.003,0.003,0.008,0.005,0.002,0.003,0.003,0.001,0.002,0.007,0.007,0.002,0.004,0.001,0.003,0.002,0.002,0,0.006,0.001,0.003,0.001,0.004,0,0,0.006,0.005,0.009,0.004,0.002,0.009,0.001,0.001,0,0.005,0.003,0.002,0.287,0.223,0.223
DVU2655,0.003,0.005,0.007,0.001,0.006,0.004,0.005,0.003,0.006,0.004,0.005,0.002,0.001,0.004,0.003,0.001,0.009,0.004,0.008,0.004,0.004,0.004,0.007,0.004,0.005,0.008,0.006,0.004,0.002,0.006,0.006,0.002,0.004,0.006,0.002,0.002,0.009,0.007,0.005,0.006,0.002,0.01,0.005,0.003,0.002,0.005,0.003,0.002,0,0.002,0.001,0.003,0.005,0.005,0.006,0.003,0.003,0.005,0.003,0.003,0.001,0.004,0.001,0.001,0.297,0.228,0.217
