TACC_Dnase I.lag1,TACC_Dnase I.lag2,TACC_Nucleosome.lag1,TACC_Nucleosome.lag2,TACC_Dnase I.Nucleosome.lag.1,TACC_Dnase I.Nucleosome.lag.2,TACC_Nucleosome.Dnase I.lag.1,TACC_Nucleosome.Dnase I.lag.2
DVU2970,0.011,0.006,0.194,0.007,-0.1,-0.018,-0.084,-0.001
DVU2971,0.02,0.03,0.224,0.038,-0.107,-0.028,-0.115,-0.033
DVU2972,0.024,0.018,0.265,0.071,-0.104,-0.049,-0.1,-0.065
DVU2973,0.082,0.014,0.327,0.057,-0.176,-0.075,-0.165,-0.026
DVU2974,0.082,0.046,0.509,0.184,-0.008,0.051,0.061,0.095
DVU2975,0.004,-0.001,0.221,-0.034,-0.122,0.004,-0.074,0.03
DVU2976,0.007,-0.002,0.245,0.008,-0.099,0.005,-0.093,-0.009
DVU2977,-0.012,-0.036,0.142,-0.185,-0.094,0.106,-0.041,0.072
DVU2978,-0.008,-0.006,0.268,-0.011,-0.102,0.002,-0.102,-0.004
DVU2979,0.012,0.021,0.182,-0.004,-0.082,-0.029,-0.077,0.016
DVU2980,0.018,0.019,0.285,0.039,-0.154,-0.035,-0.108,-0.015
DVU2981,0.018,0.004,0.214,0.023,-0.101,-0.017,-0.091,-0.016
DVU2982,-0.009,-0.013,0.161,-0.028,-0.082,0.008,-0.038,0.011
DVU2983,0.048,0.017,0.254,0.039,-0.129,-0.027,-0.134,-0.033
DVU2984,0.062,0.021,0.242,0.036,-0.15,-0.06,-0.13,-0.01
DVU2985,-0.009,-0.024,0.209,0.008,-0.07,0.027,-0.065,-0.008
DVU2986,-0.032,-0.019,0.339,0.113,-0.109,-0.048,-0.055,-0.049
DVU2987,-0.004,0.06,0.229,0.035,-0.159,-0.061,-0.082,-0.005
DVU2988,0.028,-0.005,0.242,0.038,-0.103,-0.052,-0.109,0.035
DVU2989,-0.024,0.001,0.231,-0.014,-0.072,-0.026,-0.084,0.031
DVU2990,0.016,-0.006,0.182,-0.001,-0.069,0.002,-0.095,0
DVU2991,0.011,0.053,0.244,0.039,-0.115,-0.065,-0.087,-0.044
DVU2992,0.029,0.029,0.221,0.003,-0.124,-0.036,-0.103,-0.011
DVU2993,-0.01,-0.025,0.189,0.001,-0.075,-0.001,-0.066,0.02
DVU2994,0,0.04,0.214,-0.047,-0.104,-0.032,-0.075,0.003
DVU2995,0.013,0.011,0.225,0.069,-0.086,-0.039,-0.069,-0.026
DVU2996,-0.004,-0.009,0.239,0.001,-0.032,0.032,-0.009,0.036
DVU2997,-0.009,0.044,0.192,0.007,-0.097,-0.051,-0.055,0.012
DVU2998,0.015,-0.003,0.234,0.01,-0.108,-0.003,-0.077,0.02
DVU2999,-0.009,0.017,0.152,0.018,-0.063,-0.019,-0.055,-0.02
DVU3000,0.002,-0.032,0.231,-0.049,-0.08,0.018,-0.066,0.04
DVU3001,-0.028,-0.022,0.167,-0.021,-0.079,0.01,-0.029,0.008
DVU3002,0.03,-0.025,0.229,-0.01,-0.119,0.013,-0.111,0.012
DVU3003,-0.008,0.013,0.274,0.037,-0.089,-0.01,-0.084,-0.012
DVU3004,0.024,0.007,0.216,0.023,-0.099,-0.022,-0.101,-0.011
DVU3005,0.013,-0.027,0.227,0.015,-0.109,0.005,-0.102,0.007
DVU3006,-0.01,-0.008,0.233,0.004,-0.078,0.004,-0.088,0.02
DVU3007,-0.018,-0.015,0.217,0.025,-0.078,-0.007,-0.063,0.005
DVU3008,-0.025,-0.019,0.149,-0.01,-0.035,0.007,-0.047,0.01
DVU3009,0.026,-0.009,0.204,0.013,-0.088,0.006,-0.104,-0.004
DVU3010,-0.023,-0.039,0.174,0.02,-0.04,0.004,-0.042,0.008
DVU3011,0.01,-0.013,0.22,-0.014,-0.086,0.036,-0.095,-0.034
DVU3012,0.006,0.01,0.267,0.034,-0.104,-0.006,-0.108,-0.006
DVU3013,-0.004,-0.008,0.193,0.02,-0.061,-0.007,-0.078,0.001
DVU3014,0.004,-0.018,0.198,-0.003,-0.079,0,-0.072,0.016
DVU3015,0.016,-0.01,0.288,0.007,-0.095,0.016,-0.107,0.018
DVU3016,0.034,0.097,0.363,0.08,-0.138,-0.052,-0.126,-0.021
DVU3017,0.035,-0.012,0.253,0.006,-0.128,-0.013,-0.09,0.017
DVU3018,0.003,-0.004,0.237,0.011,-0.103,-0.002,-0.089,-0.018
DVU3019,0.004,0.012,0.235,0.054,-0.088,-0.019,-0.048,-0.015
DVU3020,-0.012,-0.011,0.291,0.018,-0.083,0.036,-0.051,-0.001
DVU3021,0.013,-0.012,0.163,-0.026,-0.1,0.008,-0.039,0.009
DVU3022,0.015,-0.004,0.22,0.02,-0.099,-0.011,-0.098,0.002
DVU3023,0.044,0.025,0.309,0.064,-0.157,-0.035,-0.167,-0.031
DVU3024,0.137,0.202,0.683,0.3,-0.303,-0.099,-0.263,-0.299
DVU3025,0.011,-0.001,0.215,0.016,-0.119,-0.007,-0.121,-0.013
DVU3026,-0.006,-0.002,0.198,0.028,-0.11,-0.013,-0.05,-0.001
DVU3027,0.014,-0.021,0.199,0.003,-0.109,0.005,-0.082,0.013
DVU3028,0.012,0.008,0.188,0.013,-0.142,-0.025,-0.073,-0.005
DVU3029,0.023,-0.016,0.207,0.012,-0.101,-0.003,-0.112,0.008
DVU3030,0.021,0.013,0.174,0.007,-0.104,-0.019,-0.119,-0.013
DVU3031,0.015,0.01,0.19,0.014,-0.083,0.003,-0.095,-0.021
DVU3032,0.012,0.019,0.211,0.011,-0.12,-0.022,-0.086,-0.033
DVU3033,0.013,0.016,0.231,0.054,-0.132,-0.036,-0.101,-0.028
DVU3034,-0.022,-0.066,0.226,-0.086,-0.155,0.01,-0.09,0.011
DVU3035,0.011,-0.01,0.235,0.014,-0.13,-0.006,-0.116,0.006
DVU3036,-0.011,-0.024,0.185,-0.028,-0.101,0.026,-0.044,0.032
DVU3037,0.033,0.008,0.296,0.013,-0.171,-0.024,-0.134,-0.003
DVU3038,0.308,0.284,0.805,0.473,0.274,0.122,0.244,0.249
DVU3039,0.022,0.026,0.22,0.012,-0.117,-0.012,-0.104,-0.007
DVU3040,0.036,0.027,0.498,0.196,-0.108,-0.009,-0.067,-0.024
DVU3041,0.035,0.012,0.255,0.013,-0.058,0.037,-0.157,-0.052
DVU3042,0.001,0.002,0.211,-0.012,-0.062,0.025,-0.112,-0.028
DVU3043,-0.003,-0.031,0.191,0.014,-0.057,-0.015,-0.082,0.02
DVU3044,0.075,0.036,0.299,-0.005,-0.141,-0.018,-0.194,-0.033
DVU3045,0.019,0.038,0.233,0.011,-0.118,-0.028,-0.109,-0.016
DVU3046,-0.027,-0.009,0.171,-0.023,-0.082,-0.002,-0.046,0.023
DVU3047,0.004,-0.016,0.24,0.005,-0.136,-0.03,-0.093,0.017
DVU3048,0.019,0.001,0.226,0.04,-0.106,-0.022,-0.079,0.002
DVU3049,-0.017,0.009,0.321,0.133,-0.038,-0.073,-0.026,-0.032
DVU3050,-0.063,-0.026,0.226,-0.049,-0.07,0.043,-0.06,0.049
DVU3051,-0.003,0.021,0.244,0.036,-0.088,-0.056,-0.096,-0.019
DVU3052,0.018,-0.013,0.224,0.001,-0.092,0.015,-0.116,0.015
DVU3053,0.014,-0.008,0.245,0.025,-0.099,0.021,-0.084,-0.002
DVU3054,0.023,0.01,0.222,0.003,-0.123,-0.02,-0.107,0.014
DVU3055,0.049,0.015,0.279,0.057,-0.137,-0.037,-0.147,-0.025
DVU3056,0.004,0.032,0.229,0.053,-0.068,-0.031,-0.043,-0.038
DVU3057,0.031,-0.018,0.222,-0.029,-0.098,0.018,-0.093,0.017
DVU3058,0.016,-0.002,0.208,-0.008,-0.088,0.002,-0.088,0.004
DVU3059,-0.02,0.023,0.273,0.03,-0.088,-0.022,-0.091,-0.019
DVU3060,-0.038,0.146,0.263,0.056,-0.163,-0.067,0,-0.121
DVU3061,0.026,-0.004,0.245,0.032,-0.118,-0.03,-0.113,-0.005
DVU3062,-0.01,0.008,0.224,0.019,-0.108,-0.025,-0.043,0
DVU3063,-0.011,-0.024,0.246,-0.014,-0.057,0.038,-0.048,0.039
DVU3064,0.001,0.023,0.171,-0.042,-0.073,0.003,-0.076,0
DVU3065,0.025,0.007,0.224,0.028,-0.137,-0.019,-0.079,-0.02
DVU3066,0.045,0.017,0.299,0.095,-0.144,-0.069,-0.152,-0.024
DVU3067,-0.006,0.006,0.215,-0.007,-0.094,-0.011,-0.075,0.009
DVU3068,0.016,0.033,0.283,0.034,-0.117,-0.039,-0.114,-0.027
DVU3069,0.007,0.005,0.24,-0.007,-0.107,-0.005,-0.102,-0.005
DVU3070,-0.003,-0.003,0.239,0.056,-0.132,-0.073,-0.091,-0.016
DVU3071,0.019,-0.004,0.201,0.013,-0.101,-0.003,-0.084,-0.008
DVU3072,-0.022,-0.041,0.246,0.004,-0.086,0.036,-0.068,0.038
DVU3073,0.012,-0.007,0.184,0.02,-0.077,-0.018,-0.078,-0.006
DVU3074,0,0.019,0.217,-0.017,-0.13,-0.034,-0.085,0.04
DVU3075,-0.02,0.044,0.271,0.126,-0.111,-0.086,-0.109,-0.05
DVU3076,0.041,-0.017,0.286,-0.026,-0.1,0.022,-0.099,0.035
DVU3077,-0.012,0.024,0.234,-0.006,-0.111,-0.034,-0.081,0.017
DVU3078,0.071,0.049,0.32,0.139,-0.218,-0.102,-0.168,-0.081
DVU3079,0.016,0.03,0.307,0.063,-0.141,-0.041,-0.134,-0.027
DVU3080,0.078,0.067,0.33,0.08,-0.259,-0.119,-0.211,-0.025
DVU3081,-0.031,-0.029,0.221,-0.006,-0.108,-0.005,-0.022,0.027
DVU3082,0.012,0.012,0.257,0.023,-0.123,-0.036,-0.121,0.012
DVU3083,0.21,0.186,0.666,0.244,-0.136,0.059,-0.125,0.017
DVU3084,0.044,0.09,0.363,0.088,-0.236,-0.113,-0.183,-0.101
DVU3085,-0.057,-0.007,0.328,0.137,-0.012,0,0.034,-0.054
DVU3086,-0.013,-0.006,0.206,-0.008,-0.078,0.008,-0.053,0.016
DVU3087,-0.015,0.032,0.192,-0.001,-0.045,0.023,-0.106,-0.042
DVU3088,0.009,0.007,0.207,0.017,-0.068,0.001,-0.11,-0.002
DVU3089,0.041,-0.025,0.269,-0.007,-0.066,0,-0.133,-0.014
DVU3090,-0.008,0.004,0.26,0.014,-0.121,-0.018,-0.081,-0.017
DVU3091,-0.015,-0.017,0.198,-0.009,-0.057,0.017,-0.065,0.007
DVU3092,0.055,0.021,0.336,0.009,-0.078,-0.005,-0.129,-0.048
DVU3093,-0.036,-0.008,0.175,-0.041,-0.072,-0.002,-0.058,0.045
DVU3094,0.091,0.091,0.35,0.076,-0.232,-0.129,-0.214,-0.057
DVU3095,0.05,0.038,0.307,0.026,-0.179,-0.017,-0.167,-0.08
DVU3096,0.006,0.001,0.256,0.009,-0.104,-0.063,-0.129,0.043
DVU3097,0.029,-0.012,0.295,0.007,-0.141,-0.036,-0.122,0.024
DVU3098,0.018,0.051,0.384,0.114,-0.127,-0.016,-0.142,-0.1
DVU3099,-0.004,0.016,0.227,0.039,-0.125,-0.01,-0.08,-0.027
DVU3100,0.056,-0.029,0.201,0.062,-0.107,-0.047,-0.109,-0.019
DVU3101,0.058,-0.029,0.327,0.018,-0.159,-0.02,-0.173,0.009
DVU3102,-0.019,-0.043,0.167,-0.057,-0.079,0.038,-0.019,0.063
DVU3103,0.009,0.001,0.291,0.012,-0.123,-0.034,-0.096,0.02
DVU3104,0.015,0.039,0.26,0.035,-0.191,-0.046,-0.145,-0.024
DVU3105,0.166,-0.08,0.691,0.209,0.064,0.073,0.048,0.111
DVU3106,0.005,0.025,0.233,0.023,-0.107,-0.03,-0.081,-0.012
DVU3107,0.005,-0.015,0.205,0.017,-0.082,-0.004,-0.088,-0.025
DVU3108,-0.002,-0.005,0.198,-0.01,-0.074,-0.004,-0.044,0.005
DVU3109,-0.055,0.065,0.313,0.032,-0.113,-0.115,0.038,-0.001
DVU3110,0.001,0,0.231,0.022,-0.117,-0.017,-0.062,-0.004
DVU3111,0.005,0.013,0.283,0.054,-0.095,-0.01,-0.05,-0.008
DVU3112,0.047,0.014,0.279,0.006,-0.151,-0.024,-0.157,-0.035
DVU3113,0.023,-0.018,0.222,0.008,-0.119,0.005,-0.119,0.005
DVU3114,-0.035,0.011,0.229,0.017,-0.079,0.005,-0.071,0
DVU3115,0.126,0.074,0.465,0.191,-0.105,0.039,-0.037,-0.014
DVU3116,0.027,-0.019,0.257,0.032,-0.117,-0.003,-0.104,-0.006
DVU3117,0.019,0.011,0.262,0.04,-0.077,-0.018,-0.12,-0.045
DVU3118,-0.018,-0.018,0.232,0.086,-0.131,-0.051,-0.08,-0.025
DVU3119,0.052,0.042,0.258,0.036,-0.127,-0.05,-0.146,-0.038
DVU3120,0.277,0.264,0.628,0.326,-0.355,-0.278,-0.471,-0.322
DVU3121,0.049,0.057,0.258,0.04,-0.184,-0.081,-0.122,-0.02
DVU3122,-0.031,-0.158,0.634,0.225,-0.093,-0.053,0.103,0.022
DVU3123,-0.009,-0.006,0.272,0.063,-0.121,-0.017,-0.068,-0.008
DVU3124,0.058,0.094,0.485,0.243,0.055,-0.136,0.013,-0.174
DVU3125,0.008,0.014,0.254,-0.053,-0.073,0.014,-0.104,0.053
DVU3127,0.041,0.031,0.304,0.053,-0.136,-0.039,-0.183,-0.084
DVU3128,0.039,0.006,0.251,0.052,-0.123,-0.047,-0.142,-0.031
DVU3129,0.005,0.035,0.114,-0.009,-0.026,-0.061,-0.063,0.001
DVU3130,0.143,0.104,0.603,0.225,-0.394,-0.294,-0.218,-0.017
DVU3131,0.009,0.032,0.264,0.069,-0.114,-0.066,-0.116,-0.022
DVU3132,0.013,0.001,0.208,-0.004,-0.087,-0.006,-0.088,-0.001
DVU3133,-0.017,0.012,0.242,0.068,-0.111,-0.024,-0.098,-0.039
DVU3134,-0.001,0,0.246,0.046,-0.115,-0.019,-0.117,-0.022
DVU3135,-0.054,0.066,0.244,0.092,-0.102,-0.093,-0.049,-0.054
DVU3136,0.01,0.004,0.31,0.045,-0.132,-0.043,-0.102,-0.043
DVU3137,0.023,0.006,0.29,0.045,-0.1,-0.007,-0.12,-0.003
DVU3138,0.131,0.108,0.507,0.17,-0.15,-0.025,-0.185,-0.245
DVU3139,0.191,0.203,0.554,0.179,-0.267,-0.12,-0.305,-0.135
DVU3140,-0.009,0.007,0.251,0.02,-0.119,-0.016,-0.076,-0.016
DVU3141,0.006,-0.002,0.226,0.025,-0.12,0.002,-0.094,-0.031
DVU3142,0.024,0,0.237,0.01,-0.125,-0.035,-0.096,0.002
DVU3143,-0.011,-0.017,0.202,-0.013,-0.07,0.008,-0.07,0.016
DVU3144,0.027,0.015,0.241,-0.006,-0.122,-0.016,-0.104,0.004
DVU3145,-0.004,-0.016,0.211,-0.007,-0.101,0.038,-0.074,0.02
DVU3146,0.012,-0.004,0.233,0.004,-0.096,-0.016,-0.083,0.023
DVU3147,0.018,0.03,0.266,0.073,-0.119,-0.043,-0.119,-0.041
DVU3148,-0.019,0.014,0.26,0.037,-0.121,-0.031,-0.077,-0.006
DVU3149,0.027,0.032,0.243,0.044,-0.129,-0.069,-0.107,-0.031
DVU3150,0.056,0.029,0.213,0.023,-0.142,-0.029,-0.13,-0.034
DVU3151,-0.004,0.004,0.21,0.035,-0.095,-0.028,-0.09,0.002
DVU3152,0.008,-0.001,0.204,0.038,-0.068,-0.005,-0.074,-0.019
DVU3153,0.009,0.139,0.252,0.088,-0.199,-0.171,-0.16,-0.061
DVU3154,0.01,0.012,0.262,0.035,-0.086,-0.011,-0.154,-0.016
DVU3155,-0.007,0.001,0.203,-0.008,-0.085,-0.007,-0.094,0.004
DVU3156,0.021,0.009,0.237,-0.003,-0.094,-0.007,-0.115,0.002
DVU3157,-0.001,0.005,0.219,-0.033,-0.108,0.005,-0.087,0.024
DVU3158,-0.009,-0.008,0.217,-0.007,-0.076,0.005,-0.093,0.005
DVU3159,-0.01,0,0.174,-0.007,-0.097,0.004,-0.059,-0.009
DVU3160,0.234,0.07,0.426,0.124,-0.179,-0.033,-0.421,-0.128
DVU3161,0.004,-0.01,0.18,-0.009,-0.082,0.011,-0.081,0
DVU3162,0.017,-0.003,0.237,0.006,-0.137,-0.002,-0.129,-0.004
DVU3163,-0.014,-0.011,0.281,0.039,-0.146,0.002,-0.1,0.016
DVU3164,0.02,0.009,0.212,0.034,-0.104,-0.017,-0.099,-0.017
DVU3165,-0.022,-0.004,0.201,-0.018,-0.103,0.008,-0.065,0.045
DVU3166,0.035,0.043,0.187,-0.012,-0.102,-0.012,-0.125,-0.04
DVU3167,-0.07,0.026,0.259,0.082,-0.102,-0.07,-0.069,-0.022
DVU3168,0.001,-0.021,0.203,-0.017,-0.071,0.027,-0.065,0.013
DVU3169,-0.019,-0.007,0.2,-0.026,-0.081,0.002,-0.051,0.021
DVU3170,0.043,-0.004,0.226,0.001,-0.141,-0.013,-0.119,0.013
DVU3171,0.041,0.049,0.283,0.057,-0.119,-0.021,-0.018,0
DVU3172,0.005,0.002,0.197,-0.009,-0.084,-0.01,-0.075,-0.004
DVU3173,0.025,-0.003,0.299,0.083,-0.164,-0.04,-0.102,-0.03
DVU3174,0.004,0.001,0.215,-0.001,-0.083,0,-0.091,-0.003
DVU3175,-0.043,-0.019,0.318,0.044,-0.095,0.04,-0.08,-0.009
DVU3176,0.022,-0.018,0.221,0.005,-0.129,0.025,-0.109,-0.004
DVU3177,0.013,0.063,0.198,0.106,-0.074,-0.065,-0.079,-0.07
DVU3178,0.003,-0.038,0.191,-0.018,-0.07,0.031,-0.095,0.033
DVU3179,0.026,-0.008,0.203,0.021,-0.062,0.024,-0.097,-0.029
DVU3180,0.016,0.009,0.231,0.003,-0.092,-0.015,-0.104,0.007
DVU3181,0.004,-0.014,0.201,0.018,-0.097,0.003,-0.08,-0.004
DVU3182,0.003,0.014,0.223,0.025,-0.085,-0.019,-0.093,-0.009
DVU3183,0.067,0,0.315,0.031,-0.227,0.015,-0.2,-0.017
DVU3184,0.171,0.084,0.385,0.007,-0.387,-0.113,-0.21,0.057
DVU3185,0.024,-0.001,0.258,-0.005,-0.118,0,-0.131,-0.009
DVU3186,0.01,0.058,0.228,0.01,-0.072,-0.051,-0.087,-0.035
DVU3187,0.06,-0.022,0.342,0.046,-0.214,-0.044,-0.198,0.014
DVU3188,-0.003,-0.014,0.249,0.013,-0.122,-0.038,-0.076,0.031
DVU3189,0.033,0,0.251,-0.025,-0.091,0.018,-0.107,0.008
DVU3190,0.036,0.006,0.235,0.003,-0.131,-0.015,-0.124,0.004
DVU3191,0.015,-0.034,0.189,-0.039,-0.103,0.012,-0.073,0.04
DVU3192,0.001,-0.015,0.23,0.009,-0.084,-0.007,-0.1,0.019
DVU3193,0.037,0.013,0.299,0.038,-0.101,0.012,-0.089,-0.031
DVU3194,0.05,0.011,0.234,0.051,-0.13,-0.054,-0.125,-0.02
DVU3195,-0.013,0.032,0.221,-0.007,-0.121,-0.038,-0.082,0.002
DVU3196,0.002,-0.01,0.28,0.012,-0.124,0.003,-0.11,0.015
DVU3197,-0.01,-0.04,0.241,0.003,-0.108,0.035,-0.096,0.015
DVU3198,-0.003,-0.016,0.185,-0.014,-0.088,0.019,-0.086,0.012
DVU3199,0.012,0.074,0.26,0.027,-0.197,-0.064,-0.141,-0.029
DVU3200,0.034,0.017,0.215,0.006,-0.144,-0.008,-0.132,-0.03
DVU3201,0.017,-0.024,0.205,-0.01,-0.086,0.012,-0.098,0.007
DVU3202,0.017,0.006,0.257,0.024,-0.107,0.006,-0.135,-0.017
DVU3203,0.016,-0.011,0.224,-0.041,-0.124,0.011,-0.106,0.047
DVU3204,0.027,-0.002,0.235,0.023,-0.114,0.004,-0.112,-0.018
DVU3205,0.02,-0.015,0.27,0.014,-0.094,-0.012,-0.108,-0.003
DVU4012,0.017,0.05,0.255,-0.065,-0.155,-0.017,-0.132,0.005
DVU3206,0.025,-0.025,0.204,0.001,-0.104,0.008,-0.109,0.014
DVU3207,0,-0.015,0.199,-0.007,-0.086,-0.003,-0.052,0.016
DVU3208,0.025,-0.009,0.238,-0.041,-0.103,0.048,-0.121,0
DVU3209,0.11,-0.015,0.302,0.105,-0.133,-0.023,-0.27,-0.065
DVU3210,0.018,0.051,0.234,0.006,-0.103,-0.04,-0.108,-0.029
DVU3211,0.241,0.17,0.553,0.196,-0.317,-0.194,-0.338,-0.154
DVU3212,0.025,-0.01,0.225,0.025,-0.114,-0.01,-0.114,-0.007
DVU3213,0.005,0.025,0.219,0.042,-0.093,-0.026,-0.077,-0.015
DVU3214,-0.021,-0.002,0.225,-0.022,-0.095,-0.004,-0.064,0.037
DVU3215,0.056,0.004,0.221,-0.004,-0.158,-0.014,-0.106,0.019
DVU3216,0.031,0.024,0.275,0.059,-0.111,-0.055,-0.124,-0.013
DVU3217,0.019,0.037,0.244,0.057,-0.182,-0.047,-0.141,-0.028
DVU3218,-0.025,0.005,0.235,-0.007,-0.048,0.006,-0.013,0.029
DVU3219,0.013,0.013,0.264,0.034,-0.138,-0.044,-0.102,0.009
DVU3220,0.056,0.008,0.279,0.023,-0.185,-0.017,-0.156,0.001
DVU3221,0.01,0.004,0.216,0.014,-0.103,-0.011,-0.077,-0.013
DVU3222,-0.015,-0.035,0.208,-0.023,-0.067,0.044,-0.07,0.02
DVU3223,-0.007,-0.004,0.223,0.024,-0.093,-0.004,-0.076,0.001
DVU3224,-0.004,-0.003,0.193,-0.003,-0.082,-0.017,-0.074,0
DVU3225,0.036,-0.024,0.287,0.027,-0.114,0.004,-0.105,0.014
DVU3226,0.001,-0.022,0.181,-0.026,-0.075,0.029,-0.115,-0.017
DVU3227,0.088,0.008,0.349,0.098,-0.131,0.033,-0.138,-0.051
DVU3228,0.023,-0.001,0.192,0.025,-0.158,-0.051,-0.097,0.025
DVU3229,0.108,0.06,0.347,0.047,-0.219,-0.042,-0.233,-0.044
DVU3230,0.019,0.026,0.28,0.052,-0.13,-0.009,-0.131,-0.03
DVU3231,0.011,0.005,0.206,-0.013,-0.097,0.001,-0.106,-0.009
DVU3232,0.011,0.001,0.203,0.018,-0.099,-0.006,-0.087,-0.004
DVU3233,0.026,0.029,0.265,0.078,-0.137,-0.035,-0.119,-0.032
DVU3234,-0.03,-0.008,0.25,0.045,-0.128,-0.013,-0.09,0.001
DVU3235,0.008,-0.016,0.246,0.043,-0.104,0.005,-0.07,-0.007
DVU3236,0.017,0.001,0.18,-0.011,-0.087,0.008,-0.103,0.003
DVU3237,0.01,-0.022,0.227,0.002,-0.114,0.002,-0.094,0.009
DVU3238,-0.015,0,0.167,-0.01,-0.119,-0.021,-0.039,0.031
DVU3239,0.012,0.005,0.183,-0.066,-0.069,0.028,-0.04,0.039
DVU3240,0.023,0,0.199,-0.018,-0.112,0.002,-0.083,-0.017
DVU3241,0.051,0.049,0.278,0.028,-0.12,-0.052,-0.11,-0.028
DVU3242,-0.002,0.034,0.342,0.138,-0.128,-0.099,-0.146,-0.064
DVU3243,0.007,-0.022,0.231,0.011,-0.098,0.011,-0.082,-0.001
DVU3244,0.099,0.033,0.353,0.11,-0.215,-0.057,-0.205,-0.118
DVU3245,0.057,0.031,0.363,0.091,-0.18,-0.019,-0.2,-0.037
DVU3246,0.014,0.005,0.274,0.032,-0.12,-0.028,-0.119,-0.007
DVU3247,0.002,-0.023,0.255,-0.021,-0.103,0.038,-0.105,0.004
DVU3248,0.032,0.01,0.261,0.043,-0.098,-0.017,-0.113,-0.029
DVU3249,0.034,0.014,0.253,0.052,-0.107,-0.046,-0.156,-0.01
DVU3250,0.003,0.007,0.255,0.01,-0.111,-0.043,-0.075,0.007
DVU3251,-0.025,0.021,0.187,-0.006,-0.083,-0.012,-0.056,-0.002
DVU3252,0.038,0.048,0.479,0.309,-0.174,-0.211,-0.129,-0.062
DVU3253,0.028,-0.015,0.234,-0.009,-0.096,0.022,-0.114,-0.022
DVU3254,0.002,-0.005,0.222,-0.02,-0.102,-0.02,-0.093,0.03
DVU3255,-0.016,-0.008,0.205,0.029,-0.113,-0.052,-0.114,0.021
DVU3256,0.011,0.03,0.209,0.022,-0.104,-0.018,-0.105,-0.017
DVU3257,-0.016,0.003,0.207,-0.031,-0.068,0.024,-0.056,0.021
DVU3258,0.03,-0.013,0.217,0.001,-0.101,0.013,-0.106,0.005
DVU3259,0.013,0.01,0.258,0.049,-0.115,-0.009,-0.113,-0.027
DVU3260,0.077,0.119,0.351,0.064,-0.163,-0.104,-0.152,-0.07
DVU3261,-0.015,-0.012,0.23,0.077,-0.082,-0.019,-0.064,-0.005
DVU3262,0.016,-0.008,0.225,-0.008,-0.104,0.014,-0.096,0.001
DVU3263,0.02,0.007,0.222,0.005,-0.086,0.014,-0.091,-0.016
DVU3264,0.015,0.004,0.24,-0.005,-0.138,-0.005,-0.095,0
DVU3265,-0.011,-0.027,0.197,-0.021,-0.074,-0.015,-0.08,0.03
DVU3266,-0.025,0.01,0.28,-0.001,-0.125,-0.009,-0.07,0.023
DVU3267,-0.029,-0.027,0.209,-0.042,-0.072,0.042,-0.064,0.02
DVU3268,0.024,0.022,0.251,0.044,-0.125,-0.055,-0.123,-0.025
DVU3269,0.022,-0.027,0.19,-0.029,-0.097,0.023,-0.086,0.025
DVU3270,0.021,-0.024,0.234,0.013,-0.129,0,-0.119,0.009
DVU3271,0.027,0.013,0.258,0.039,-0.13,-0.01,-0.123,-0.029
DVU3272,0.024,-0.013,0.3,-0.04,-0.175,-0.012,-0.1,0.035
DVU3273,0.011,-0.027,0.343,0.07,-0.15,-0.064,-0.131,-0.05
DVU3274,-0.031,-0.019,0.212,-0.033,-0.057,0.046,-0.088,0.018
DVU3275,-0.03,0.099,0.186,0.046,-0.048,-0.078,-0.057,-0.125
DVU3276,0.004,0.192,0.202,0.015,-0.228,-0.1,-0.1,-0.124
DVU3277,0.085,0.064,0.322,-0.024,-0.163,-0.006,-0.314,0.038
DVU3278,0.014,0.015,0.197,0.002,-0.076,-0.015,-0.067,0.012
DVU3279,-0.011,-0.021,0.2,-0.027,-0.075,0.035,-0.083,0.016
DVU3281,0.032,0.017,0.339,0.091,-0.164,-0.05,-0.139,-0.02
DVU3282,0.013,-0.011,0.241,0.06,-0.121,-0.032,-0.092,-0.012
DVU3283,0.004,-0.077,0.248,-0.011,-0.083,0.006,-0.128,-0.034
DVU3284,-0.002,0.009,0.205,0.027,-0.118,-0.017,-0.067,-0.019
DVU3285,0.192,0.173,0.575,0.212,-0.416,-0.193,-0.301,-0.158
DVU3286,-0.031,-0.097,0.577,0.217,-0.046,-0.048,0.097,-0.063
DVU3287,-0.002,0.036,0.234,-0.028,-0.111,-0.028,-0.047,-0.006
DVU3288,0.217,0.078,0.602,0.199,-0.198,-0.003,-0.127,-0.152
DVU3289,0.151,0.077,0.57,0.365,-0.305,-0.228,-0.291,-0.145
DVU3290,0.019,-0.021,0.237,0.014,-0.113,-0.009,-0.108,0.015
DVU3291,0.015,-0.003,0.213,0.005,-0.092,0.016,-0.107,-0.018
DVU3292,-0.016,-0.026,0.174,-0.025,-0.059,0.028,-0.074,0.023
DVU3293,0.026,-0.004,0.211,-0.013,-0.087,0,-0.088,0.004
DVU3294,-0.007,-0.013,0.187,-0.015,-0.072,0.006,-0.073,0.022
DVU3295,-0.084,0.026,0.24,0.02,-0.062,0.017,-0.037,-0.042
DVU3296,0.012,0.044,0.212,0.067,-0.115,-0.03,-0.099,-0.059
DVU3297,-0.015,-0.01,0.152,-0.035,-0.064,0.021,-0.036,0.024
DVU3298,-0.001,0.006,0.191,-0.003,-0.085,0,-0.075,-0.032
DVU3299,-0.014,-0.062,0.203,0.007,-0.096,0.048,-0.033,0.019
