PseDNC_Xc1.AA,PseDNC_Xc1.AC,PseDNC_Xc1.AG,PseDNC_Xc1.AT,PseDNC_Xc1.CA,PseDNC_Xc1.CC,PseDNC_Xc1.CG,PseDNC_Xc1.CT,PseDNC_Xc1.GA,PseDNC_Xc1.GC,PseDNC_Xc1.GG,PseDNC_Xc1.GT,PseDNC_Xc1.TA,PseDNC_Xc1.TC,PseDNC_Xc1.TG,PseDNC_Xc1.TT,PseDNC_Xc2.lambda.1,PseDNC_Xc2.lambda.2,PseDNC_Xc2.lambda.3
DVU3044,0.029,0.031,0.049,0.028,0.06,0.067,0.081,0.036,0.039,0.1,0.081,0.055,0.01,0.045,0.065,0.032,0.078,0.056,0.059
DVU3045,0.028,0.058,0.037,0.033,0.062,0.077,0.086,0.049,0.056,0.086,0.069,0.033,0.009,0.053,0.052,0.023,0.076,0.058,0.055
DVU3046,0.009,0.039,0.018,0.029,0.033,0.06,0.103,0.051,0.047,0.102,0.09,0.06,0.005,0.047,0.088,0.022,0.081,0.058,0.056
DVU3047,0.019,0.047,0.037,0.026,0.049,0.075,0.092,0.043,0.047,0.094,0.087,0.047,0.014,0.044,0.058,0.026,0.079,0.058,0.058
DVU3048,0.032,0.053,0.043,0.036,0.06,0.09,0.093,0.034,0.064,0.072,0.053,0.046,0.008,0.062,0.046,0.016,0.077,0.058,0.055
DVU3049,0.021,0.06,0.04,0.054,0.062,0.048,0.087,0.031,0.067,0.071,0.073,0.033,0.025,0.048,0.044,0.031,0.085,0.06,0.061
DVU3050,0.004,0.034,0.015,0.015,0.041,0.041,0.095,0.067,0.017,0.11,0.119,0.063,0.006,0.06,0.08,0.043,0.078,0.061,0.052
DVU3051,0.017,0.042,0.034,0.015,0.025,0.091,0.101,0.046,0.059,0.097,0.099,0.048,0.006,0.034,0.069,0.036,0.072,0.051,0.058
DVU3052,0.033,0.048,0.049,0.017,0.046,0.065,0.1,0.056,0.059,0.099,0.075,0.038,0.009,0.054,0.047,0.02,0.073,0.056,0.054
DVU3053,0.024,0.047,0.037,0.03,0.052,0.076,0.106,0.036,0.054,0.091,0.082,0.043,0.008,0.056,0.044,0.024,0.076,0.059,0.055
DVU3054,0.016,0.06,0.028,0.025,0.052,0.092,0.099,0.049,0.052,0.098,0.079,0.034,0.008,0.041,0.058,0.014,0.078,0.058,0.058
DVU3055,0.044,0.055,0.05,0.027,0.064,0.072,0.085,0.045,0.056,0.087,0.062,0.036,0.011,0.052,0.045,0.02,0.075,0.058,0.056
DVU3056,0.018,0.047,0.036,0.037,0.049,0.08,0.101,0.037,0.049,0.102,0.076,0.039,0.02,0.038,0.055,0.018,0.084,0.057,0.058
DVU3057,0.023,0.057,0.03,0.027,0.064,0.088,0.095,0.053,0.042,0.101,0.069,0.03,0.009,0.054,0.047,0.019,0.077,0.058,0.057
DVU3058,0.024,0.061,0.034,0.032,0.069,0.081,0.098,0.047,0.05,0.095,0.061,0.029,0.007,0.059,0.041,0.02,0.078,0.058,0.055
DVU3059,0.028,0.044,0.043,0.033,0.049,0.069,0.089,0.046,0.06,0.087,0.078,0.039,0.011,0.053,0.054,0.027,0.075,0.058,0.055
DVU3060,0.043,0.048,0.029,0.067,0.052,0.043,0.038,0.062,0.048,0.048,0.048,0.052,0.043,0.057,0.081,0.024,0.088,0.057,0.072
DVU3061,0.033,0.059,0.036,0.037,0.066,0.073,0.086,0.043,0.054,0.083,0.066,0.036,0.012,0.053,0.051,0.019,0.079,0.057,0.058
DVU3062,0.018,0.036,0.037,0.03,0.042,0.06,0.097,0.043,0.051,0.097,0.089,0.053,0.01,0.049,0.067,0.029,0.078,0.058,0.056
DVU3063,0.007,0.028,0.023,0.023,0.035,0.061,0.094,0.057,0.031,0.105,0.114,0.057,0.007,0.054,0.076,0.041,0.076,0.058,0.053
DVU3064,0.023,0.055,0.038,0.025,0.063,0.08,0.099,0.053,0.051,0.1,0.062,0.034,0.005,0.059,0.048,0.018,0.076,0.059,0.053
DVU3065,0.025,0.052,0.041,0.036,0.057,0.066,0.087,0.038,0.056,0.079,0.071,0.049,0.017,0.051,0.056,0.02,0.081,0.059,0.059
DVU3066,0.036,0.047,0.06,0.033,0.059,0.074,0.082,0.04,0.063,0.086,0.073,0.033,0.017,0.047,0.041,0.023,0.075,0.056,0.055
DVU3067,0.019,0.062,0.028,0.03,0.061,0.093,0.091,0.051,0.048,0.092,0.065,0.032,0.01,0.05,0.054,0.023,0.078,0.058,0.055
DVU3068,0.03,0.052,0.038,0.03,0.056,0.077,0.095,0.047,0.054,0.094,0.062,0.034,0.01,0.053,0.049,0.027,0.077,0.059,0.055
DVU3069,0.023,0.056,0.033,0.022,0.051,0.094,0.096,0.046,0.049,0.088,0.071,0.044,0.01,0.05,0.052,0.025,0.076,0.06,0.054
DVU3070,0.019,0.04,0.04,0.028,0.036,0.066,0.104,0.047,0.059,0.093,0.07,0.047,0.013,0.055,0.055,0.038,0.077,0.056,0.054
DVU3071,0.027,0.052,0.041,0.027,0.06,0.071,0.096,0.041,0.051,0.089,0.074,0.046,0.009,0.056,0.049,0.017,0.078,0.058,0.056
DVU3072,0.005,0.028,0.02,0.025,0.033,0.077,0.086,0.059,0.027,0.093,0.107,0.067,0.012,0.058,0.081,0.032,0.077,0.059,0.055
DVU3073,0.019,0.062,0.028,0.023,0.067,0.09,0.101,0.046,0.039,0.096,0.067,0.04,0.008,0.056,0.045,0.021,0.079,0.057,0.056
DVU3074,0.013,0.04,0.021,0.024,0.045,0.068,0.079,0.073,0.025,0.102,0.08,0.054,0.014,0.055,0.082,0.034,0.08,0.06,0.054
DVU3075,0.038,0.096,0.017,0.041,0.087,0.093,0.084,0.038,0.044,0.073,0.049,0.023,0.023,0.041,0.038,0.006,0.089,0.059,0.062
DVU3076,0.027,0.053,0.032,0.031,0.064,0.09,0.091,0.053,0.045,0.095,0.055,0.029,0.007,0.06,0.046,0.035,0.075,0.052,0.058
DVU3077,0.024,0.049,0.028,0.029,0.053,0.1,0.089,0.047,0.044,0.086,0.066,0.046,0.009,0.054,0.059,0.028,0.076,0.059,0.054
DVU3078,0.044,0.041,0.037,0.055,0.052,0.022,0.07,0.033,0.052,0.089,0.067,0.052,0.03,0.026,0.089,0.026,0.092,0.061,0.064
DVU3079,0.024,0.056,0.029,0.032,0.051,0.09,0.087,0.047,0.048,0.076,0.07,0.043,0.019,0.052,0.051,0.031,0.078,0.057,0.058
DVU3080,0.069,0.055,0.067,0.039,0.074,0.061,0.063,0.043,0.076,0.076,0.041,0.027,0.012,0.049,0.047,0.014,0.074,0.055,0.057
DVU3081,0.012,0.036,0.029,0.042,0.061,0.078,0.078,0.066,0.029,0.088,0.067,0.045,0.018,0.081,0.053,0.022,0.079,0.059,0.058
DVU3082,0.033,0.039,0.063,0.033,0.058,0.057,0.089,0.035,0.067,0.095,0.08,0.04,0.01,0.048,0.05,0.016,0.075,0.059,0.055
DVU3083,0.064,0.051,0.032,0.051,0.074,0.087,0.069,0.041,0.041,0.078,0.051,0.014,0.018,0.055,0.032,0.051,0.073,0.06,0.058
DVU3084,0.067,0.025,0.065,0.052,0.063,0.052,0.058,0.031,0.061,0.092,0.063,0.031,0.019,0.035,0.061,0.031,0.077,0.06,0.057
DVU3085,0.013,0.066,0.036,0.036,0.066,0.089,0.082,0.04,0.053,0.066,0.059,0.04,0.02,0.056,0.04,0.046,0.079,0.055,0.058
DVU3086,0.017,0.055,0.024,0.036,0.068,0.103,0.091,0.043,0.037,0.101,0.067,0.032,0.01,0.046,0.055,0.018,0.081,0.058,0.058
DVU3087,0.019,0.049,0.024,0.029,0.052,0.083,0.11,0.046,0.046,0.106,0.082,0.034,0.005,0.052,0.052,0.021,0.077,0.061,0.052
DVU3088,0.026,0.061,0.048,0.025,0.068,0.081,0.1,0.042,0.054,0.105,0.055,0.029,0.012,0.045,0.039,0.017,0.079,0.057,0.056
DVU3089,0.032,0.062,0.046,0.024,0.059,0.062,0.088,0.059,0.053,0.086,0.049,0.034,0.021,0.057,0.038,0.037,0.078,0.057,0.057
DVU3090,0.019,0.052,0.031,0.033,0.055,0.074,0.091,0.037,0.047,0.084,0.076,0.049,0.015,0.047,0.057,0.032,0.081,0.06,0.058
DVU3091,0.013,0.046,0.026,0.033,0.055,0.101,0.104,0.054,0.042,0.106,0.062,0.03,0.007,0.063,0.047,0.023,0.077,0.056,0.055
DVU3092,0.034,0.056,0.034,0.037,0.054,0.066,0.067,0.057,0.056,0.069,0.05,0.037,0.016,0.054,0.062,0.057,0.076,0.059,0.057
DVU3093,0.05,0.054,0.046,0.029,0.043,0.104,0.082,0.032,0.079,0.075,0.043,0.046,0.007,0.029,0.071,0.021,0.073,0.059,0.056
DVU3094,0.056,0.052,0.042,0.032,0.062,0.062,0.09,0.052,0.052,0.085,0.051,0.031,0.013,0.068,0.035,0.027,0.075,0.054,0.058
DVU3095,0.041,0.053,0.039,0.053,0.068,0.041,0.068,0.045,0.055,0.08,0.047,0.037,0.023,0.047,0.066,0.029,0.085,0.058,0.064
DVU3096,0.013,0.039,0.032,0.029,0.048,0.064,0.074,0.068,0.035,0.077,0.081,0.058,0.019,0.074,0.061,0.035,0.077,0.058,0.056
DVU3097,0.033,0.05,0.051,0.032,0.059,0.073,0.084,0.053,0.051,0.084,0.062,0.032,0.023,0.061,0.034,0.023,0.077,0.058,0.059
DVU3098,0.047,0.035,0.023,0.055,0.051,0.106,0.094,0.02,0.039,0.098,0.055,0.035,0.023,0.031,0.055,0.027,0.086,0.057,0.064
DVU3099,0.021,0.041,0.04,0.029,0.068,0.07,0.086,0.049,0.034,0.1,0.072,0.049,0.007,0.062,0.058,0.021,0.079,0.058,0.055
DVU3100,0.046,0.056,0.05,0.035,0.05,0.058,0.083,0.046,0.07,0.054,0.064,0.052,0.019,0.07,0.045,0.012,0.077,0.059,0.054
DVU3101,0.059,0.044,0.063,0.022,0.055,0.099,0.091,0.032,0.063,0.096,0.073,0.028,0.01,0.039,0.034,0.015,0.069,0.058,0.05
DVU3102,0.008,0.038,0.037,0.033,0.049,0.091,0.093,0.037,0.041,0.101,0.082,0.057,0.016,0.04,0.071,0.007,0.084,0.055,0.061
DVU3103,0.034,0.05,0.036,0.025,0.06,0.081,0.082,0.047,0.041,0.073,0.068,0.052,0.009,0.066,0.049,0.039,0.073,0.059,0.056
DVU3104,0.049,0.036,0.057,0.024,0.042,0.076,0.091,0.047,0.062,0.084,0.047,0.052,0.013,0.06,0.05,0.026,0.072,0.06,0.053
DVU3105,0.033,0.039,0.033,0.02,0.053,0.072,0.105,0.046,0.02,0.099,0.072,0.039,0.013,0.066,0.026,0.086,0.071,0.056,0.05
DVU3106,0.018,0.038,0.032,0.035,0.048,0.051,0.072,0.053,0.043,0.087,0.094,0.058,0.013,0.049,0.084,0.031,0.08,0.057,0.057
DVU3107,0.031,0.067,0.038,0.026,0.073,0.09,0.088,0.043,0.046,0.089,0.063,0.033,0.011,0.048,0.042,0.019,0.078,0.058,0.055
DVU3108,0.01,0.033,0.023,0.035,0.048,0.065,0.086,0.064,0.029,0.094,0.081,0.056,0.013,0.072,0.069,0.027,0.08,0.058,0.058
DVU3109,0.024,0.039,0.035,0.051,0.039,0.051,0.074,0.027,0.059,0.082,0.059,0.067,0.024,0.02,0.102,0.031,0.091,0.058,0.067
DVU3110,0.025,0.049,0.031,0.038,0.049,0.066,0.096,0.041,0.055,0.09,0.083,0.041,0.013,0.049,0.059,0.02,0.08,0.059,0.058
DVU3111,0.021,0.048,0.03,0.026,0.039,0.086,0.092,0.041,0.047,0.078,0.083,0.057,0.018,0.046,0.06,0.033,0.078,0.06,0.057
DVU3112,0.039,0.038,0.051,0.032,0.052,0.06,0.091,0.049,0.057,0.097,0.066,0.036,0.012,0.056,0.05,0.027,0.074,0.058,0.056
DVU3113,0.028,0.05,0.038,0.035,0.062,0.077,0.085,0.046,0.05,0.085,0.078,0.036,0.011,0.059,0.047,0.022,0.076,0.059,0.056
DVU3114,0.019,0.058,0.032,0.033,0.052,0.076,0.103,0.041,0.053,0.093,0.069,0.039,0.018,0.045,0.05,0.02,0.082,0.059,0.058
DVU3115,0.042,0.021,0.031,0.035,0.035,0.035,0.077,0.042,0.045,0.091,0.101,0.066,0.01,0.042,0.091,0.049,0.078,0.054,0.057
DVU3116,0.033,0.058,0.037,0.034,0.068,0.08,0.092,0.046,0.051,0.087,0.06,0.032,0.009,0.063,0.04,0.02,0.076,0.059,0.056
DVU3117,0.041,0.077,0.04,0.029,0.057,0.074,0.096,0.04,0.069,0.084,0.072,0.019,0.021,0.032,0.036,0.018,0.079,0.06,0.057
DVU3118,0.037,0.04,0.051,0.053,0.058,0.058,0.077,0.048,0.072,0.077,0.058,0.032,0.011,0.066,0.056,0.016,0.076,0.056,0.057
DVU3119,0.037,0.057,0.036,0.031,0.064,0.084,0.086,0.048,0.047,0.084,0.056,0.037,0.013,0.058,0.046,0.022,0.078,0.056,0.058
DVU3120,0.089,0.039,0.056,0.033,0.067,0.028,0.056,0.028,0.033,0.078,0.078,0.056,0.028,0.033,0.056,0.039,0.082,0.057,0.063
DVU3121,0.02,0.037,0.024,0.038,0.043,0.061,0.082,0.045,0.046,0.085,0.096,0.056,0.01,0.047,0.082,0.033,0.079,0.059,0.058
DVU3122,0.007,0.029,0.015,0.058,0.036,0.036,0.044,0.073,0.015,0.094,0.051,0.044,0.044,0.029,0.102,0.102,0.092,0.059,0.071
DVU3123,0.025,0.038,0.034,0.052,0.061,0.068,0.079,0.031,0.047,0.092,0.078,0.04,0.015,0.041,0.067,0.03,0.083,0.058,0.061
DVU3124,0.031,0.043,0.031,0.061,0.086,0.037,0.031,0.055,0.031,0.086,0.08,0.024,0.018,0.043,0.08,0.067,0.082,0.063,0.053
DVU3125,0.025,0.063,0.042,0.02,0.077,0.106,0.077,0.056,0.037,0.097,0.071,0.022,0.011,0.051,0.037,0.021,0.073,0.059,0.054
DVU3127,0.044,0.062,0.052,0.038,0.07,0.065,0.07,0.047,0.065,0.055,0.059,0.035,0.016,0.07,0.034,0.03,0.073,0.06,0.055
DVU3128,0.028,0.058,0.046,0.026,0.058,0.071,0.089,0.047,0.054,0.089,0.086,0.038,0.017,0.047,0.047,0.008,0.078,0.059,0.055
DVU3129,0.024,0.044,0.01,0.034,0.054,0.151,0.092,0.044,0.024,0.102,0.073,0.029,0.01,0.044,0.054,0.024,0.076,0.059,0.052
DVU3130,0.075,0.041,0.045,0.075,0.086,0.049,0.026,0.022,0.056,0.056,0.03,0.037,0.019,0.037,0.082,0.056,0.084,0.056,0.065
DVU3131,0.031,0.054,0.039,0.044,0.073,0.08,0.079,0.036,0.047,0.072,0.061,0.04,0.017,0.062,0.042,0.026,0.08,0.06,0.058
DVU3132,0.021,0.063,0.033,0.027,0.063,0.079,0.094,0.047,0.052,0.092,0.075,0.034,0.007,0.05,0.05,0.022,0.076,0.056,0.058
DVU3133,0.025,0.039,0.023,0.044,0.071,0.077,0.074,0.054,0.028,0.086,0.079,0.039,0.006,0.074,0.056,0.037,0.075,0.062,0.052
DVU3134,0.032,0.06,0.042,0.027,0.071,0.087,0.091,0.039,0.047,0.09,0.061,0.038,0.01,0.051,0.044,0.016,0.078,0.059,0.056
DVU3135,0.022,0.058,0.033,0.042,0.055,0.05,0.088,0.035,0.058,0.072,0.073,0.052,0.02,0.048,0.062,0.029,0.085,0.058,0.062
DVU3136,0.031,0.041,0.048,0.037,0.057,0.057,0.079,0.044,0.055,0.09,0.063,0.042,0.014,0.049,0.06,0.042,0.077,0.057,0.058
DVU3137,0.039,0.043,0.048,0.042,0.068,0.057,0.072,0.041,0.05,0.085,0.089,0.034,0.015,0.053,0.049,0.026,0.077,0.058,0.055
DVU3138,0.037,0.007,0.03,0.074,0.022,0.022,0.022,0.066,0.015,0.037,0.015,0.096,0.074,0.066,0.096,0.089,0.098,0.065,0.07
DVU3139,0.081,0.048,0.044,0.073,0.065,0.026,0.042,0.042,0.059,0.047,0.037,0.032,0.041,0.054,0.052,0.048,0.085,0.062,0.064
DVU3140,0.024,0.044,0.039,0.032,0.055,0.071,0.096,0.035,0.05,0.088,0.071,0.054,0.01,0.054,0.056,0.023,0.08,0.06,0.054
DVU3141,0.019,0.043,0.034,0.034,0.049,0.083,0.086,0.049,0.049,0.079,0.086,0.045,0.011,0.062,0.056,0.028,0.074,0.061,0.053
DVU3142,0.026,0.045,0.033,0.029,0.043,0.065,0.099,0.039,0.055,0.098,0.087,0.049,0.009,0.038,0.07,0.024,0.08,0.057,0.057
DVU3143,0.017,0.054,0.026,0.028,0.057,0.106,0.098,0.051,0.037,0.107,0.067,0.029,0.014,0.045,0.051,0.019,0.079,0.058,0.057
DVU3144,0.041,0.07,0.043,0.026,0.072,0.086,0.079,0.042,0.048,0.085,0.065,0.032,0.018,0.038,0.044,0.014,0.079,0.06,0.057
DVU3145,0.018,0.07,0.029,0.026,0.068,0.067,0.067,0.067,0.032,0.071,0.062,0.049,0.024,0.062,0.056,0.032,0.083,0.056,0.062
DVU3146,0.014,0.046,0.025,0.025,0.045,0.088,0.096,0.056,0.037,0.1,0.08,0.048,0.014,0.051,0.065,0.016,0.079,0.057,0.059
DVU3147,0.03,0.054,0.041,0.033,0.057,0.055,0.096,0.044,0.055,0.09,0.07,0.04,0.016,0.052,0.048,0.024,0.081,0.057,0.059
DVU3148,0.018,0.042,0.026,0.034,0.044,0.066,0.094,0.049,0.047,0.096,0.086,0.045,0.011,0.049,0.068,0.031,0.079,0.06,0.057
DVU3149,0.029,0.04,0.035,0.039,0.061,0.069,0.085,0.044,0.045,0.092,0.077,0.04,0.007,0.058,0.057,0.029,0.077,0.059,0.056
DVU3150,0.051,0.044,0.06,0.033,0.06,0.069,0.081,0.042,0.068,0.06,0.058,0.051,0.009,0.078,0.039,0.019,0.071,0.057,0.052
DVU3151,0.018,0.05,0.037,0.026,0.047,0.076,0.101,0.046,0.053,0.098,0.073,0.044,0.012,0.046,0.057,0.021,0.08,0.056,0.059
DVU3152,0.027,0.061,0.04,0.027,0.065,0.095,0.097,0.045,0.055,0.09,0.068,0.027,0.007,0.056,0.036,0.019,0.074,0.056,0.055
DVU3153,0.047,0.081,0.027,0.02,0.088,0.108,0.088,0.027,0.034,0.094,0.061,0.034,0.007,0.027,0.047,0.013,0.081,0.052,0.066
DVU3154,0.029,0.066,0.034,0.017,0.047,0.082,0.12,0.048,0.06,0.101,0.059,0.031,0.01,0.047,0.039,0.021,0.078,0.058,0.054
DVU3155,0.03,0.066,0.044,0.03,0.07,0.067,0.094,0.04,0.056,0.091,0.074,0.03,0.014,0.048,0.039,0.011,0.079,0.059,0.057
DVU3156,0.03,0.05,0.039,0.026,0.058,0.099,0.092,0.051,0.047,0.092,0.063,0.037,0.011,0.06,0.044,0.015,0.075,0.057,0.055
DVU3157,0.017,0.058,0.034,0.029,0.06,0.093,0.094,0.059,0.048,0.089,0.057,0.029,0.013,0.066,0.038,0.025,0.075,0.058,0.055
DVU3158,0.02,0.068,0.025,0.022,0.048,0.093,0.108,0.051,0.048,0.092,0.06,0.037,0.018,0.047,0.044,0.025,0.081,0.056,0.058
DVU3159,0.02,0.048,0.037,0.023,0.046,0.056,0.094,0.048,0.051,0.094,0.094,0.051,0.011,0.046,0.066,0.023,0.078,0.057,0.057
DVU3160,0.088,0.067,0.034,0.034,0.074,0.121,0.101,0.013,0.04,0.094,0.04,0.02,0.02,0.027,0.02,0.007,0.08,0.056,0.061
DVU3161,0.02,0.056,0.037,0.025,0.059,0.082,0.105,0.043,0.051,0.086,0.062,0.048,0.009,0.064,0.043,0.017,0.078,0.057,0.056
DVU3162,0.04,0.062,0.042,0.027,0.072,0.102,0.079,0.047,0.048,0.083,0.056,0.031,0.011,0.053,0.042,0.018,0.075,0.06,0.052
DVU3163,0.022,0.047,0.023,0.037,0.063,0.07,0.071,0.072,0.03,0.09,0.06,0.038,0.014,0.07,0.062,0.037,0.078,0.061,0.054
DVU3164,0.021,0.059,0.027,0.032,0.07,0.071,0.073,0.071,0.033,0.089,0.066,0.034,0.015,0.065,0.057,0.025,0.079,0.059,0.055
DVU3165,0.018,0.053,0.039,0.028,0.051,0.073,0.097,0.057,0.058,0.099,0.065,0.033,0.01,0.053,0.055,0.022,0.077,0.057,0.056
DVU3166,0.025,0.06,0.04,0.027,0.057,0.077,0.097,0.05,0.061,0.082,0.072,0.038,0.009,0.062,0.045,0.014,0.075,0.056,0.055
DVU3167,0.022,0.057,0.05,0.037,0.06,0.097,0.085,0.04,0.065,0.075,0.045,0.037,0.017,0.054,0.044,0.022,0.078,0.059,0.056
DVU3168,0.023,0.052,0.034,0.025,0.061,0.09,0.104,0.05,0.036,0.101,0.062,0.039,0.013,0.062,0.039,0.018,0.078,0.058,0.056
DVU3169,0.016,0.051,0.028,0.03,0.064,0.087,0.101,0.04,0.039,0.11,0.079,0.038,0.006,0.044,0.057,0.016,0.081,0.06,0.056
DVU3170,0.025,0.054,0.031,0.026,0.057,0.084,0.094,0.049,0.041,0.098,0.078,0.042,0.013,0.048,0.055,0.012,0.08,0.058,0.055
DVU3171,0.061,0.059,0.059,0.017,0.065,0.092,0.056,0.038,0.052,0.075,0.048,0.054,0.015,0.025,0.069,0.029,0.076,0.06,0.051
DVU3172,0.025,0.061,0.031,0.03,0.049,0.099,0.108,0.052,0.068,0.103,0.045,0.023,0.005,0.046,0.054,0.012,0.076,0.061,0.051
DVU3173,0.051,0.047,0.07,0.023,0.056,0.047,0.075,0.037,0.075,0.047,0.075,0.061,0.014,0.075,0.033,0.037,0.069,0.056,0.052
DVU3174,0.019,0.06,0.028,0.027,0.05,0.076,0.106,0.048,0.051,0.09,0.066,0.044,0.016,0.053,0.051,0.021,0.081,0.057,0.059
DVU3175,0.008,0.032,0.012,0.04,0.044,0.056,0.08,0.088,0.024,0.096,0.092,0.028,0.012,0.084,0.06,0.056,0.074,0.052,0.06
DVU3176,0.03,0.063,0.027,0.029,0.057,0.084,0.099,0.046,0.05,0.077,0.07,0.043,0.011,0.063,0.044,0.015,0.078,0.059,0.055
DVU3177,0.027,0.064,0.048,0.032,0.048,0.07,0.129,0.032,0.08,0.113,0.038,0.027,0.016,0.032,0.043,0,0.086,0.056,0.059
DVU3178,0.025,0.048,0.033,0.026,0.055,0.082,0.101,0.051,0.047,0.102,0.08,0.035,0.005,0.056,0.051,0.017,0.075,0.058,0.052
DVU3179,0.021,0.055,0.029,0.033,0.058,0.092,0.111,0.052,0.048,0.104,0.055,0.026,0.012,0.062,0.037,0.013,0.079,0.058,0.056
DVU3180,0.024,0.061,0.036,0.028,0.066,0.086,0.09,0.056,0.05,0.094,0.067,0.027,0.009,0.057,0.045,0.018,0.075,0.058,0.054
DVU3181,0.025,0.057,0.035,0.026,0.056,0.085,0.104,0.047,0.051,0.098,0.058,0.038,0.011,0.053,0.047,0.016,0.079,0.059,0.055
DVU3182,0.031,0.063,0.047,0.032,0.077,0.067,0.095,0.035,0.056,0.091,0.06,0.036,0.009,0.052,0.042,0.014,0.08,0.062,0.052
DVU3183,0.068,0.049,0.053,0.034,0.06,0.068,0.07,0.041,0.064,0.079,0.055,0.041,0.013,0.043,0.06,0.013,0.076,0.058,0.055
DVU3184,0.055,0.06,0.035,0.025,0.02,0.106,0.106,0.035,0.065,0.081,0.04,0.045,0.03,0.02,0.055,0.015,0.082,0.058,0.065
DVU3185,0.038,0.061,0.037,0.038,0.068,0.082,0.081,0.046,0.052,0.076,0.052,0.037,0.015,0.058,0.048,0.018,0.079,0.061,0.056
DVU3186,0.023,0.046,0.04,0.023,0.054,0.069,0.106,0.044,0.045,0.114,0.063,0.043,0.01,0.044,0.056,0.027,0.08,0.057,0.057
DVU3187,0.059,0.057,0.042,0.028,0.065,0.079,0.088,0.034,0.054,0.088,0.065,0.034,0.008,0.042,0.045,0.023,0.075,0.06,0.054
DVU3188,0.018,0.045,0.017,0.027,0.048,0.094,0.096,0.05,0.03,0.089,0.079,0.053,0.01,0.062,0.058,0.03,0.078,0.058,0.058
DVU3189,0.022,0.033,0.039,0.017,0.041,0.095,0.09,0.057,0.04,0.1,0.073,0.052,0.008,0.055,0.063,0.033,0.072,0.057,0.053
DVU3190,0.037,0.055,0.04,0.02,0.053,0.09,0.099,0.049,0.05,0.088,0.053,0.045,0.012,0.058,0.044,0.018,0.076,0.061,0.053
DVU3191,0.02,0.054,0.032,0.023,0.057,0.106,0.106,0.043,0.047,0.112,0.061,0.031,0.007,0.039,0.052,0.018,0.078,0.057,0.056
DVU3192,0.022,0.043,0.039,0.027,0.059,0.078,0.089,0.053,0.041,0.105,0.086,0.036,0.007,0.053,0.055,0.02,0.075,0.056,0.055
DVU3193,0.024,0.054,0.029,0.03,0.051,0.07,0.093,0.045,0.045,0.091,0.088,0.041,0.018,0.044,0.054,0.026,0.08,0.059,0.059
DVU3194,0.041,0.058,0.039,0.031,0.062,0.081,0.096,0.042,0.055,0.09,0.05,0.037,0.009,0.053,0.047,0.018,0.078,0.059,0.055
DVU3195,0.027,0.05,0.03,0.031,0.054,0.074,0.091,0.045,0.043,0.091,0.074,0.047,0.013,0.049,0.06,0.025,0.08,0.06,0.056
DVU3196,0.029,0.049,0.038,0.028,0.06,0.081,0.089,0.052,0.042,0.095,0.068,0.035,0.013,0.058,0.044,0.03,0.076,0.056,0.057
DVU3197,0.036,0.053,0.039,0.032,0.063,0.076,0.092,0.043,0.048,0.083,0.059,0.043,0.013,0.063,0.043,0.023,0.078,0.061,0.054
DVU3198,0.027,0.059,0.045,0.022,0.066,0.087,0.091,0.046,0.052,0.102,0.071,0.03,0.007,0.043,0.048,0.015,0.076,0.057,0.056
DVU3199,0.05,0.045,0.047,0.042,0.068,0.082,0.079,0.042,0.061,0.071,0.061,0.037,0.003,0.074,0.045,0.013,0.07,0.06,0.05
DVU3200,0.03,0.058,0.039,0.019,0.059,0.085,0.077,0.058,0.053,0.093,0.077,0.04,0.005,0.043,0.069,0.011,0.074,0.056,0.055
DVU3201,0.014,0.045,0.024,0.027,0.041,0.096,0.105,0.05,0.042,0.103,0.071,0.044,0.012,0.049,0.06,0.021,0.079,0.056,0.059
DVU3202,0.028,0.061,0.028,0.025,0.051,0.079,0.099,0.055,0.049,0.096,0.07,0.033,0.014,0.049,0.05,0.02,0.078,0.056,0.059
DVU3203,0.018,0.032,0.024,0.02,0.031,0.092,0.105,0.06,0.041,0.111,0.087,0.045,0.004,0.054,0.068,0.025,0.074,0.056,0.053
DVU3204,0.032,0.05,0.042,0.035,0.065,0.086,0.09,0.042,0.048,0.091,0.061,0.038,0.013,0.056,0.047,0.01,0.079,0.058,0.057
DVU3205,0.029,0.06,0.032,0.023,0.056,0.088,0.104,0.056,0.045,0.104,0.065,0.024,0.013,0.052,0.038,0.022,0.076,0.056,0.057
DVU4012,0.027,0.034,0.049,0.018,0.038,0.076,0.108,0.052,0.054,0.103,0.07,0.045,0.007,0.061,0.047,0.031,0.071,0.058,0.052
DVU3206,0.031,0.054,0.038,0.022,0.068,0.087,0.102,0.044,0.038,0.1,0.071,0.038,0.007,0.06,0.037,0.014,0.076,0.059,0.053
DVU3207,0.022,0.052,0.04,0.029,0.059,0.083,0.098,0.041,0.054,0.096,0.069,0.039,0.008,0.049,0.052,0.018,0.077,0.059,0.055
DVU3208,0.036,0.041,0.042,0.017,0.058,0.079,0.095,0.054,0.036,0.111,0.072,0.043,0.005,0.055,0.055,0.017,0.075,0.058,0.052
DVU3209,0.049,0.074,0.025,0.016,0.049,0.09,0.107,0.033,0.041,0.107,0.025,0.049,0.033,0.008,0.058,0.016,0.094,0.057,0.068
DVU3210,0.028,0.054,0.038,0.026,0.062,0.078,0.087,0.052,0.042,0.091,0.068,0.041,0.013,0.057,0.049,0.025,0.077,0.059,0.055
