kmer_3_AAA,kmer_3_AAC,kmer_3_AAG,kmer_3_AAT,kmer_3_ACA,kmer_3_ACC,kmer_3_ACG,kmer_3_ACT,kmer_3_AGA,kmer_3_AGC,kmer_3_AGG,kmer_3_AGT,kmer_3_ATA,kmer_3_ATC,kmer_3_ATG,kmer_3_ATT,kmer_3_CAA,kmer_3_CAC,kmer_3_CAG,kmer_3_CAT,kmer_3_CCA,kmer_3_CCC,kmer_3_CCG,kmer_3_CCT,kmer_3_CGA,kmer_3_CGC,kmer_3_CGG,kmer_3_CGT,kmer_3_CTA,kmer_3_CTC,kmer_3_CTG,kmer_3_CTT,kmer_3_GAA,kmer_3_GAC,kmer_3_GAG,kmer_3_GAT,kmer_3_GCA,kmer_3_GCC,kmer_3_GCG,kmer_3_GCT,kmer_3_GGA,kmer_3_GGC,kmer_3_GGG,kmer_3_GGT,kmer_3_GTA,kmer_3_GTC,kmer_3_GTG,kmer_3_GTT,kmer_3_TAA,kmer_3_TAC,kmer_3_TAG,kmer_3_TAT,kmer_3_TCA,kmer_3_TCC,kmer_3_TCG,kmer_3_TCT,kmer_3_TGA,kmer_3_TGC,kmer_3_TGG,kmer_3_TGT,kmer_3_TTA,kmer_3_TTC,kmer_3_TTG,kmer_3_TTT
DVU3262,5,26,22,3,26,44,46,21,18,18,31,5,4,26,18,4,22,46,20,40,39,44,69,46,51,84,69,35,16,41,34,15,28,43,30,4,47,84,70,26,25,83,50,23,8,19,41,7,1,22,1,4,16,26,54,13,11,42,31,12,0,23,3,2
DVU3263,2,13,6,4,10,25,16,6,7,6,7,1,3,10,15,1,9,17,8,19,12,13,33,15,24,39,15,13,4,10,25,13,13,20,6,4,18,27,29,21,9,20,12,8,3,10,7,6,1,7,2,1,13,8,13,10,3,30,15,4,1,14,5,1
DVU3264,3,12,11,4,9,15,17,6,5,4,17,2,2,12,17,3,11,14,7,17,21,37,28,18,22,30,23,19,2,9,17,16,15,14,10,10,11,43,29,12,14,32,21,12,6,11,23,2,1,7,0,2,8,9,20,8,9,29,18,9,0,13,8,2
DVU3265,0,4,4,0,7,18,17,7,0,7,9,2,2,10,2,1,4,15,12,12,13,22,29,10,15,33,13,11,8,9,10,4,4,21,2,1,14,28,19,7,6,17,22,5,1,6,11,2,0,9,1,1,9,6,7,7,7,11,6,2,0,4,3,1
DVU3266,3,6,9,1,8,10,13,1,7,9,13,6,3,9,16,3,6,6,15,12,7,17,20,19,19,23,29,14,4,14,16,19,9,18,9,11,16,25,31,18,12,33,31,15,3,14,21,5,1,2,2,6,8,11,21,15,10,25,18,8,1,18,8,8
DVU3267,0,1,5,1,8,12,9,7,3,7,5,4,1,6,8,2,4,11,11,11,12,20,20,20,12,25,17,11,6,14,24,10,3,16,3,1,13,27,16,21,4,20,20,9,5,10,8,6,0,8,1,3,4,13,20,6,4,25,11,5,0,13,5,3
DVU3268,6,16,9,6,18,25,40,12,8,6,16,5,2,19,18,5,9,31,19,26,23,51,49,25,34,65,36,34,9,20,20,17,22,36,7,5,30,47,47,18,16,39,23,17,8,21,28,8,1,12,0,6,14,25,33,11,12,32,20,9,0,23,7,5
DVU3269,5,32,33,5,20,40,57,16,24,26,47,14,6,35,47,6,30,39,40,64,37,65,84,60,65,108,79,45,3,50,47,44,40,52,37,18,75,98,97,45,36,93,60,42,8,45,57,14,0,10,2,6,41,43,59,23,22,88,45,23,1,36,27,2
DVU3270,0,10,12,3,9,21,18,8,4,8,13,3,1,15,17,2,19,14,7,21,18,28,27,29,14,38,18,23,12,25,36,18,5,20,9,6,17,34,18,33,10,29,17,23,5,12,35,20,1,12,1,4,17,19,30,21,12,27,31,23,0,35,5,2
DVU3271,3,15,23,7,10,20,23,10,11,12,13,9,4,23,21,5,24,20,9,37,28,21,31,29,21,41,28,38,5,33,34,29,21,16,9,7,27,45,29,37,16,46,29,19,8,22,35,13,0,12,5,1,25,23,45,25,5,39,40,12,1,40,6,5
DVU3272,2,13,16,1,8,12,6,7,9,13,14,7,3,7,7,3,14,5,9,13,14,17,14,23,24,20,10,9,8,14,10,11,16,8,17,3,10,32,22,10,6,26,3,3,0,5,11,4,0,7,2,2,9,7,21,3,5,15,11,1,0,14,4,2
DVU3273,4,6,15,3,6,6,10,7,9,8,9,2,3,9,5,2,12,5,6,7,9,9,11,2,12,14,6,5,5,10,6,3,12,9,7,6,9,9,10,7,9,7,2,4,3,3,4,1,0,9,0,2,6,7,6,8,5,6,5,0,0,5,1,3
DVU3274,0,4,9,2,7,15,14,5,9,12,12,2,2,10,8,2,7,10,9,14,10,14,27,17,23,32,16,12,4,9,21,10,8,20,15,2,17,30,23,16,7,28,7,2,6,7,13,4,0,7,2,3,6,9,19,6,7,14,9,14,0,14,2,2
DVU3275,0,1,1,1,0,3,3,1,0,3,2,0,0,2,3,0,3,2,2,3,2,5,10,2,4,11,4,4,1,1,3,0,0,3,2,1,8,6,8,1,2,6,0,1,0,3,1,2,0,1,0,0,0,5,2,1,1,3,3,0,0,2,0,0
DVU3276,0,2,8,2,2,1,4,6,4,1,2,5,0,0,3,0,2,3,1,0,0,3,4,3,5,0,4,6,1,2,8,1,10,6,3,0,2,5,5,2,4,5,1,2,0,3,9,6,0,2,1,0,2,1,2,1,6,8,5,5,2,1,4,1
DVU3277,2,2,3,0,3,1,1,0,0,4,1,1,0,1,1,0,1,1,3,1,0,3,1,2,1,2,3,1,2,0,3,3,4,2,0,0,1,2,5,5,2,3,3,1,0,1,2,0,1,0,0,1,2,0,0,1,3,4,2,0,0,1,3,1
DVU3278,2,18,10,5,15,28,23,11,11,20,23,6,4,29,17,4,18,23,32,33,25,39,52,31,22,65,60,36,4,28,42,19,13,30,17,9,35,57,69,33,23,61,53,34,7,38,45,4,2,6,1,6,31,23,39,18,14,48,35,18,0,16,11,4
DVU3279,4,14,11,2,11,26,17,10,7,12,17,0,3,20,14,2,11,25,11,24,23,28,45,21,32,49,39,21,5,23,32,7,16,22,12,7,21,52,49,23,11,54,22,13,2,17,16,6,0,3,2,5,16,11,30,13,8,30,22,7,0,10,5,1
DVU3281,2,7,10,4,8,14,9,5,6,10,13,1,2,5,8,4,7,15,14,7,16,9,12,12,17,17,6,10,2,8,8,6,13,11,6,5,13,19,16,3,5,12,5,8,2,5,10,6,1,3,1,2,6,7,13,4,7,12,6,4,1,12,3,4
DVU3282,2,5,7,4,9,17,19,12,11,5,17,5,5,5,24,2,5,19,15,20,11,16,23,13,19,49,29,14,4,13,14,17,11,23,15,10,27,26,44,17,21,33,21,16,3,13,19,10,0,10,2,1,12,4,25,6,8,27,24,10,1,16,12,1
DVU3283,0,5,3,0,5,11,8,2,5,2,4,0,1,3,2,0,5,3,5,3,4,7,6,10,13,5,1,6,3,6,4,5,3,15,3,0,2,6,6,2,1,4,1,2,1,3,3,2,0,3,0,2,5,3,5,4,3,5,2,1,0,5,2,1
DVU3284,0,13,19,1,14,35,21,7,11,16,15,8,1,40,25,6,18,26,22,53,47,39,55,37,20,66,49,40,10,38,37,32,14,22,9,13,25,73,31,45,10,56,22,30,9,38,45,16,2,16,0,4,33,31,68,28,17,36,32,30,2,44,8,0
DVU3285,7,2,4,2,2,2,1,1,0,1,3,2,1,1,5,2,2,1,0,3,0,2,4,3,2,1,6,4,1,1,3,2,6,1,1,3,1,4,7,2,6,7,10,3,2,2,7,3,1,2,1,1,3,1,1,1,3,5,7,4,1,2,4,2
DVU3286,0,1,0,2,1,0,2,2,0,1,1,2,2,0,6,2,0,1,3,3,1,0,0,1,1,2,2,2,0,2,2,2,0,1,1,2,3,1,2,1,3,1,1,1,1,4,4,5,3,2,0,3,2,1,3,2,1,3,2,9,5,2,3,8
DVU3287,1,18,17,7,23,35,41,14,16,14,36,11,6,23,45,10,14,32,36,48,26,50,54,46,45,77,54,46,10,29,59,25,28,52,21,18,58,76,79,44,38,80,61,29,7,22,55,19,0,11,3,11,23,15,48,19,21,86,57,16,2,31,21,13
DVU3288,5,1,1,3,4,1,1,2,2,0,1,0,4,3,1,5,3,1,0,5,2,1,0,2,0,2,0,0,4,2,2,1,0,3,0,1,0,1,1,3,1,0,0,0,0,0,0,1,2,3,2,4,3,2,0,2,2,3,0,1,3,2,3,4
DVU3289,4,2,0,4,3,2,2,1,4,1,3,0,3,1,7,1,2,1,3,3,1,1,6,0,7,2,4,4,0,1,1,0,4,5,5,2,2,3,8,0,4,7,7,4,0,3,7,1,1,0,0,2,3,2,1,1,1,3,8,3,0,2,0,0
DVU3290,2,8,17,3,11,27,21,6,10,13,20,3,0,21,17,3,11,23,16,26,19,32,43,21,25,56,31,17,6,16,18,18,17,24,13,7,26,41,42,17,14,39,19,15,7,18,20,2,0,10,0,4,20,15,23,14,13,18,17,12,1,17,5,4
DVU3291,5,26,21,7,22,37,31,9,21,13,28,7,5,34,30,3,35,29,22,49,40,52,58,31,35,76,47,28,10,35,36,8,19,26,24,12,51,67,55,39,15,74,32,19,8,20,35,4,0,18,3,3,22,25,42,10,10,49,33,13,1,10,4,0
DVU3292,4,36,25,3,23,55,57,19,19,24,28,12,6,35,31,4,31,38,27,55,40,69,96,37,73,112,79,53,9,43,40,24,32,65,29,13,69,87,108,38,30,106,49,35,7,23,70,13,1,15,3,4,19,31,56,22,17,60,64,13,1,27,13,2
DVU3293,6,24,21,4,17,36,44,20,16,20,23,2,2,28,27,1,20,42,25,39,38,59,50,35,45,62,55,33,11,39,32,21,29,38,15,7,43,69,51,27,16,65,33,24,7,24,29,7,0,13,0,7,28,18,50,21,13,43,27,8,0,26,3,4
DVU3294,4,19,11,3,9,30,38,10,5,16,19,4,2,13,27,1,11,37,16,32,28,54,47,24,37,71,51,29,3,20,23,20,22,25,16,4,40,57,68,20,15,59,27,29,4,22,38,11,0,6,1,3,19,12,35,12,11,39,33,13,1,23,8,6
DVU3295,0,2,2,1,4,11,10,3,0,5,5,2,2,7,14,4,2,9,3,18,11,9,18,9,6,23,17,21,6,6,27,10,3,5,7,4,11,21,22,25,5,34,17,14,8,14,23,9,0,12,1,4,6,6,17,12,8,17,31,16,1,14,8,4
DVU3296,3,5,2,3,6,15,5,3,5,5,7,2,3,23,9,1,4,10,9,26,13,12,15,8,7,13,14,8,3,11,11,10,6,9,6,6,15,11,7,12,9,18,14,7,2,9,12,2,0,5,3,0,15,10,15,12,6,9,13,8,0,9,4,1
DVU3297,0,10,5,0,14,21,24,7,4,11,10,6,1,21,18,1,4,27,16,32,20,24,29,31,22,40,56,33,7,32,38,22,11,17,9,7,24,40,47,40,12,61,35,25,6,31,35,11,0,12,2,1,21,19,51,21,6,39,32,19,1,28,5,4
DVU3298,0,1,6,1,2,17,16,4,9,9,13,3,3,6,17,4,5,8,15,14,8,9,30,16,14,35,30,21,4,16,15,11,3,20,12,11,24,26,30,16,15,31,23,16,7,19,18,4,0,10,1,3,8,11,24,10,9,21,19,8,0,12,7,1
DVU3299,0,9,8,1,10,13,12,5,5,11,9,2,4,30,25,3,11,13,13,42,18,16,25,20,8,31,42,29,6,22,21,15,7,10,5,10,19,33,30,27,10,47,43,31,6,22,30,19,0,8,1,8,32,17,43,12,10,20,37,15,1,30,6,1
DVU3300,3,2,5,1,0,8,9,1,2,4,3,2,1,1,8,0,3,8,3,7,8,8,11,3,3,16,8,12,0,2,4,2,4,7,2,0,10,11,10,1,3,9,3,5,3,8,8,7,1,1,1,1,3,3,9,3,6,3,6,7,0,7,2,0
DVU3301,0,1,6,0,6,6,12,3,9,6,14,2,0,4,9,3,2,7,8,9,5,8,18,8,12,25,19,10,4,1,13,7,5,14,16,6,10,24,25,11,13,24,24,11,3,9,10,6,0,5,2,0,5,1,11,3,7,15,15,5,0,6,10,8
DVU3302,7,5,5,4,3,7,6,0,8,3,3,1,1,7,5,2,5,4,5,6,3,7,13,3,2,13,10,7,1,6,3,6,9,7,5,2,11,6,6,8,5,11,4,4,0,4,9,5,0,0,0,3,3,6,7,5,9,4,7,5,1,4,8,6
DVU3303,7,28,17,4,22,46,50,21,21,25,34,7,4,29,30,1,21,38,30,43,37,72,76,46,69,112,70,40,9,43,46,20,28,62,37,11,51,94,92,35,37,77,52,27,6,30,34,13,0,11,3,5,22,19,73,16,12,58,37,9,0,28,6,4
DVU3305,3,17,22,3,15,29,31,11,15,22,33,3,1,22,21,3,21,26,18,31,18,28,38,29,42,52,45,19,7,29,27,16,21,34,33,9,38,43,55,27,29,54,36,19,5,14,24,8,0,9,1,3,25,13,34,12,11,35,24,10,0,19,8,4
DVU3306,3,2,6,0,3,4,4,0,3,4,4,1,0,0,5,0,3,4,5,4,3,4,3,4,4,4,4,1,0,0,2,3,5,5,1,0,10,6,5,0,3,9,9,0,0,0,1,1,0,0,0,0,0,0,1,1,2,4,4,0,0,2,2,5
DVU3307,0,5,4,1,5,12,18,1,4,7,7,0,1,11,10,1,6,13,11,17,17,13,18,8,10,25,21,12,2,9,12,7,4,15,2,3,17,24,17,14,7,23,9,13,3,7,15,4,1,3,1,1,8,7,15,7,3,17,15,4,0,10,2,3
DVU3308,1,12,3,1,12,18,16,10,5,8,12,1,1,11,16,3,6,20,12,22,19,12,19,10,17,21,25,16,4,13,14,9,10,21,9,5,18,23,22,11,15,25,19,11,3,9,16,7,0,3,3,2,11,7,22,9,8,20,14,7,0,16,3,0
DVU3309,3,4,5,4,5,7,6,1,3,5,5,2,0,10,6,1,5,6,6,8,7,4,10,4,7,15,13,6,1,5,8,1,8,7,4,2,9,9,16,7,9,11,11,2,4,2,4,3,0,2,1,2,4,5,9,3,2,10,4,3,0,4,1,0
DVU3310,3,18,18,9,11,43,29,9,12,18,23,9,4,32,19,3,17,22,31,38,37,46,85,36,47,97,32,41,2,34,26,20,28,43,10,7,43,85,52,23,14,46,21,20,8,21,37,12,1,9,3,3,17,30,51,14,15,42,25,8,2,25,8,3
DVU3311,2,1,3,3,4,1,2,1,4,3,5,2,0,4,4,3,3,2,7,5,3,0,2,1,3,2,4,3,1,2,2,0,3,4,3,3,7,2,4,3,3,8,5,4,2,2,3,2,1,1,1,0,3,3,4,0,4,3,6,0,0,2,4,3
DVU3312,4,4,11,4,10,8,2,3,11,8,9,4,3,10,8,7,5,9,8,12,7,6,10,4,12,9,10,6,1,4,9,5,13,9,8,9,9,10,13,8,8,11,4,10,6,6,10,5,1,1,5,3,8,3,12,4,9,12,10,6,0,7,10,1
DVU3313,1,10,9,0,9,15,15,6,9,10,23,1,1,12,7,5,4,12,18,13,9,15,29,19,22,47,31,20,3,20,13,13,15,17,14,5,21,26,53,17,13,42,31,16,8,10,25,4,0,6,2,6,8,16,23,7,8,18,17,10,2,12,8,8
DVU3314,2,24,37,4,14,36,41,18,22,28,31,6,6,23,30,3,33,28,27,38,36,57,83,36,48,107,52,43,13,39,46,24,32,40,21,12,51,97,74,43,23,72,37,27,7,27,41,15,0,17,3,7,25,22,52,25,12,58,39,14,1,35,6,5
DVU3315,1,9,8,3,10,23,16,5,11,6,9,3,2,10,16,2,5,17,13,19,11,28,32,24,26,31,20,19,4,15,20,15,14,22,8,4,21,37,23,17,10,33,20,5,5,10,14,3,1,6,1,3,12,7,25,8,1,28,19,5,0,17,3,2
DVU3316,4,15,11,2,6,17,16,7,9,9,12,4,0,17,13,3,16,11,10,26,12,34,39,21,18,35,28,28,3,21,22,8,12,15,12,3,22,45,27,15,8,43,28,12,3,19,21,6,0,5,1,1,23,10,27,11,8,22,23,5,1,14,2,1
DVU3317,3,1,3,1,5,1,0,1,2,1,2,2,0,4,5,3,4,4,3,7,4,3,6,1,2,8,2,2,0,0,2,2,1,2,1,1,6,6,5,2,1,3,5,5,1,3,6,1,0,0,0,2,3,4,3,0,1,7,5,2,1,3,2,3
DVU3318,4,0,4,1,0,0,4,0,5,3,5,1,1,1,8,1,4,1,2,2,0,1,3,1,2,3,2,4,1,0,2,1,1,2,7,5,7,3,1,3,4,3,6,6,2,4,11,1,0,1,1,2,2,1,3,0,5,5,6,7,0,1,2,0
DVU3319,6,42,62,8,38,67,59,31,40,42,57,14,4,66,33,6,52,47,47,85,56,74,101,64,87,125,76,63,26,50,50,48,59,70,44,12,81,113,98,50,38,114,59,34,9,47,56,17,1,36,1,3,56,41,93,29,20,61,53,18,2,56,13,9
DVU3320,1,3,5,3,2,5,8,3,3,3,5,2,1,4,4,1,5,6,2,3,4,5,9,9,6,13,14,8,3,4,10,6,5,4,5,3,6,6,17,8,5,12,21,14,4,9,15,5,2,5,1,0,4,11,7,3,3,9,12,9,0,8,4,2
DVU3322,3,5,8,2,3,10,15,4,3,1,11,0,1,4,9,1,7,8,4,8,6,7,17,7,13,16,17,13,3,8,7,9,8,12,3,2,13,11,18,8,3,23,16,6,5,6,7,4,0,7,0,2,5,9,9,8,7,10,4,3,0,13,1,4
DVU3323,3,17,14,5,15,30,42,7,9,18,18,8,6,18,25,5,12,41,25,35,30,57,38,28,29,66,49,20,1,30,30,17,24,28,11,10,49,48,43,31,22,56,38,30,6,16,45,12,1,8,3,3,19,18,41,12,13,31,41,21,2,26,6,3
DVU3324,2,10,8,1,11,11,21,6,4,15,6,2,3,10,10,3,9,20,13,16,13,14,23,15,13,29,17,16,2,13,15,7,10,17,6,3,21,31,16,12,7,16,21,8,2,10,13,4,0,2,0,5,13,9,15,4,13,20,8,3,0,8,6,3
DVU3326,0,1,2,0,0,4,3,5,0,3,0,2,0,2,6,2,1,6,2,7,2,0,3,9,0,11,14,8,2,6,22,3,2,3,1,1,11,7,19,13,5,23,9,8,2,7,10,1,0,2,1,1,3,3,8,6,2,13,22,2,0,5,1,2
DVU3327,1,3,4,0,2,5,10,4,3,3,7,0,1,3,11,0,2,7,4,8,4,3,5,11,6,8,10,10,3,10,13,10,5,6,5,4,10,13,9,16,5,19,9,6,3,3,11,2,0,5,0,2,5,2,10,5,7,18,13,3,0,6,6,3
DVU3328,3,4,5,2,4,2,6,1,6,3,5,2,3,6,11,1,6,4,6,10,5,12,9,4,7,15,6,5,1,4,7,3,5,2,4,6,13,12,13,7,3,15,4,3,3,4,6,2,0,3,2,2,4,4,5,3,1,12,10,5,0,2,4,1
DVU3329,6,1,4,4,1,2,3,1,2,2,1,1,3,2,2,1,4,1,2,1,2,1,2,1,0,4,4,0,1,0,2,2,4,2,0,3,3,3,2,2,3,2,4,3,1,1,1,2,1,3,1,0,2,0,1,1,4,2,3,1,0,1,5,0
DVU3330,3,3,11,0,2,12,2,3,8,7,7,1,1,2,7,0,7,4,3,7,7,9,8,6,5,8,8,3,1,6,3,2,7,9,7,2,9,9,9,2,6,12,5,3,2,1,4,0,0,3,2,0,3,0,5,1,7,2,6,0,1,0,1,0
DVU3331,1,3,5,1,3,6,5,1,1,7,9,2,0,3,8,0,3,10,14,5,6,14,14,8,6,18,11,7,1,5,11,6,6,1,0,4,18,18,16,9,3,21,20,3,1,8,5,0,0,1,1,0,5,4,7,5,1,15,7,2,0,5,1,1
DVU3332,1,14,17,2,14,32,49,20,8,10,39,8,4,22,20,4,14,53,23,32,26,44,63,33,47,85,53,51,5,32,48,25,19,41,24,8,49,71,80,39,24,84,53,32,6,41,47,6,0,7,1,7,33,19,44,18,14,60,48,9,0,19,16,2
DVU3333,2,2,6,2,6,9,20,4,5,4,9,2,1,8,6,1,5,13,10,8,4,3,8,10,11,20,19,7,6,9,9,2,5,17,4,2,16,10,20,9,8,18,9,9,4,4,8,7,0,7,1,3,10,3,9,3,4,13,7,5,0,4,6,1
DVU3334,4,19,16,2,15,37,39,12,15,11,29,5,4,21,22,0,11,39,15,32,18,36,45,31,39,53,42,21,5,33,25,18,26,38,26,9,37,34,35,24,30,38,38,22,3,26,21,9,0,7,3,3,27,23,36,14,16,28,19,11,1,20,6,4
DVU3335,3,30,19,5,18,40,47,19,22,15,33,7,5,20,41,2,14,25,27,43,19,28,44,45,56,65,45,40,6,38,54,18,40,58,31,14,50,47,61,32,39,60,37,19,3,35,29,18,0,11,0,5,22,21,54,20,27,50,40,19,2,24,12,7
DVU3336,5,17,14,8,8,21,27,7,14,12,31,3,3,20,16,5,17,17,24,21,19,17,28,21,31,42,31,24,8,27,22,6,22,21,21,10,34,30,33,24,22,38,32,26,2,26,30,7,0,8,1,4,18,17,40,11,8,29,24,12,0,13,5,4
DVU3337,0,4,2,2,5,10,12,5,4,6,11,2,1,5,10,3,7,4,14,8,7,8,17,11,13,23,18,14,5,15,10,8,1,17,5,6,14,14,22,13,2,26,20,12,4,14,12,4,0,7,3,2,7,11,17,9,10,8,11,6,2,10,3,0
DVU3338,7,23,28,6,34,42,43,17,15,23,31,7,7,47,30,4,27,49,23,59,31,50,73,38,50,74,69,47,7,37,43,23,25,53,23,17,53,64,60,35,32,70,46,36,7,47,36,17,5,11,3,5,40,36,64,20,21,45,38,17,3,29,12,1
DVU3339,5,27,11,6,16,26,29,18,14,16,24,9,7,23,34,4,23,21,32,46,29,28,45,34,24,50,59,43,7,49,36,32,18,26,19,10,37,57,47,41,21,67,49,35,10,38,32,17,3,15,2,5,40,25,55,31,14,49,40,10,1,41,11,15
DVU3340,6,2,3,3,4,4,2,2,3,4,5,3,2,3,8,5,2,5,6,8,6,5,4,5,1,2,3,6,1,3,4,5,3,3,4,2,6,6,4,4,3,5,7,1,4,3,4,4,3,2,2,5,5,5,2,2,6,9,1,5,5,5,5,12
DVU3341,1,3,0,4,1,1,3,1,0,1,0,0,3,1,4,2,2,0,0,3,1,1,4,1,2,5,4,4,1,2,1,1,2,0,0,2,2,4,5,2,2,2,2,0,2,2,2,0,3,3,1,1,1,1,3,1,1,5,0,2,2,1,1,0
DVU3342,2,3,6,2,9,11,7,2,7,3,7,1,1,6,9,3,3,14,5,12,5,2,15,8,7,10,9,13,1,10,9,5,7,10,6,2,9,11,5,10,6,12,12,5,3,9,5,7,1,2,1,2,11,6,12,5,6,10,7,5,1,9,5,6
DVU3343,1,3,5,1,5,8,10,2,4,2,10,4,2,7,9,3,4,10,9,13,9,11,12,8,6,11,13,10,1,8,9,5,5,9,6,5,6,16,8,9,7,15,6,7,1,11,9,3,0,3,1,1,16,5,10,4,8,11,6,3,1,9,1,1
DVU3344,1,29,12,2,28,30,23,9,10,17,18,6,6,18,15,1,27,24,27,24,21,42,40,29,27,37,34,25,6,31,21,12,16,29,8,9,33,40,25,15,14,42,22,17,5,23,15,12,0,8,5,4,20,20,35,17,11,17,21,7,0,20,5,1
DVU4007,0,5,9,2,3,1,6,4,6,6,9,6,1,2,3,2,6,1,8,1,3,3,6,2,10,9,4,6,0,1,6,6,10,5,9,4,8,8,11,6,9,9,5,4,2,4,10,1,0,3,1,0,2,2,6,1,4,9,9,1,1,4,4,0
DVU3346,0,1,1,0,2,0,1,0,2,1,2,0,2,2,4,2,1,1,1,9,2,2,6,1,0,5,4,4,0,2,2,1,1,0,2,0,5,4,5,2,1,5,2,1,1,5,0,2,0,1,1,1,3,5,1,2,1,5,1,3,0,2,4,0
DVU3347,1,9,13,1,7,10,12,2,8,8,10,1,0,14,11,1,13,11,8,15,15,10,13,14,8,20,21,11,6,12,7,1,10,8,6,6,14,28,18,4,7,23,8,11,0,6,14,5,0,3,1,3,11,4,17,6,7,13,10,2,1,6,0,2
DVU3348,1,10,17,0,12,20,12,6,14,8,11,2,0,14,14,1,15,19,7,14,22,23,29,13,21,31,21,20,7,18,12,7,11,16,11,11,13,36,22,16,6,29,13,12,2,14,21,3,1,5,0,3,8,8,30,9,9,19,15,6,0,9,2,0
DVU3349,4,10,22,2,11,19,17,12,11,12,27,8,1,13,18,3,14,13,23,22,23,27,36,23,31,37,26,27,9,14,20,16,20,26,13,8,22,44,37,19,14,46,24,14,2,21,26,7,0,10,0,2,16,19,31,5,12,27,21,7,0,23,3,2
DVU3350,2,2,7,0,4,5,3,0,4,2,8,4,1,4,3,0,7,5,4,4,4,5,7,5,3,4,6,2,2,4,6,0,1,2,6,2,7,6,3,5,4,4,7,7,4,4,7,3,1,3,2,1,5,5,2,2,0,11,1,5,0,2,1,2
DVU3351,1,8,13,4,9,30,29,9,6,7,21,3,5,10,12,4,8,22,7,17,22,21,44,20,28,52,37,24,9,14,33,15,17,32,16,7,14,45,41,26,23,32,32,29,5,19,30,8,0,15,2,2,9,11,27,16,15,35,26,6,0,20,7,3
DVU3352,0,7,6,2,8,13,5,3,3,7,13,8,0,4,11,4,8,7,19,13,18,16,22,10,12,20,14,12,1,18,6,8,7,11,5,2,18,19,15,9,5,20,9,10,4,12,11,7,0,4,2,1,3,18,16,11,5,14,8,4,2,14,3,1
DVU3353,4,9,13,6,15,23,27,6,9,14,14,4,2,18,25,3,13,26,16,32,23,39,40,30,31,51,36,26,7,23,20,21,13,29,11,7,30,58,43,20,11,55,29,16,4,19,28,6,2,7,2,3,19,12,34,15,9,31,32,10,1,20,9,2
DVU4021,2,10,8,2,12,18,16,10,3,11,16,2,1,9,16,0,14,18,17,15,14,34,41,23,22,49,24,23,4,24,20,14,6,22,5,7,26,44,36,18,10,33,14,11,4,17,10,8,0,6,3,1,12,16,25,11,5,31,14,3,1,14,7,4
DVU3355,5,15,10,3,10,14,24,8,11,10,13,6,2,16,7,6,14,12,18,21,16,13,20,9,27,27,11,21,6,16,8,10,12,23,12,4,17,16,27,10,7,14,10,9,2,18,15,8,2,6,0,2,22,15,15,13,7,19,6,7,0,15,9,3
DVU3356,2,18,15,6,25,27,23,9,9,13,15,9,2,19,20,2,16,21,20,30,22,21,26,20,34,31,22,18,14,20,11,17,22,26,8,5,20,31,20,18,5,30,15,12,8,17,12,10,1,19,4,1,20,10,36,15,13,15,10,8,1,25,3,9
DVU3357,5,1,3,3,2,1,3,3,3,1,4,2,2,4,5,1,2,3,1,7,1,1,1,1,3,5,3,5,4,2,4,1,4,2,4,1,7,1,8,3,3,4,4,4,0,4,6,5,1,3,2,1,3,1,4,4,3,9,4,4,1,2,5,2
DVU3358,10,15,23,8,13,17,14,12,14,17,13,8,4,16,6,6,23,13,18,16,17,10,11,17,21,28,9,12,5,20,22,15,22,18,7,6,18,19,21,23,8,14,8,12,8,15,15,2,1,10,5,2,22,9,24,10,10,22,12,7,1,14,8,3
DVU3359,0,6,7,1,2,9,10,2,8,4,10,1,1,5,9,6,4,6,7,8,9,10,10,7,12,7,9,10,1,3,11,3,9,9,8,6,6,10,9,7,7,8,5,9,6,6,9,11,1,2,1,5,8,7,9,2,6,13,5,12,1,12,7,4
DVU3360,7,18,20,6,16,24,21,16,20,13,15,7,3,10,9,2,22,28,23,10,19,17,20,20,19,36,24,10,4,19,21,15,22,24,12,6,30,26,26,15,14,25,12,13,2,16,15,2,1,7,0,1,18,9,22,8,11,23,13,5,0,12,7,2
DVU3361,5,15,17,5,21,20,28,10,13,8,19,6,5,13,15,9,20,21,19,22,19,15,23,15,27,36,24,19,5,19,21,12,15,31,8,13,28,25,33,19,16,30,29,19,7,19,24,3,2,12,3,1,14,12,22,13,11,31,22,9,1,10,13,3
DVU3362,8,5,12,5,5,3,7,5,13,7,6,1,3,10,10,6,6,4,8,9,5,5,7,8,10,12,8,0,3,8,6,5,15,7,7,10,11,10,11,5,9,4,4,4,1,1,3,0,1,4,0,4,6,7,5,4,8,14,3,0,2,3,6,0
DVU3363,7,16,15,7,12,20,22,19,14,12,24,11,2,12,24,11,16,20,25,14,9,42,52,30,28,46,46,35,8,26,40,35,17,28,19,16,39,51,51,30,24,52,27,27,16,31,44,15,5,9,3,11,15,20,30,30,14,61,33,33,2,26,33,10
DVU3364,3,11,9,6,13,11,15,8,8,6,13,3,3,17,18,8,14,16,11,30,17,17,18,19,11,34,25,18,4,26,22,12,10,11,7,8,24,26,26,19,7,23,22,22,8,20,26,9,2,9,3,2,17,17,29,18,11,32,14,19,1,18,10,6
