,DACC_Twist.lag1,DACC_Twist.lag2,DACC_Tilt.lag1,DACC_Tilt.lag2,DACC_Twist.Tilt.lag.1,DACC_Twist.Tilt.lag.2,DACC_Tilt.Twist.lag.1,DACC_Tilt.Twist.lag.2
DVU3021,-0.41,0.028,-0.21,0.029,-0.348,0.063,-0.294,0.027
DVU3022,-0.337,-0.019,-0.181,0,-0.244,-0.006,-0.271,0.004
DVU3023,-0.339,-0.026,-0.181,-0.018,-0.243,-0.016,-0.267,-0.002
DVU3024,-0.255,0.039,-0.192,0.034,-0.178,0.026,-0.276,0.089
DVU3025,-0.328,-0.044,-0.205,-0.017,-0.248,-0.034,-0.281,-0.005
DVU3026,-0.334,-0.043,-0.198,-0.026,-0.235,-0.021,-0.29,-0.012
DVU3027,-0.325,-0.072,-0.22,-0.039,-0.218,-0.073,-0.297,-0.014
DVU3028,-0.334,-0.02,-0.192,-0.014,-0.264,0.001,-0.237,-0.023
DVU3029,-0.351,-0.059,-0.219,-0.015,-0.258,-0.03,-0.3,-0.033
DVU3030,-0.37,-0.047,-0.221,-0.027,-0.276,-0.027,-0.312,-0.025
DVU3031,-0.41,0.007,-0.224,0.01,-0.305,0.007,-0.334,0.03
DVU3032,-0.307,-0.023,-0.185,0.007,-0.237,-0.02,-0.245,0.024
DVU3033,-0.33,-0.003,-0.204,-0.026,-0.24,-0.016,-0.269,0.01
DVU3034,-0.581,0.043,-0.295,0.019,-0.448,0.087,-0.412,-0.005
DVU3035,-0.348,-0.033,-0.217,-0.026,-0.247,-0.041,-0.303,-0.003
DVU3036,-0.383,0.046,-0.19,0.041,-0.325,0.044,-0.251,0.042
DVU3037,-0.356,0.043,-0.192,0.036,-0.292,0.029,-0.265,0.073
DVU3038,-0.245,-0.06,-0.101,0.011,-0.211,-0.096,-0.27,-0.002
DVU3039,-0.352,-0.016,-0.195,0.011,-0.322,0.013,-0.246,-0.005
DVU3040,-0.41,0.048,-0.255,0.047,-0.412,0.117,-0.318,-0.019
DVU3041,-0.298,-0.014,-0.169,-0.039,-0.214,-0.031,-0.27,-0.023
DVU3042,-0.332,-0.053,-0.179,0.023,-0.238,-0.003,-0.225,-0.017
DVU3043,-0.428,0.063,-0.227,0.042,-0.346,0.048,-0.34,0.062
DVU3044,-0.36,0.055,-0.182,0.015,-0.264,0.044,-0.292,0.038
DVU3045,-0.357,-0.021,-0.183,-0.024,-0.273,-0.008,-0.271,-0.016
DVU3046,-0.448,0.051,-0.218,0.027,-0.384,0.057,-0.289,0.034
DVU3047,-0.365,-0.011,-0.202,-0.024,-0.307,0.009,-0.276,-0.029
DVU3048,-0.354,-0.022,-0.193,-0.015,-0.256,0.001,-0.264,-0.006
DVU3049,-0.407,0.021,-0.235,0.017,-0.336,0.011,-0.337,0.048
DVU3050,-0.384,-0.091,-0.216,-0.088,-0.349,-0.05,-0.259,-0.082
DVU3051,-0.294,-0.002,-0.147,0.073,-0.242,0.091,-0.21,-0.001
DVU3052,-0.286,-0.05,-0.181,-0.012,-0.249,-0.006,-0.21,-0.043
DVU3053,-0.319,-0.063,-0.184,-0.043,-0.241,-0.047,-0.258,-0.031
DVU3054,-0.378,0.021,-0.197,-0.03,-0.298,-0.006,-0.291,0.007
DVU3055,-0.294,-0.04,-0.178,-0.021,-0.218,-0.041,-0.243,-0.019
DVU3056,-0.417,0.138,-0.21,0.044,-0.344,0.108,-0.338,0.091
DVU3057,-0.346,-0.003,-0.185,-0.006,-0.261,-0.004,-0.287,0.021
DVU3058,-0.364,-0.019,-0.187,0.001,-0.251,-0.02,-0.301,0.035
DVU3059,-0.342,0.004,-0.184,-0.002,-0.262,0.017,-0.255,0.019
DVU3060,-0.477,0.122,-0.212,0.115,-0.427,0.049,-0.323,0.19
DVU3061,-0.388,0.038,-0.187,0.035,-0.286,0.036,-0.297,0.057
DVU3062,-0.364,-0.002,-0.186,-0.004,-0.292,0,-0.271,0.016
DVU3063,-0.354,-0.007,-0.184,-0.002,-0.319,0.007,-0.242,0
DVU3064,-0.314,-0.062,-0.189,-0.041,-0.227,-0.031,-0.249,-0.048
DVU3065,-0.379,0.01,-0.214,0.016,-0.309,0.029,-0.302,0.023
DVU3066,-0.301,0.02,-0.16,0.032,-0.204,0.01,-0.268,0.041
DVU3067,-0.383,0.017,-0.193,0.008,-0.287,0.019,-0.304,0.027
DVU3068,-0.327,-0.021,-0.188,-0.012,-0.258,-0.012,-0.256,-0.003
DVU3069,-0.371,-0.011,-0.19,-0.036,-0.284,0.009,-0.289,-0.03
DVU3070,-0.307,0.004,-0.185,0.013,-0.266,0.02,-0.227,0.022
DVU3071,-0.342,-0.034,-0.202,-0.013,-0.266,-0.003,-0.27,-0.02
DVU3072,-0.384,0.003,-0.188,-0.005,-0.335,0.034,-0.273,-0.018
DVU3073,-0.357,0.004,-0.202,-0.011,-0.254,-0.025,-0.318,0.034
DVU3074,-0.385,-0.023,-0.214,-0.008,-0.316,0.001,-0.288,-0.012
DVU3075,-0.541,0.114,-0.272,-0.008,-0.443,0.059,-0.387,0.065
DVU3076,-0.329,0.064,-0.149,0.07,-0.227,0.058,-0.275,0.072
DVU3077,-0.376,-0.013,-0.178,-0.039,-0.281,-0.008,-0.309,-0.014
DVU3078,-0.514,0.089,-0.282,0.069,-0.499,0.177,-0.359,0.07
DVU3079,-0.384,0.059,-0.183,0.025,-0.321,0.08,-0.287,0.017
DVU3080,-0.331,0.05,-0.174,0.04,-0.221,0.035,-0.26,0.082
DVU3081,-0.362,-0.01,-0.189,0.028,-0.279,0.005,-0.303,0.048
DVU3082,-0.312,-0.03,-0.197,-0.023,-0.246,-0.016,-0.25,-0.009
DVU3083,-0.233,-0.058,-0.111,-0.027,-0.179,-0.019,-0.232,-0.083
DVU3084,-0.246,-0.032,-0.172,-0.025,-0.18,-0.068,-0.229,0.009
DVU3085,-0.389,0.102,-0.176,0.014,-0.306,0.004,-0.335,0.083
DVU3086,-0.394,0.056,-0.195,0.041,-0.3,0.045,-0.326,0.065
DVU3087,-0.323,-0.083,-0.19,-0.055,-0.263,-0.048,-0.257,-0.055
DVU3088,-0.364,0.036,-0.192,-0.022,-0.268,0.02,-0.288,0.02
DVU3089,-0.318,-0.016,-0.169,0.002,-0.235,0.028,-0.259,-0.032
DVU3090,-0.404,-0.009,-0.222,-0.034,-0.31,-0.002,-0.329,-0.027
DVU3091,-0.325,0.004,-0.173,0.023,-0.244,-0.007,-0.274,0.042
DVU3092,-0.33,-0.036,-0.178,-0.018,-0.234,-0.038,-0.274,-0.014
DVU3093,-0.287,-0.075,-0.184,-0.023,-0.27,-0.019,-0.197,-0.08
DVU3094,-0.304,0.009,-0.173,0.035,-0.217,0.002,-0.265,0.055
DVU3095,-0.406,0.09,-0.229,0.09,-0.32,0.098,-0.311,0.107
DVU3096,-0.393,-0.026,-0.176,-0.01,-0.3,-0.02,-0.314,0.014
DVU3097,-0.326,0.006,-0.185,0.007,-0.244,-0.015,-0.283,0.026
DVU3098,-0.399,0.105,-0.207,0.113,-0.362,0.134,-0.335,0.075
DVU3099,-0.38,-0.019,-0.228,-0.007,-0.294,-0.018,-0.322,0.011
DVU3100,-0.405,0.001,-0.169,-0.03,-0.259,-0.011,-0.298,0.032
DVU3101,-0.233,-0.086,-0.181,-0.038,-0.204,-0.028,-0.202,-0.091
DVU3102,-0.475,0.147,-0.205,0.095,-0.375,0.117,-0.362,0.11
DVU3103,-0.35,-0.035,-0.17,-0.028,-0.252,-0.007,-0.256,-0.045
DVU3104,-0.227,-0.138,-0.19,-0.044,-0.203,-0.075,-0.195,-0.099
DVU3105,-0.257,-0.046,-0.152,0.005,-0.183,-0.024,-0.239,0.046
DVU3106,-0.409,0.018,-0.186,0.022,-0.334,0.035,-0.286,0.013
DVU3107,-0.381,0.002,-0.185,0.001,-0.263,0.007,-0.318,0.014
DVU3108,-0.398,0.023,-0.197,0.012,-0.307,0.032,-0.307,0.044
DVU3109,-0.547,0.167,-0.286,0.09,-0.525,0.203,-0.349,0.045
DVU3110,-0.377,0.01,-0.209,0.014,-0.333,0.059,-0.275,-0.003
DVU3111,-0.372,-0.024,-0.198,-0.024,-0.29,-0.038,-0.313,-0.002
DVU3112,-0.261,-0.021,-0.17,-0.019,-0.232,-0.003,-0.209,-0.038
DVU3113,-0.346,-0.019,-0.172,-0.028,-0.245,0.006,-0.275,-0.028
DVU3114,-0.417,0.017,-0.218,-0.005,-0.337,0.033,-0.327,-0.003
DVU3115,-0.385,0.116,-0.184,0.084,-0.353,0.097,-0.25,0.076
DVU3116,-0.314,-0.025,-0.195,-0.013,-0.217,-0.023,-0.282,-0.003
DVU3117,-0.342,-0.012,-0.181,-0.002,-0.313,0.027,-0.237,-0.05
DVU3118,-0.334,-0.028,-0.177,0.031,-0.234,0.009,-0.259,0.038
DVU3119,-0.362,0.035,-0.184,0.028,-0.268,0.02,-0.287,0.05
DVU3120,-0.383,0.075,-0.223,0.046,-0.338,0.087,-0.292,0.014
DVU3121,-0.391,-0.007,-0.192,0.002,-0.337,0,-0.265,0.003
DVU3122,-0.515,0.162,-0.277,0.033,-0.461,0.107,-0.392,0.11
DVU3123,-0.398,0.07,-0.2,0.063,-0.317,0.075,-0.312,0.09
DVU3124,-0.403,0.048,-0.185,-0.083,-0.33,0.075,-0.267,-0.084
DVU3125,-0.338,-0.034,-0.169,-0.042,-0.223,-0.038,-0.297,-0.027
DVU3127,-0.309,-0.064,-0.171,-0.027,-0.201,-0.044,-0.256,-0.038
DVU3128,-0.391,0.049,-0.188,-0.031,-0.302,-0.003,-0.304,0.039
DVU3129,-0.349,-0.006,-0.124,-0.083,-0.229,-0.063,-0.312,-0.033
DVU3130,-0.43,0.149,-0.2,0.115,-0.312,0.105,-0.338,0.165
DVU3131,-0.403,0.042,-0.198,0.004,-0.264,0.001,-0.364,0.051
DVU3132,-0.34,0.029,-0.174,0.013,-0.249,0.024,-0.255,0.039
DVU3133,-0.319,-0.062,-0.189,-0.037,-0.221,-0.042,-0.271,-0.029
DVU3134,-0.367,-0.026,-0.214,-0.031,-0.263,-0.012,-0.313,-0.017
DVU3135,-0.477,0.113,-0.239,0.045,-0.406,0.1,-0.339,0.058
DVU3136,-0.318,0.024,-0.181,0.008,-0.269,0.038,-0.242,0.016
DVU3137,-0.338,-0.006,-0.173,0.019,-0.269,0.007,-0.258,0.009
DVU3138,-0.598,0.215,-0.277,0.028,-0.389,0.158,-0.49,0.119
DVU3139,-0.418,0.056,-0.217,0.065,-0.345,0.086,-0.322,0.072
DVU3140,-0.385,-0.013,-0.21,-0.015,-0.293,0.013,-0.296,-0.035
DVU3141,-0.334,-0.012,-0.163,-0.056,-0.276,0.036,-0.239,-0.045
DVU3142,-0.38,0.018,-0.198,0.009,-0.334,0.041,-0.243,-0.001
DVU3143,-0.375,0.051,-0.19,0.012,-0.281,0.012,-0.327,0.052
DVU3144,-0.378,0.01,-0.21,-0.002,-0.296,0,-0.316,0.032
DVU3145,-0.492,0.083,-0.237,0.048,-0.363,0.059,-0.382,0.074
DVU3146,-0.401,0.07,-0.207,0.02,-0.345,0.081,-0.304,0.018
DVU3147,-0.369,0.046,-0.206,0.034,-0.298,0.056,-0.299,0.044
DVU3148,-0.337,-0.02,-0.197,-0.013,-0.308,-0.007,-0.245,-0.013
DVU3149,-0.328,-0.018,-0.195,-0.003,-0.259,-0.003,-0.262,0.025
DVU3150,-0.299,-0.074,-0.163,-0.024,-0.175,-0.049,-0.238,-0.025
DVU3151,-0.38,0.038,-0.206,0.017,-0.304,0.034,-0.289,0.041
DVU3152,-0.309,-0.015,-0.161,0.006,-0.205,-0.014,-0.258,0.014
DVU3153,-0.398,0.102,-0.198,0.098,-0.253,0.141,-0.328,0.134
DVU3154,-0.387,0.018,-0.209,-0.026,-0.32,0.037,-0.28,-0.035
DVU3155,-0.366,0.009,-0.209,-0.001,-0.289,0.005,-0.293,0.011
DVU3156,-0.33,-0.018,-0.184,-0.023,-0.24,-0.012,-0.278,-0.007
DVU3157,-0.32,0.009,-0.179,0.003,-0.234,0.024,-0.278,0.015
DVU3158,-0.399,0.071,-0.189,0.054,-0.317,0.059,-0.302,0.058
DVU3159,-0.366,0.038,-0.189,0.02,-0.292,0.043,-0.262,0.02
DVU3160,-0.365,0.054,-0.156,0.079,-0.261,-0.003,-0.348,0.098
DVU3161,-0.379,0,-0.199,0.005,-0.265,-0.008,-0.313,0.028
DVU3162,-0.333,-0.068,-0.187,-0.043,-0.216,-0.058,-0.304,-0.028
DVU3163,-0.369,-0.025,-0.203,-0.02,-0.291,-0.016,-0.297,0.007
DVU3164,-0.38,-0.003,-0.218,-0.004,-0.3,0.002,-0.312,0.02
DVU3165,-0.335,-0.014,-0.193,0.02,-0.271,-0.022,-0.277,0.055
DVU3166,-0.337,-0.02,-0.17,0.027,-0.236,0.026,-0.279,0.016
DVU3167,-0.349,-0.033,-0.196,0.005,-0.239,-0.03,-0.311,0.012
DVU3168,-0.348,-0.005,-0.186,0.014,-0.247,-0.002,-0.306,0.022
DVU3169,-0.407,0.017,-0.222,-0.014,-0.31,0.017,-0.324,0.015
DVU3170,-0.388,0.007,-0.202,0.005,-0.325,0.015,-0.314,0.003
DVU3171,-0.333,-0.033,-0.233,-0.002,-0.295,0.013,-0.293,0.03
DVU3172,-0.299,-0.103,-0.185,-0.078,-0.244,-0.077,-0.234,-0.097
DVU3173,-0.299,-0.061,-0.163,-0.004,-0.227,-0.01,-0.173,-0.023
DVU3174,-0.401,0.064,-0.206,-0.004,-0.323,0.038,-0.319,0.008
DVU3175,-0.316,0.066,-0.153,0.024,-0.291,0.021,-0.218,0.094
DVU3176,-0.356,-0.029,-0.203,-0.008,-0.261,-0.011,-0.288,-0.007
DVU3177,-0.395,0.053,-0.242,0.005,-0.296,-0.051,-0.355,0.101
DVU3178,-0.336,-0.071,-0.185,-0.025,-0.262,-0.066,-0.266,-0.011
DVU3179,-0.342,-0.008,-0.187,-0.016,-0.24,-0.009,-0.302,-0.011
DVU3180,-0.335,-0.021,-0.175,-0.015,-0.234,-0.023,-0.278,0.012
DVU3181,-0.34,-0.032,-0.205,-0.023,-0.275,-0.005,-0.271,-0.029
DVU3182,-0.373,-0.074,-0.227,-0.053,-0.256,-0.067,-0.309,-0.036
DVU3183,-0.322,-0.04,-0.209,0.032,-0.28,0.015,-0.26,0.001
DVU3184,-0.402,0.034,-0.204,0.031,-0.383,0.04,-0.294,0.015
DVU3185,-0.386,-0.031,-0.214,-0.014,-0.288,-0.035,-0.322,0.024
DVU3186,-0.383,0.059,-0.208,0.017,-0.291,0.031,-0.311,0.077
DVU3187,-0.326,-0.061,-0.196,-0.054,-0.25,-0.025,-0.252,-0.071
DVU3188,-0.386,0.019,-0.205,0.003,-0.289,0.021,-0.32,0.024
DVU3189,-0.315,-0.016,-0.157,-0.049,-0.244,-0.011,-0.245,-0.036
DVU3190,-0.317,-0.075,-0.195,-0.054,-0.24,-0.053,-0.264,-0.056
DVU3191,-0.379,0.016,-0.193,0.005,-0.277,0.026,-0.299,0.018
DVU3192,-0.325,0.006,-0.163,-0.007,-0.249,0.004,-0.25,0.013
DVU3193,-0.382,0.035,-0.203,0.008,-0.328,0.025,-0.3,0.032
DVU3194,-0.361,-0.018,-0.203,-0.015,-0.265,-0.012,-0.284,0.001
DVU3195,-0.369,-0.039,-0.19,-0.042,-0.295,0.004,-0.275,-0.043
DVU3196,-0.324,0.038,-0.172,0.026,-0.252,0.053,-0.258,0.017
DVU3197,-0.365,-0.035,-0.21,-0.016,-0.255,-0.017,-0.306,-0.011
DVU3198,-0.339,0.006,-0.184,-0.013,-0.254,-0.005,-0.27,0.022
DVU3199,-0.262,-0.081,-0.173,-0.049,-0.176,-0.047,-0.204,-0.05
DVU3200,-0.327,-0.013,-0.169,-0.023,-0.242,-0.025,-0.254,0.011
DVU3201,-0.381,0.073,-0.203,0.025,-0.318,0.065,-0.295,0.043
DVU3202,-0.379,0.082,-0.169,0.023,-0.315,0.09,-0.255,0.038
DVU3203,-0.315,-0.002,-0.162,0.002,-0.286,0.05,-0.198,-0.022
DVU3204,-0.384,-0.005,-0.198,-0.013,-0.272,-0.012,-0.317,0.01
DVU3205,-0.313,0.026,-0.173,0.013,-0.237,0.024,-0.269,0.031
DVU4012,-0.285,-0.122,-0.14,-0.064,-0.18,-0.099,-0.247,-0.062
DVU3206,-0.324,-0.051,-0.195,-0.027,-0.226,-0.048,-0.292,-0.012
DVU3207,-0.345,-0.007,-0.191,-0.032,-0.263,-0.008,-0.268,0.002
DVU3208,-0.351,-0.006,-0.213,-0.009,-0.284,0.017,-0.278,0.023
DVU3209,-0.481,0.122,-0.314,0.108,-0.48,0.072,-0.386,0.12
DVU3210,-0.345,-0.024,-0.192,-0.033,-0.283,-0.027,-0.274,-0.003
DVU3211,-0.489,0.069,-0.239,0.069,-0.419,0.115,-0.308,0.037
DVU3212,-0.351,-0.053,-0.205,-0.032,-0.25,-0.04,-0.288,-0.033
DVU3213,-0.416,0.062,-0.204,0.011,-0.387,-0.041,-0.264,0.096
DVU3214,-0.361,-0.002,-0.203,-0.03,-0.308,0.002,-0.275,-0.019
DVU3215,-0.353,-0.098,-0.199,-0.031,-0.308,-0.081,-0.243,-0.034
DVU3216,-0.315,-0.032,-0.174,0.01,-0.235,-0.013,-0.257,0.01
DVU3217,-0.278,-0.065,-0.125,-0.04,-0.237,-0.013,-0.143,-0.075
DVU3218,-0.426,-0.008,-0.229,0.01,-0.321,0.006,-0.364,0.02
DVU3219,-0.348,-0.003,-0.187,-0.024,-0.275,-0.014,-0.275,0.001
DVU3220,-0.342,-0.054,-0.191,-0.016,-0.284,-0.042,-0.248,-0.023
DVU3221,-0.372,-0.08,-0.226,-0.052,-0.291,-0.044,-0.296,-0.038
DVU3222,-0.323,-0.016,-0.173,-0.025,-0.26,-0.008,-0.248,-0.001
DVU3223,-0.363,-0.013,-0.199,-0.014,-0.287,0.012,-0.287,-0.026
DVU3224,-0.407,0.016,-0.211,-0.021,-0.377,0.04,-0.267,-0.028
DVU3225,-0.23,-0.068,-0.143,-0.02,-0.192,-0.054,-0.159,-0.017
DVU3226,-0.303,0.008,-0.137,0.024,-0.222,0.056,-0.209,-0.017
DVU3227,-0.254,-0.086,-0.151,-0.054,-0.203,-0.067,-0.192,-0.084
DVU3228,-0.329,-0.067,-0.189,-0.031,-0.215,-0.076,-0.265,0.033
DVU3229,-0.274,-0.033,-0.186,0.027,-0.235,-0.015,-0.233,0.028
DVU3230,-0.342,-0.045,-0.19,-0.038,-0.299,0.005,-0.212,-0.076
DVU3231,-0.324,-0.02,-0.195,0,-0.291,0.006,-0.235,-0.019
DVU3232,-0.327,-0.046,-0.176,-0.043,-0.234,-0.017,-0.247,-0.035
DVU3233,-0.367,0.025,-0.192,0.02,-0.28,0.02,-0.268,0.03
DVU3234,-0.324,-0.02,-0.162,-0.024,-0.286,0.028,-0.199,-0.039
DVU3235,-0.319,-0.014,-0.204,0.01,-0.268,0.02,-0.252,0.002
DVU3236,-0.298,-0.03,-0.166,-0.022,-0.238,0.006,-0.216,-0.025
DVU3237,-0.361,0.024,-0.186,0.028,-0.301,0.053,-0.274,0.015
DVU3238,-0.319,-0.061,-0.193,0.003,-0.26,-0.036,-0.231,-0.004
DVU3239,-0.449,0.079,-0.217,0.046,-0.352,0.082,-0.336,0.079
DVU3240,-0.372,0.042,-0.209,0.03,-0.262,0.037,-0.334,0.059
DVU3241,-0.401,0.068,-0.202,0.03,-0.341,0.073,-0.285,0.039
DVU3242,-0.35,-0.024,-0.201,-0.016,-0.258,-0.045,-0.316,0.035
DVU3243,-0.296,-0.039,-0.166,-0.044,-0.199,-0.04,-0.253,-0.04
DVU3244,-0.383,0.047,-0.183,-0.015,-0.36,0.015,-0.272,-0.001
DVU3245,-0.309,-0.027,-0.172,0.015,-0.204,-0.031,-0.266,0.019
DVU3246,-0.362,0.054,-0.178,0.012,-0.257,0.039,-0.305,0.03
DVU3247,-0.345,-0.023,-0.211,-0.006,-0.252,-0.018,-0.316,-0.001
DVU3248,-0.372,-0.033,-0.195,-0.025,-0.26,-0.019,-0.302,-0.009
DVU3249,-0.339,-0.055,-0.211,-0.041,-0.276,-0.068,-0.293,-0.001
DVU3250,-0.346,0.047,-0.185,0.058,-0.261,0.032,-0.305,0.079
DVU3251,-0.432,0.067,-0.213,0.049,-0.385,0.091,-0.289,0.064
DVU3252,-0.447,0.067,-0.24,-0.033,-0.353,-0.02,-0.381,0.085
DVU3253,-0.302,-0.021,-0.164,-0.032,-0.173,-0.047,-0.29,-0.012
DVU3254,-0.337,0.022,-0.197,-0.005,-0.264,0.002,-0.281,0.03
DVU3255,-0.374,-0.029,-0.176,-0.009,-0.311,0.005,-0.255,-0.006
DVU3256,-0.345,0.053,-0.183,0.01,-0.269,0.045,-0.264,0.044
DVU3257,-0.351,0.002,-0.181,-0.018,-0.315,0.026,-0.236,-0.023
DVU3258,-0.316,-0.026,-0.182,0.004,-0.228,-0.013,-0.267,0.013
DVU3259,-0.363,0.054,-0.181,0.03,-0.316,0.072,-0.253,0.031
DVU3260,-0.28,-0.057,-0.17,-0.022,-0.221,-0.075,-0.237,-0.025
DVU3261,-0.414,0.056,-0.195,0.062,-0.343,0.086,-0.287,0.053
DVU3262,-0.362,0.021,-0.205,0.006,-0.291,0.011,-0.302,0.036
DVU3263,-0.352,0.034,-0.215,-0.019,-0.263,0.001,-0.295,0.038
DVU3264,-0.364,0.048,-0.18,0.01,-0.299,0.054,-0.272,0.021
DVU3265,-0.384,-0.015,-0.191,-0.02,-0.262,-0.05,-0.36,0.012
DVU3266,-0.318,0.026,-0.153,0.004,-0.286,0.059,-0.2,-0.004
DVU3267,-0.338,-0.018,-0.173,-0.048,-0.276,-0.049,-0.287,0.028
DVU3268,-0.404,0.05,-0.195,-0.003,-0.308,0.032,-0.322,0.04
DVU3269,-0.329,0.013,-0.175,0.014,-0.258,0.017,-0.245,0.029
DVU3270,-0.396,0.008,-0.196,-0.008,-0.307,0.047,-0.284,-0.026
DVU3271,-0.365,0.01,-0.2,0.023,-0.28,0.039,-0.291,0.031
DVU3272,-0.237,-0.018,-0.163,0.034,-0.201,0.011,-0.211,0.017
DVU3273,-0.311,0.011,-0.185,0.044,-0.263,0.033,-0.264,0.031
DVU3274,-0.378,0.044,-0.214,0.011,-0.289,0.043,-0.326,0.027
DVU3275,-0.323,-0.007,-0.233,0.01,-0.238,0.077,-0.32,-0.047
DVU3276,-0.372,-0.045,-0.218,-0.035,-0.353,-0.067,-0.247,0.064
DVU3277,-0.299,0.033,-0.143,-0.014,-0.322,-0.046,-0.155,0.035
DVU3278,-0.35,-0.008,-0.191,-0.022,-0.278,-0.012,-0.269,-0.008
DVU3279,-0.324,-0.044,-0.209,-0.048,-0.25,-0.042,-0.285,-0.031
DVU3281,-0.351,0.02,-0.19,-0.02,-0.227,0.009,-0.286,0.028
DVU3282,-0.353,0.031,-0.205,0.034,-0.295,0.032,-0.281,0.049
DVU3283,-0.371,-0.052,-0.158,0.006,-0.228,-0.022,-0.24,-0.046
DVU3284,-0.381,-0.041,-0.225,-0.013,-0.258,-0.059,-0.344,0.025
DVU3285,-0.369,0.085,-0.173,-0.004,-0.368,0.057,-0.251,0.083
DVU3286,-0.537,0.17,-0.311,0.075,-0.371,0.081,-0.476,0.192
DVU3287,-0.376,0.027,-0.184,0.011,-0.311,0.035,-0.266,0.022
DVU3288,-0.429,0.068,-0.263,-0.058,-0.321,0.025,-0.408,0.023
DVU3289,-0.426,0.019,-0.209,0.006,-0.41,0.043,-0.248,-0.002
DVU3290,-0.349,0.043,-0.193,0.028,-0.248,0.031,-0.302,0.04
DVU3291,-0.367,0.023,-0.21,-0.011,-0.287,0.017,-0.31,0.016
DVU3292,-0.355,0.017,-0.215,0.006,-0.303,0.048,-0.275,0.004
DVU3293,-0.358,-0.011,-0.189,-0.007,-0.271,-0.007,-0.289,0.006
DVU3294,-0.374,0.023,-0.203,0.014,-0.297,0.037,-0.287,0.03
DVU3295,-0.489,0.089,-0.277,0.046,-0.408,0.086,-0.4,0.065
DVU3296,-0.378,0.005,-0.194,-0.048,-0.231,-0.031,-0.344,0.056
DVU3297,-0.403,0.027,-0.215,-0.005,-0.317,0.005,-0.313,0.017
DVU3298,-0.368,0.008,-0.213,0.007,-0.297,0.026,-0.293,0.019
DVU3299,-0.396,-0.007,-0.212,0.008,-0.307,-0.007,-0.319,0.03
DVU3300,-0.474,0.116,-0.253,0.097,-0.319,0.117,-0.403,0.156
DVU3301,-0.335,0.035,-0.181,0.03,-0.292,0.004,-0.24,0.052
DVU3302,-0.33,-0.002,-0.188,-0.004,-0.234,0.018,-0.26,-0.004
DVU3303,-0.315,-0.005,-0.175,0.01,-0.251,-0.013,-0.247,0.025
DVU3305,-0.317,-0.061,-0.171,-0.024,-0.248,-0.045,-0.234,-0.027
DVU3306,-0.299,0.036,-0.104,0.012,-0.224,0.06,-0.189,0.017
DVU3307,-0.426,0.027,-0.245,-0.038,-0.335,0.024,-0.322,-0.007
DVU3308,-0.4,0.003,-0.212,0.003,-0.296,0.005,-0.318,0.041
DVU3309,-0.356,0.022,-0.2,0.026,-0.287,-0.001,-0.304,0.037
DVU3310,-0.324,-0.023,-0.205,-0.008,-0.224,-0.022,-0.299,0.018
DVU3311,-0.333,-0.002,-0.21,-0.069,-0.296,-0.034,-0.235,0.001
DVU3312,-0.345,-0.007,-0.215,0.007,-0.287,-0.032,-0.267,0.034
DVU3313,-0.339,0.065,-0.177,0.031,-0.268,0.043,-0.268,0.062
DVU3314,-0.331,0.021,-0.196,-0.003,-0.265,0.021,-0.278,0.006
DVU3315,-0.36,0.065,-0.178,0.046,-0.267,0.04,-0.292,0.072
DVU3316,-0.33,-0.021,-0.179,-0.034,-0.242,-0.032,-0.274,-0.006
DVU3317,-0.386,0.062,-0.22,0.041,-0.312,0.069,-0.326,0.095
DVU3318,-0.523,0.144,-0.212,0.163,-0.453,0.214,-0.282,0.113
DVU3319,-0.324,-0.027,-0.186,-0.036,-0.231,-0.03,-0.284,-0.016
DVU3320,-0.38,0.049,-0.181,0.047,-0.352,0.102,-0.239,-0.004
DVU3322,-0.382,0.068,-0.185,0.033,-0.297,0.073,-0.3,0.024
DVU3323,-0.398,0.021,-0.192,-0.003,-0.32,0.043,-0.29,0.014
DVU3324,-0.409,-0.018,-0.199,-0.013,-0.305,-0.011,-0.316,0.006
DVU3326,-0.369,0.011,-0.255,-0.056,-0.4,0.073,-0.239,-0.054
DVU3327,-0.421,-0.007,-0.214,-0.047,-0.366,0.001,-0.276,-0.022
DVU3328,-0.406,0.059,-0.215,0.028,-0.353,0.072,-0.324,0.014
DVU3329,-0.286,-0.135,-0.211,-0.155,-0.33,-0.143,-0.209,-0.131
DVU3330,-0.251,-0.039,-0.166,-0.005,-0.193,-0.008,-0.215,-0.058
DVU3331,-0.326,0.04,-0.138,-0.002,-0.224,0.012,-0.278,0.034
DVU3332,-0.375,-0.029,-0.201,-0.031,-0.287,-0.01,-0.292,-0.017
DVU3333,-0.438,0.025,-0.241,0.003,-0.362,0.028,-0.32,0.039
DVU3334,-0.342,0.006,-0.156,0.006,-0.233,-0.003,-0.256,0.028
DVU3335,-0.351,-0.003,-0.175,0.007,-0.266,0.02,-0.241,0.02
DVU3336,-0.344,0.026,-0.176,-0.002,-0.251,0.01,-0.249,0.039
DVU3337,-0.357,-0.08,-0.198,-0.046,-0.287,0.006,-0.275,-0.102
DVU3338,-0.367,-0.047,-0.2,-0.03,-0.27,-0.036,-0.293,-0.013
DVU3339,-0.337,-0.042,-0.188,-0.025,-0.266,-0.019,-0.266,-0.026
DVU3340,-0.411,0.06,-0.175,0.057,-0.261,0.06,-0.374,0.053
