kmer_2_AA,kmer_2_AC,kmer_2_AG,kmer_2_AT,kmer_2_CA,kmer_2_CC,kmer_2_CG,kmer_2_CT,kmer_2_GA,kmer_2_GC,kmer_2_GG,kmer_2_GT,kmer_2_TA,kmer_2_TC,kmer_2_TG,kmer_2_TT
DVU2981,62,122,77,55,134,152,184,65,98,169,117,72,21,92,79,30
DVU2982,35,95,46,39,96,124,160,70,71,149,122,63,12,82,78,17
DVU2983,19,35,15,28,39,35,67,22,29,61,49,22,9,32,31,10
DVU2984,39,74,38,28,69,93,129,60,57,130,83,47,14,54,67,25
DVU2985,30,74,34,39,75,106,142,58,61,131,97,54,11,70,70,21
DVU2986,8,24,15,16,15,23,53,29,30,43,42,27,9,30,33,25
DVU2987,5,15,13,14,18,16,30,14,23,32,26,24,1,15,36,17
DVU2988,24,37,42,26,41,46,88,27,63,77,58,33,1,42,43,17
DVU2989,24,85,50,31,89,122,135,75,66,146,118,31,11,68,58,36
DVU2990,54,137,71,67,139,213,238,117,109,234,177,84,26,123,119,44
DVU2991,39,95,49,51,111,120,101,64,63,107,64,41,22,74,61,29
DVU2992,58,131,45,59,125,178,182,121,84,195,103,59,25,102,112,37
DVU2993,45,194,77,94,187,325,343,169,149,343,193,108,29,162,180,65
DVU2994,31,75,35,29,60,115,139,69,64,140,63,39,15,53,69,32
DVU2995,18,71,44,37,69,102,151,69,64,153,110,65,19,65,87,39
DVU2996,12,47,36,23,50,77,120,45,47,115,102,71,9,53,77,39
DVU2997,12,50,22,32,46,74,91,54,43,103,71,38,15,38,71,16
DVU2998,25,83,49,38,79,121,163,77,70,164,153,80,22,72,101,37
DVU2999,9,53,39,21,52,66,105,38,53,99,102,56,9,43,63,19
DVU3000,21,58,33,38,48,106,157,79,66,159,127,70,15,67,105,41
DVU3001,6,50,29,30,47,75,108,47,47,102,68,47,15,50,59,17
DVU3002,34,74,46,41,70,92,141,72,74,138,111,53,18,71,77,36
DVU3003,42,86,52,48,84,89,133,69,79,131,74,39,22,69,65,30
DVU3004,68,138,74,63,149,197,227,107,111,215,130,89,15,130,114,47
DVU3005,35,73,37,35,65,107,132,62,61,117,95,44,18,69,54,30
DVU3006,28,98,46,45,84,150,184,76,89,161,116,57,16,85,77,49
DVU3007,22,93,41,41,99,133,163,70,60,166,101,48,16,73,70,27
DVU3008,25,71,36,40,78,134,146,62,62,152,84,32,7,63,64,20
DVU3009,34,80,33,32,78,108,123,62,58,123,69,33,9,60,58,23
DVU3010,24,81,48,46,95,133,153,61,61,152,86,52,18,76,65,27
DVU3011,18,53,34,22,52,66,98,53,45,105,70,38,13,45,55,27
DVU3012,37,127,51,55,122,218,209,134,80,225,158,67,31,113,112,60
DVU3013,52,112,74,70,138,165,195,106,98,214,146,64,19,113,108,32
DVU3014,48,150,66,64,140,231,282,143,115,272,163,79,24,143,119,54
DVU3015,18,40,20,19,33,47,64,41,34,61,49,26,12,37,37,28
DVU3016,69,76,74,103,98,84,104,89,105,109,78,87,50,106,123,90
DVU3017,37,72,38,31,57,78,129,59,60,120,116,58,23,53,72,28
DVU3018,40,78,58,42,80,87,125,70,78,122,83,63,20,75,80,32
DVU3019,37,93,58,54,98,120,183,89,85,165,123,80,21,112,90,49
DVU3020,17,28,22,7,22,22,46,19,27,39,34,21,7,20,20,17
DVU3021,21,63,50,53,82,124,159,67,67,165,156,103,16,80,127,37
DVU3022,130,248,145,138,283,343,381,207,208,362,253,145,40,261,189,86
DVU3023,63,100,74,44,114,139,151,90,88,155,106,60,16,100,78,46
DVU3024,15,9,8,6,15,17,16,8,7,19,12,5,2,11,7,10
DVU3025,181,249,189,118,266,401,411,215,241,386,236,175,49,257,202,71
DVU3026,44,69,57,75,129,189,168,135,52,188,124,106,19,175,122,60
DVU3027,69,95,79,45,116,160,167,64,89,146,76,71,13,106,61,28
DVU3028,54,77,69,48,88,112,123,83,91,130,94,69,14,87,99,30
DVU3029,94,155,107,85,187,213,245,121,133,225,121,96,27,173,102,30
DVU3030,56,88,63,47,97,116,142,63,82,124,71,65,18,90,67,19
DVU3031,38,86,39,32,76,100,154,60,65,127,90,59,16,77,58,14
DVU3032,33,35,43,27,43,60,64,41,53,69,32,25,9,44,40,11
DVU3033,111,139,124,77,176,224,234,111,144,247,128,105,19,135,139,40
DVU3034,2,6,6,11,11,5,5,3,8,8,5,7,4,5,12,3
DVU3035,88,131,113,68,167,153,215,71,127,209,144,77,18,113,85,32
DVU3036,11,40,31,32,48,93,118,58,49,131,112,72,7,53,102,35
DVU3037,25,56,40,32,43,66,113,47,70,100,88,42,15,47,59,29
DVU3038,3,2,2,10,9,8,5,5,2,8,12,4,3,9,7,15
DVU3039,22,32,29,35,37,56,80,40,48,83,72,45,10,42,68,26
DVU3040,8,11,5,8,11,13,25,18,6,28,26,18,7,15,22,12
DVU3041,10,13,21,13,28,31,23,17,14,37,23,7,5,18,14,7
DVU3042,8,16,9,10,14,22,28,20,18,24,8,11,3,22,16,7
DVU3043,19,95,23,41,84,118,129,61,57,128,71,39,18,51,72,25
DVU3044,32,34,53,31,65,73,88,39,43,109,88,60,11,49,71,35
DVU3045,98,205,131,115,221,272,303,174,198,304,244,115,32,189,183,83
DVU3046,12,53,25,40,46,83,142,70,65,140,124,83,7,65,121,30
DVU3047,22,55,44,31,58,88,108,51,55,110,102,55,17,52,68,31
DVU3048,41,69,56,47,78,117,120,44,83,93,69,60,11,80,60,21
DVU3049,11,31,21,28,32,25,45,16,35,37,38,17,13,25,23,16
DVU3050,2,18,8,8,22,22,51,36,9,59,64,34,3,32,43,23
DVU3051,8,20,16,7,12,43,48,22,28,46,47,23,3,16,33,17
DVU3052,80,116,119,42,111,158,242,136,143,241,182,91,23,132,114,49
DVU3053,26,52,41,33,57,84,117,40,59,100,90,47,9,62,49,27
DVU3054,22,82,38,34,71,125,134,66,71,133,107,46,11,56,79,19
DVU3055,79,100,91,48,116,131,154,81,102,157,112,66,20,94,81,37
DVU3056,15,38,29,30,40,65,82,30,40,83,62,32,16,31,45,15
DVU3057,42,105,56,49,118,162,176,98,77,187,128,56,16,100,87,36
DVU3058,110,275,156,143,314,369,445,213,228,429,278,132,32,268,188,91
DVU3059,51,80,78,60,89,125,161,83,108,157,141,71,20,96,98,48
DVU3060,9,10,6,14,11,9,8,13,10,10,10,11,9,12,17,5
DVU3061,93,167,102,106,187,209,245,121,154,236,187,103,34,150,146,54
DVU3062,72,145,148,121,169,240,390,172,205,388,358,213,39,198,269,115
DVU3063,15,58,47,47,73,126,195,119,65,217,236,119,15,112,158,86
DVU3064,50,118,81,54,134,170,210,112,108,213,132,72,10,125,103,38
DVU3065,52,108,84,75,117,137,180,79,115,163,147,100,34,105,115,41
DVU3066,25,33,42,23,41,52,57,28,44,60,51,23,12,33,29,16
DVU3067,58,193,86,92,191,289,285,160,150,287,203,101,30,156,167,71
DVU3068,92,160,117,93,173,236,292,144,166,288,191,105,31,161,150,84
DVU3069,38,91,54,36,83,153,157,75,80,143,116,72,17,81,85,41
DVU3070,10,21,21,15,19,35,55,25,31,49,37,25,7,29,29,20
DVU3071,119,228,181,120,265,315,424,181,223,393,328,205,41,249,216,75
DVU3072,13,66,48,59,80,183,205,142,64,223,256,159,28,138,194,76
DVU3073,21,70,32,26,75,101,114,52,44,108,76,45,9,63,51,24
DVU3074,14,44,23,26,49,75,87,80,28,112,88,59,15,60,90,37
DVU3075,13,33,6,14,30,32,29,13,15,25,17,8,8,14,13,2
DVU3076,19,38,23,22,46,64,65,38,32,68,39,21,5,43,33,25
DVU3077,23,46,26,27,50,94,84,44,41,81,62,43,8,51,55,26
DVU3078,12,11,10,15,14,6,19,9,14,24,18,14,8,7,24,7
DVU3079,18,42,22,24,38,67,65,35,36,57,52,32,14,39,38,23
DVU3080,34,27,33,19,36,30,31,21,37,37,20,13,6,24,23,7
DVU3081,13,40,33,47,68,87,88,74,32,99,75,50,20,91,60,25
DVU3082,71,85,137,71,126,124,194,76,146,207,173,86,21,104,108,34
DVU3083,14,11,7,11,16,19,15,9,9,17,11,3,4,12,7,11
DVU3084,32,12,31,25,30,25,28,15,29,44,30,15,9,17,29,15
DVU3085,4,20,11,11,20,27,25,12,16,20,18,12,6,17,12,14
DVU3086,39,125,55,82,155,233,207,97,84,230,152,72,23,104,124,41
DVU3087,15,39,19,23,41,66,87,36,36,84,65,27,4,41,41,17
DVU3088,56,130,104,54,147,173,215,90,116,225,118,62,25,97,84,37
DVU3089,20,39,29,15,37,39,55,37,33,54,31,21,13,36,24,23
DVU3090,29,79,47,50,83,111,137,56,71,126,114,74,23,71,86,48
DVU3091,22,76,43,54,92,168,173,90,69,175,102,50,12,104,78,38
DVU3092,27,45,27,30,43,53,54,46,45,55,40,30,13,43,50,46
DVU3093,14,15,13,8,12,29,23,9,22,21,12,13,2,8,20,6
DVU3094,40,37,30,23,44,44,64,37,37,60,36,22,9,48,25,19
DVU3095,20,26,19,26,33,20,33,22,27,39,23,18,11,23,32,14
DVU3096,4,12,10,9,15,20,23,21,11,24,25,18,6,23,19,11
DVU3097,54,82,84,53,97,120,137,86,84,138,102,53,37,100,55,37
DVU3098,12,9,6,14,13,27,24,5,10,25,14,9,6,8,14,7
DVU3099,18,35,34,25,58,60,74,42,29,86,62,42,6,53,50,18
DVU3100,24,29,26,18,26,30,43,24,36,28,33,27,10,36,23,6
DVU3101,74,55,79,27,69,123,113,40,79,119,91,35,12,48,42,19
DVU3102,6,28,27,24,36,67,68,27,30,74,60,42,12,29,52,5
DVU3103,57,85,61,42,102,136,138,79,69,123,115,88,16,111,82,66
DVU3104,30,22,35,15,26,47,56,29,38,52,29,32,8,37,31,16
DVU3105,5,6,5,3,8,11,16,7,3,15,11,6,2,10,4,13
DVU3106,43,92,78,85,118,125,177,129,106,213,230,141,31,119,205,75
DVU3107,68,146,83,57,160,198,192,94,101,194,138,73,25,106,93,41
DVU3108,17,58,41,62,86,116,153,113,51,166,144,99,23,128,123,47
DVU3109,6,10,9,13,10,13,19,7,15,21,15,17,6,5,26,8
DVU3110,54,104,66,82,106,141,206,88,117,192,177,88,28,104,126,42
DVU3111,19,44,27,24,36,78,84,37,43,71,76,52,16,42,55,30
DVU3112,39,38,50,32,51,59,90,48,56,96,65,36,12,55,49,27
DVU3113,39,70,53,49,87,107,119,64,69,118,109,50,16,82,65,30
DVU3114,18,55,30,31,49,72,98,39,50,88,65,37,17,43,47,19
DVU3115,12,6,9,10,10,10,22,12,13,26,29,19,3,12,26,14
DVU3116,65,113,73,66,134,158,181,91,100,170,117,62,18,123,78,40
DVU3117,30,56,29,21,41,54,70,29,50,61,52,14,15,23,26,13
DVU3118,14,15,19,20,22,22,29,18,27,29,22,12,4,25,21,6
DVU3119,77,120,76,66,135,177,181,101,99,176,118,77,27,121,96,47
DVU3120,16,7,10,6,12,5,10,5,6,14,14,10,5,6,10,7
DVU3121,28,52,34,53,60,86,115,63,64,120,135,79,14,66,115,46
DVU3122,1,4,2,8,5,5,6,10,2,13,7,6,6,4,14,14
DVU3123,22,33,30,45,53,59,69,27,41,80,68,35,13,36,58,26
DVU3124,5,7,5,10,14,6,5,9,5,14,13,4,3,7,13,11
DVU3125,19,48,32,15,59,81,59,43,28,74,54,17,8,39,28,16
DVU3127,89,125,104,76,141,131,140,95,131,110,118,70,32,141,68,60
DVU3128,21,44,35,20,44,54,68,36,41,68,66,29,13,36,36,6
DVU3129,5,9,2,7,11,31,19,9,5,21,15,6,2,9,11,5
DVU3130,20,11,12,20,23,13,7,6,15,15,8,10,5,10,22,15
DVU3131,36,64,46,52,86,94,93,43,56,85,72,47,20,73,49,31
DVU3132,42,127,67,54,128,161,191,96,106,186,151,68,14,102,102,45
DVU3133,23,36,21,41,66,72,69,50,26,80,74,36,6,69,52,34
DVU3134,60,111,77,50,132,161,168,73,87,167,113,71,18,95,81,29
DVU3135,17,44,25,32,42,38,67,27,44,55,56,40,15,37,47,22
DVU3136,25,33,39,30,46,46,64,36,45,73,51,34,11,40,49,34
DVU3137,37,41,46,40,65,55,69,39,48,81,85,33,14,51,47,25
DVU3138,5,1,4,10,3,3,3,9,2,5,2,13,10,9,13,12
DVU3139,80,47,43,72,64,26,41,41,58,46,36,31,40,53,51,47
DVU3140,49,88,79,65,110,143,193,70,100,176,142,108,21,109,113,47
DVU3141,9,20,16,16,23,39,40,23,23,37,40,21,5,29,26,13
DVU3142,54,95,69,61,91,137,209,82,116,207,183,103,18,80,148,50
DVU3143,33,106,51,56,112,209,193,101,73,212,133,58,27,88,100,37
DVU3144,82,142,87,52,146,175,160,85,98,173,132,65,36,76,90,29
DVU3145,14,53,22,20,52,51,51,51,24,54,47,37,18,47,43,24
DVU3146,13,44,24,24,43,85,92,54,36,96,77,46,13,49,62,15
DVU3147,47,85,64,51,89,87,151,69,86,142,110,62,25,82,75,37
DVU3148,34,79,48,64,82,123,177,92,88,180,161,84,21,92,127,59
DVU3149,32,44,39,43,67,76,94,48,50,101,85,44,8,64,63,32
DVU3150,107,93,127,69,126,146,171,88,144,127,122,108,18,165,82,40
DVU3151,29,81,59,41,76,122,162,73,85,157,117,71,20,73,92,34
DVU3152,55,124,81,54,133,194,197,92,112,184,139,56,14,114,74,38
DVU3153,7,12,4,3,13,16,13,4,5,14,9,5,1,4,7,2
DVU3154,22,51,26,13,36,63,92,37,46,78,45,24,8,36,30,16
DVU3155,107,238,159,107,253,239,339,145,202,327,266,109,49,172,140,39
DVU3156,68,112,88,59,130,221,207,115,105,206,141,82,24,134,98,33
DVU3157,31,103,61,52,107,166,167,104,86,158,102,52,23,117,68,45
DVU3158,22,75,27,24,53,102,119,56,53,101,66,41,20,52,49,27
DVU3159,24,59,46,28,57,69,115,59,63,116,115,63,13,56,81,28
DVU3160,13,10,5,5,11,18,15,2,6,14,6,3,3,4,3,1
DVU3161,26,73,48,33,76,107,136,56,66,112,81,62,12,83,56,22
DVU3162,64,99,67,43,114,163,126,75,77,132,89,50,17,84,67,28
DVU3163,24,51,25,40,69,77,78,79,33,98,66,41,15,77,68,40
DVU3164,22,61,28,33,72,73,75,73,34,92,68,35,15,67,59,26
DVU3165,19,56,41,30,54,78,103,60,62,105,69,35,11,56,58,23
DVU3166,20,48,32,22,46,62,78,40,49,66,58,31,7,50,36,11
DVU3167,13,34,30,22,36,58,51,24,39,45,27,22,10,32,26,13
DVU3168,36,81,54,39,96,142,163,78,57,158,97,62,20,98,61,29
DVU3169,24,76,42,44,95,129,150,59,58,163,117,56,9,65,85,24
DVU3170,26,57,33,27,60,89,100,52,43,104,83,44,14,51,58,13
DVU3171,29,28,28,8,31,44,27,18,25,36,23,26,7,12,33,14
DVU3172,66,161,83,79,130,263,286,138,179,271,118,61,14,122,143,33
DVU3173,11,10,15,5,12,10,16,8,16,10,16,13,3,16,7,8
DVU3174,18,58,27,26,48,73,102,46,49,87,64,43,15,51,49,20
DVU3175,2,8,3,10,11,14,20,22,6,24,23,7,3,21,15,14
DVU3176,49,103,44,47,94,137,162,76,81,126,115,70,18,103,72,25
DVU3177,5,12,9,6,9,13,24,6,15,21,7,5,3,6,8,0
DVU3178,19,37,25,20,42,63,77,39,36,78,61,27,4,43,39,13
DVU3179,25,66,35,39,69,110,133,62,57,124,66,31,14,74,44,16
DVU3180,75,188,111,85,202,265,276,173,155,289,205,82,27,174,139,55
DVU3181,92,210,131,95,207,313,385,173,188,361,216,141,40,194,175,60
DVU3182,77,157,116,80,192,167,236,87,139,228,149,90,22,130,105,34
DVU3183,32,23,25,16,28,32,33,19,30,37,26,19,6,20,28,6
DVU3184,11,12,7,5,4,21,21,7,13,16,8,9,6,4,11,3
DVU3185,57,91,55,57,102,123,121,69,78,114,78,55,22,87,72,27
DVU3186,23,47,41,23,55,70,108,45,46,116,64,44,10,45,57,27
DVU3187,21,20,15,10,23,28,31,12,19,31,23,12,3,15,16,8
DVU3188,16,40,15,24,43,84,86,45,27,79,70,47,9,55,52,27
DVU3189,35,52,62,27,65,150,143,90,64,159,115,82,12,87,100,52
DVU3190,77,114,82,42,109,185,204,100,103,180,109,92,25,119,90,36
DVU3191,29,79,47,34,82,153,153,63,68,162,89,45,10,57,75,26
DVU3192,32,61,55,38,84,111,127,76,59,150,122,51,10,76,79,29
DVU3193,33,74,40,41,70,96,128,61,61,125,121,56,24,60,74,36
DVU3194,75,105,72,56,114,147,176,76,101,164,91,67,17,97,85,32
DVU3195,46,86,52,53,94,128,157,77,74,157,128,81,23,85,103,44
DVU3196,41,69,54,40,85,115,127,74,59,135,96,50,19,82,63,42
DVU3197,42,61,45,37,72,87,106,50,55,95,68,49,15,72,49,26
DVU3198,62,135,102,50,151,198,208,106,119,232,161,68,17,98,109,34
DVU3199,19,17,18,16,26,31,30,16,23,27,23,14,1,28,17,5
DVU3200,22,43,29,14,44,63,57,43,39,69,57,30,4,32,51,8
DVU3201,19,59,32,35,54,127,139,66,55,136,94,58,16,64,79,28
DVU3202,29,63,29,26,53,82,103,57,51,99,72,34,14,51,52,21
DVU3203,21,38,28,24,37,108,124,71,48,131,102,53,5,63,80,29
DVU3204,51,79,66,56,103,136,143,67,76,145,97,61,21,89,74,16
DVU3205,52,107,57,41,100,157,185,100,81,185,116,42,23,93,67,39
DVU4012,12,15,22,8,17,34,48,23,24,46,31,20,3,27,21,14
DVU3206,59,101,71,42,129,165,192,83,71,189,134,72,14,114,69,27
DVU3207,58,136,104,75,152,214,253,107,141,249,179,100,21,127,134,46
DVU3208,43,49,51,21,70,95,114,65,44,134,87,52,6,66,66,20
DVU3209,6,9,3,2,6,11,13,4,5,13,3,6,4,1,7,2
DVU3210,49,94,66,45,108,136,152,91,73,158,119,71,23,99,85,43
DVU3211,15,7,9,2,6,8,21,7,9,20,20,23,3,7,22,9
DVU3212,76,122,70,65,135,177,199,85,105,168,132,92,16,129,97,41
DVU3213,10,24,15,13,17,18,35,10,29,27,33,12,5,11,19,6
DVU3214,63,141,117,89,159,262,318,149,148,335,272,145,39,150,194,73
DVU3215,13,26,14,14,23,25,44,26,26,40,36,15,4,27,24,8
DVU3216,69,108,81,73,125,170,181,103,116,180,136,66,21,121,100,47
DVU3217,29,25,36,15,21,33,40,20,50,33,45,21,5,23,28,4
DVU3218,11,45,16,34,49,64,71,28,35,65,51,34,10,38,48,21
DVU3219,40,82,44,37,75,144,153,67,76,143,96,53,13,70,74,35
DVU3220,69,96,77,42,82,118,167,77,111,138,107,72,21,92,78,32
DVU3221,49,109,76,59,129,124,177,78,93,172,122,82,22,103,94,37
DVU3222,25,75,58,40,89,156,148,94,72,174,129,53,11,82,94,43
DVU3223,35,70,49,41,72,136,142,70,65,133,88,66,22,81,74,28
DVU3224,22,44,28,31,41,66,91,33,50,89,69,43,12,32,63,14
DVU3225,15,19,28,12,22,40,49,31,33,49,31,18,3,34,24,14
DVU3226,15,22,23,9,23,36,40,13,29,40,25,13,2,14,19,6
DVU3227,39,33,41,26,39,72,70,45,50,66,43,33,10,55,39,22
DVU3228,21,24,24,25,34,26,37,17,35,30,20,17,4,34,21,11
DVU3229,38,44,58,31,55,49,82,47,62,96,68,30,15,44,49,29
DVU3230,35,56,31,19,47,71,93,68,48,89,65,46,11,63,59,26
DVU3231,34,67,48,20,60,104,148,68,62,146,114,59,12,63,72,20
DVU3232,68,129,90,80,164,208,235,148,120,226,156,100,15,192,121,59
DVU3233,53,65,59,44,93,89,108,56,60,117,83,59,14,75,70,28
DVU3234,16,26,21,40,45,73,65,71,35,91,74,42,7,64,82,39
DVU3235,18,40,24,24,34,59,74,40,44,67,51,24,9,41,38,15
DVU3236,61,121,80,44,122,187,197,99,115,199,135,59,8,98,96,22
DVU3237,44,130,87,80,137,249,307,125,134,298,260,145,26,141,184,64
DVU3238,11,22,21,22,26,29,48,20,35,47,41,16,4,25,29,8
DVU3239,9,25,19,22,40,57,73,52,17,97,70,45,8,43,68,20
DVU3240,37,65,51,41,90,95,96,49,47,104,80,57,20,66,61,30
DVU3241,28,40,36,34,52,58,74,36,46,86,68,45,12,36,67,28
DVU3242,15,11,18,11,14,25,25,8,19,23,13,14,7,13,13,4
DVU3243,36,72,74,27,78,120,134,54,82,122,99,57,13,72,53,37
DVU3244,15,15,9,12,18,37,33,19,12,41,46,20,6,14,31,7
DVU3245,31,25,39,23,36,36,54,21,41,48,37,21,9,38,18,14
DVU3246,51,126,83,50,136,169,181,94,96,183,130,66,26,102,82,50
DVU3247,44,76,70,41,102,133,132,44,67,141,93,56,17,61,63,29
DVU3248,116,217,131,147,270,267,345,176,177,301,242,166,48,273,168,99
DVU3249,31,45,35,39,59,53,71,32,46,70,54,27,13,47,38,20
DVU3250,21,32,29,35,50,66,80,41,32,89,51,34,14,50,46,31
DVU3251,10,29,15,20,41,48,53,33,18,61,66,38,6,37,48,16
DVU3252,9,15,11,14,20,23,22,9,12,30,19,15,9,6,23,14
DVU3253,51,80,83,45,95,140,134,86,89,132,70,51,23,103,56,27
DVU3254,21,72,46,45,84,153,181,83,68,192,130,62,11,84,95,37
DVU3255,17,32,16,13,23,37,42,28,31,37,29,22,7,24,32,8
DVU3256,28,72,40,31,79,106,132,72,54,138,104,50,10,73,70,38
DVU3257,36,145,93,74,144,317,341,194,144,394,341,167,24,140,271,99
DVU3258,41,75,51,48,87,130,158,69,76,153,108,56,11,86,76,28
DVU3259,25,54,35,23,41,67,87,47,57,76,81,42,14,45,53,26
DVU3260,19,18,19,18,21,39,38,17,28,43,32,18,7,15,31,17
DVU3261,11,29,15,22,38,55,73,49,18,74,71,49,9,57,54,26
DVU3262,56,137,73,52,128,198,239,106,105,227,181,75,28,109,96,28
DVU3263,25,57,22,29,53,73,91,52,43,95,49,26,11,44,52,21
DVU3264,30,47,28,34,49,104,94,44,50,95,79,42,10,45,65,23
DVU3265,8,49,19,15,43,74,72,31,28,68,50,20,11,29,26,8
DVU3266,19,32,35,31,39,63,85,53,48,90,91,43,11,55,61,35
DVU3267,7,36,20,17,37,72,65,54,23,77,53,29,12,43,45,21
DVU3268,38,95,35,44,85,148,169,66,70,142,95,65,19,83,73,35
DVU3269,75,133,112,94,173,246,297,144,147,315,231,124,18,166,178,66
DVU3270,25,56,29,35,61,102,93,91,40,102,79,72,18,87,93,42
DVU3271,48,63,46,53,90,109,128,101,53,138,110,78,18,118,96,52
DVU3272,32,33,44,20,41,68,63,43,44,74,38,20,11,40,32,20
DVU3273,28,29,28,19,30,31,37,24,35,35,22,11,11,27,16,9
DVU3274,15,41,35,22,40,68,83,44,46,86,44,30,12,40,44,18
DVU3275,3,7,5,5,10,19,23,5,7,23,9,6,1,8,7,2
DVU3276,12,13,13,3,6,10,15,12,19,14,12,18,3,6,24,8
DVU3277,8,5,6,2,6,6,7,8,6,13,9,3,2,3,9,5
DVU3278,35,77,60,54,106,147,183,93,70,194,171,94,15,111,115,31
DVU3279,31,64,36,39,71,117,141,67,58,145,100,41,10,70,67,16
DVU3281,23,36,31,19,43,49,50,24,35,51,30,23,7,30,29,20
DVU3282,18,57,39,36,59,63,111,48,59,114,91,45,13,47,69,30
DVU3283,8,26,11,6,16,27,25,18,22,16,8,9,5,17,11,8
DVU3284,34,77,50,72,119,178,175,117,58,174,118,108,22,160,115,54
DVU3285,16,6,6,9,6,9,13,7,11,14,26,14,5,6,19,9
DVU3286,3,5,4,10,7,2,7,6,5,7,6,14,8,8,15,18
DVU3287,43,113,77,84,130,176,222,123,120,257,208,103,25,105,180,67
DVU3288,10,8,3,13,9,5,2,9,5,5,1,1,11,7,6,12
DVU3289,11,8,8,12,9,8,17,2,16,13,22,11,3,7,15,2
DVU3290,30,65,46,41,76,115,129,58,62,126,87,47,14,72,60,27
DVU3291,59,99,70,72,135,181,186,89,81,212,140,67,24,99,105,15
DVU3292,68,154,84,76,151,242,317,116,139,302,220,113,23,128,154,43
DVU3293,55,117,61,58,126,182,195,103,90,190,138,67,20,117,91,33
DVU3294,37,87,44,43,96,153,188,66,68,185,130,75,10,78,96,38
DVU3295,5,28,13,27,32,47,67,49,19,79,70,54,17,41,72,27
DVU3296,13,29,20,36,49,48,42,35,27,45,48,25,8,52,36,14
DVU3297,15,66,32,41,79,104,151,99,44,151,133,83,15,112,96,38
DVU3298,8,39,34,30,42,63,100,46,47,96,85,48,14,53,57,20
DVU3299,18,40,27,62,79,79,110,64,33,109,131,77,17,104,82,38
DVU3300,11,18,11,10,21,30,39,8,14,32,20,26,4,18,22,9
DVU3301,7,27,32,16,26,39,66,25,41,70,72,28,7,20,42,24
DVU3302,21,16,15,15,20,26,32,16,24,31,24,18,3,21,25,19
DVU3303,56,139,87,64,132,231,291,118,139,272,193,83,19,130,116,38
DVU3305,45,86,74,47,96,113,158,79,97,163,138,51,13,84,80,31
DVU3306,11,11,12,5,16,14,13,5,12,21,21,2,0,2,10,9
DVU3307,11,36,18,23,47,56,68,30,24,72,52,29,6,37,39,15
DVU3308,17,56,27,31,60,60,79,40,45,74,70,35,8,49,49,19
DVU3309,16,19,16,17,25,25,41,15,21,41,33,13,5,21,19,5
DVU3310,49,92,62,58,108,204,217,82,88,203,101,78,16,112,90,38
DVU3311,9,8,14,11,17,6,12,5,14,16,20,9,3,10,13,9
DVU3312,23,23,32,28,34,27,37,19,40,40,33,27,10,27,37,18
DVU3313,20,45,43,25,47,72,120,49,52,117,102,47,14,54,53,30
DVU3314,67,109,88,62,126,212,250,122,105,265,159,90,27,124,123,47
DVU3315,21,54,30,30,54,95,96,54,48,98,68,32,11,52,53,22
DVU3316,32,46,34,33,63,106,109,54,43,109,91,49,7,71,58,18
DVU3317,8,7,7,12,18,14,14,4,6,19,14,11,2,10,15,9
DVU3318,9,4,14,11,9,5,11,4,16,14,19,18,4,6,23,3
DVU3319,118,195,154,109,231,295,351,174,185,342,245,129,41,219,152,80
DVU3320,13,18,13,10,16,27,41,23,17,37,52,33,8,25,33,14
DVU3322,18,32,15,15,27,37,59,27,26,50,48,22,9,31,24,18
DVU3323,40,94,53,54,113,153,164,78,73,171,146,79,15,90,106,37
DVU3324,21,49,27,26,58,65,75,37,37,80,52,29,7,41,44,17
DVU3326,3,12,6,10,16,14,33,33,7,50,45,20,4,20,39,8
DVU3327,8,21,13,15,21,23,34,36,21,48,39,19,7,22,41,15
DVU3328,14,13,17,21,26,30,33,15,17,45,25,15,7,16,28,7
DVU3329,15,7,7,8,8,6,8,5,9,10,12,5,5,4,10,6
DVU3330,17,19,23,10,21,30,24,12,26,29,26,7,5,9,15,2
DVU3331,10,15,20,11,32,42,42,23,11,61,47,14,2,21,25,7
DVU3332,34,115,65,50,122,166,236,110,93,239,193,100,15,114,131,37
DVU3333,12,39,21,16,36,25,57,26,28,55,44,23,11,25,29,11
DVU3334,41,103,60,47,97,130,155,81,100,130,128,59,13,100,74,31
DVU3335,57,124,77,68,109,136,206,116,144,190,155,85,16,117,136,45
DVU3336,44,63,60,44,79,85,128,63,75,121,118,65,13,86,73,22
DVU3337,8,32,24,19,33,43,68,38,29,63,60,34,12,44,35,15
DVU3338,64,136,77,88,158,192,240,110,118,212,184,107,24,160,121,45
DVU3339,49,89,64,68,122,136,176,124,73,182,172,97,25,151,113,68
DVU3340,14,12,15,18,21,20,12,13,13,20,16,15,12,14,21,27
DVU3341,8,6,1,10,5,7,15,5,5,13,6,6,8,6,8,4
DVU3342,13,29,18,19,34,30,39,25,26,35,35,24,6,34,28,21
DVU3343,10,25,21,21,36,40,40,23,25,39,35,24,5,35,28,12
DVU3344,44,90,52,40,102,132,123,70,62,113,95,55,17,92,56,26
DVU4007,16,14,27,8,16,14,29,13,29,33,27,17,4,11,23,9
DVU3346,2,3,5,10,12,11,13,5,4,16,9,8,3,11,10,6
DVU3347,24,31,28,26,47,52,60,26,30,64,49,25,7,38,32,9
DVU3348,28,50,35,29,55,87,93,44,50,87,60,40,9,55,49,11
