,SOCN_Schneider.lag1,SOCN_Schneider.lag2,SOCN_Schneider.lag3,SOCN_Schneider.lag4,SOCN_Schneider.lag5,SOCN_Schneider.lag6,SOCN_Schneider.lag7,SOCN_Schneider.lag8,SOCN_Schneider.lag9,SOCN_Schneider.lag10,SOCN_Schneider.lag11,SOCN_Schneider.lag12,SOCN_Schneider.lag13,SOCN_Schneider.lag14,SOCN_Schneider.lag15,SOCN_Schneider.lag16,SOCN_Schneider.lag17,SOCN_Schneider.lag18,SOCN_Schneider.lag19,SOCN_Schneider.lag20,SOCN_Schneider.lag21,SOCN_Schneider.lag22,SOCN_Schneider.lag23,SOCN_Schneider.lag24,SOCN_Schneider.lag25,SOCN_Schneider.lag26,SOCN_Schneider.lag27,SOCN_Schneider.lag28,SOCN_Schneider.lag29,SOCN_Schneider.lag30,SOCN_Grantham.lag1,SOCN_Grantham.lag2,SOCN_Grantham.lag3,SOCN_Grantham.lag4,SOCN_Grantham.lag5,SOCN_Grantham.lag6,SOCN_Grantham.lag7,SOCN_Grantham.lag8,SOCN_Grantham.lag9,SOCN_Grantham.lag10,SOCN_Grantham.lag11,SOCN_Grantham.lag12,SOCN_Grantham.lag13,SOCN_Grantham.lag14,SOCN_Grantham.lag15,SOCN_Grantham.lag16,SOCN_Grantham.lag17,SOCN_Grantham.lag18,SOCN_Grantham.lag19,SOCN_Grantham.lag20,SOCN_Grantham.lag21,SOCN_Grantham.lag22,SOCN_Grantham.lag23,SOCN_Grantham.lag24,SOCN_Grantham.lag25,SOCN_Grantham.lag26,SOCN_Grantham.lag27,SOCN_Grantham.lag28,SOCN_Grantham.lag29,SOCN_Grantham.lag30
DVU2943,64.926299,73.827332,71.98676,70.178507,72.409443,72.362599,68.905897,69.458085,64.37434,68.037338,64.246555,66.806387,65.032079,60.463978,60.033732,59.966823,65.375712,63.079567,60.271157,59.053464,57.478761,58.426734,54.669421,60.153087,64.321799,62.82166,57.811417,62.865393,56.854897,53.70455,1827171,2065146,2023436,1841559,1774592,1842339,1747109,1850261,1812690,1857385,1774084,1759311,1774225,1633224,1695644,1673958,1855875,1700881,1524273,1616679,1644177,1725577,1599315,1628777,1662833,1599769,1561134,1578521,1557179,1610357
DVU2944,168.167218,172.377516,162.136141,168.898428,167.185691,172.155515,163.579711,164.340526,168.803323,155.555779,158.06614,175.014036,168.976882,162.779833,161.093152,161.50764,156.421927,162.461553,156.927677,165.098074,164.311515,165.196918,162.187961,159.704486,171.105141,169.221107,158.560561,161.552045,167.178374,147.140109,4284574,4301405,4030785,4152637,4294371,4269230,4087436,4137506,4181866,3957542,3981507,4252985,4140969,4143919,4261079,4026831,4029438,4123574,4096818,4135992,4312956,4212990,4166204,4021741,4304213,4057441,3757719,4314212,4031747,3517344
DVU2945,92.801449,92.118378,92.257293,101.600865,90.965571,90.800865,84.314325,93.424475,87.6434,86.317649,87.11672,82.000102,90.671868,86.38382,86.569906,91.852009,87.82856,86.027232,94.444561,91.543361,89.736261,90.469123,88.423834,86.584844,83.522474,90.187027,90.100886,86.826385,92.892146,84.468338,2382043,2217759,2446913,2532566,2384943,2331767,2116142,2424671,2275219,2263392,2349656,2251253,2224396,2269761,2261716,2282030,2224083,2231166,2373944,2272503,2223542,2349741,2211009,2303070,2208413,2246430,2231858,2224847,2182400,2257748
DVU2946,28.97814,30.915341,26.974952,28.269591,28.860217,31.913801,29.436853,29.404365,29.646019,30.028919,29.781497,31.149797,29.575151,27.780566,29.069878,30.783557,26.763274,24.318762,29.339982,29.18297,22.993004,23.960503,24.459601,21.39763,24.805232,23.401505,20.337015,19.847267,21.239627,18.786171,593111,658222,552358,651444,652832,605434,548444,612219,594734,555390,565137,624999,631235,610686,641325,602837,512757,494884,598203,547084,480745,556151,506836,436564,538897,532452,418230,477174,494009,399718
DVU2947,264.007,268.539185,259.23707,241.302905,255.758819,259.265658,253.877328,254.522816,262.210573,248.709871,258.333058,261.66376,269.947118,251.950159,253.727567,252.952833,262.730249,252.762512,255.607927,259.270258,257.163982,245.347171,247.771267,252.996818,249.367943,254.995394,245.040801,238.334914,248.608909,248.068255,7444378,7346940,7061833,6877636,7035956,7192595,6856103,7154859,7004404,6838278,6967367,7266134,6843883,6883917,7227330,6901981,7068968,7103239,6843463,6936933,6910122,6912892,6873222,6574498,6687285,7053292,6496414,6722715,7030846,6959170
DVU2948,92.388079,100.141663,95.515826,84.091049,91.892865,91.005362,83.948171,91.274586,87.08884,96.808703,88.070761,94.015954,86.619509,90.386883,91.170188,93.39364,84.45814,87.545687,86.272083,86.693455,79.891338,86.898729,90.541554,79.411212,83.760123,80.716411,81.411506,78.555435,92.070248,83.386405,2709330,2901573,2723650,2582040,2685009,2619756,2312670,2628178,2775561,2792829,2346793,2747018,2393457,2422862,2485774,2751649,2557740,2454561,2443347,2382053,2125132,2400244,2575335,2429197,2396010,2376999,2220542,2202829,2643965,2295359
DVU2949,34.448046,28.117633,29.370971,29.733666,30.03276,26.105115,33.079953,31.141029,30.339331,30.958587,30.402672,29.505715,32.532338,30.17373,27.908274,29.572145,26.474223,29.496833,28.206991,23.370707,26.128999,26.261905,23.738489,25.770022,25.424717,24.589922,25.852998,23.930057,23.787717,25.1932,1218248,1014025,1093784,1085056,975897,808220,1095421,1039039,988764,1087065,931505,1010996,1091414,963396,827208,1049455,794392,999679,987094,835308,895596,896643,802221,887756,850340,784474,949809,725647,860108,825054
DVU2951,240.042132,224.73334,224.306445,222.274095,231.345523,216.432764,231.558656,223.093641,219.958505,230.087978,213.568777,227.07274,214.145396,228.884415,206.981836,217.669558,219.581965,215.330629,213.105503,216.756041,223.228826,203.132665,233.507301,216.594847,215.958091,204.108926,218.17838,218.786556,212.600725,209.868941,6219066,5805321,5732205,5851280,5754098,5682365,5690473,5852068,5921215,5820006,5539528,5947349,5518058,5816928,5549240,5352740,5690149,5520560,5655991,5468626,5735819,5435485,5933765,5493481,5505641,5384976,5697797,5920473,5546916,5577267
DVU2952,84.620355,84.729304,86.100075,80.986687,77.187186,83.108475,80.967987,86.898321,77.364493,81.386053,79.006695,77.652878,85.227738,82.047435,74.864735,78.25112,83.406274,79.812348,79.410062,80.415449,77.614269,79.094286,80.303192,78.638011,69.813564,75.326862,77.230034,78.645927,79.563714,76.453184,3304837,3346472,3314055,2992857,3010506,3211484,3082637,3264684,2911849,3116722,3142312,2953103,3256202,3140447,2798911,2940437,3191571,3079134,3089892,3113802,2995507,2916069,3120052,3105552,2834538,2989297,3040132,3063194,3062764,2891466
DVU2953,183.33345,191.757092,185.229843,179.992167,186.42804,191.307772,190.276125,174.732726,164.03243,180.732335,185.393552,182.57067,178.457402,172.907121,183.020304,175.086658,176.560788,172.082039,168.82781,180.125317,194.039138,175.716062,166.255369,169.573626,181.69917,176.705182,176.388396,171.640698,173.586722,180.584451,4899110,4851780,4982330,4762076,4867285,4800419,4969828,4489914,4505212,4767900,4582959,4655183,4765609,4567906,4832668,4690671,4619824,4481061,4461013,4615802,4888168,4613816,4415921,4378564,4560203,4588511,4697891,4519723,4344417,4505995
DVU2954,193.639035,207.04138,202.096213,188.2895,199.489481,199.664873,194.77876,197.043467,194.120316,197.267491,198.570822,186.598816,194.442657,197.522839,199.669981,206.197249,179.810617,195.600712,193.838741,210.574346,200.102798,203.493378,195.812479,203.866721,197.757816,183.996655,192.650837,204.007554,192.191118,185.264767,5222890,5223027,5326413,5148655,5248900,5269330,4997580,5113929,5071959,5138061,5231529,5007172,5102229,5066290,5177484,5266324,4860751,5298457,5131935,5282240,4996615,5021705,5125031,5058237,5026491,4904867,5110010,5103651,5117086,4886221
DVU2955,14.183911,12.173486,15.663841,12.628381,15.046647,15.346794,14.734125,15.002084,13.646549,14.858106,13.372468,14.364966,13.023005,11.555674,9.472287,10.035238,7.635557,8.073921,6.690467,5.787067,8.273985,6.260399,7.355529,7.258953,8.560506,6.316695,8.393438,8.534308,6.96621,6.363972,492691,450505,525632,355538,503188,470747,412071,418939,401566,420008,352325,412580,368141,410850,336238,314470,329564,341912,288960,161094,335251,277537,272479,164674,231857,172409,193123,220137,198299,165335
DVU2956,131.084857,141.269645,136.629347,129.417896,133.96871,130.947593,127.341564,121.865773,135.784304,138.645094,127.933279,122.118043,130.246537,125.546677,125.886446,136.837759,127.928418,110.759646,127.126158,122.644435,120.572787,131.828081,124.029929,126.246405,128.122364,122.026354,120.751474,124.185775,123.737757,122.378158,3076032,3320121,3277404,3212449,3211830,3090101,3067125,3055739,3232045,3187816,3072001,2963984,3021064,2961685,3012207,3130325,3098360,2828494,3032276,3059579,3124272,3089283,2997394,2887778,2929371,3003324,2799174,2856624,2926178,2959896
DVU2957,11.482329,12.283698,12.653726,13.819476,12.69589,11.929171,12.693397,13.283958,12.724013,13.579575,12.957273,13.560692,10.83538,11.901125,10.150261,9.811098,9.627589,8.351349,9.361105,8.734016,8.305733,6.647745,6.316391,5.436556,4.876656,6.091302,6.312563,4.195667,4.397876,3.750504,553889,457542,537105,502873,536372,434471,523563,498382,533024,526487,422778,448595,388739,420619,361590,441366,285710,322187,320613,326125,348538,266128,312470,267204,205403,234482,274616,193198,223595,157596
DVU2958,77.118247,72.324467,76.864264,74.493736,78.641672,74.815781,72.994014,74.325821,76.836971,77.409504,76.206353,80.298359,77.547045,79.059755,82.230033,77.858124,79.88693,78.407131,79.38294,75.365834,77.286675,74.276779,79.513131,71.808324,75.364541,75.817015,67.2599,72.427708,68.487527,68.570999,2915529,2935101,3082112,2930317,3173071,3064678,2872510,2861893,2775906,3038571,2998550,2938383,2980972,3058065,3006004,2972766,3071740,3022777,3009387,2801879,3004703,2817924,3010563,2802306,3028730,3020058,2616738,2809570,2602724,2787041
DVU2959,33.80172,32.060023,30.875883,35.557476,33.891066,32.092861,32.674192,31.891178,29.54586,31.629791,29.834895,32.870954,29.192337,31.140863,30.752482,32.053838,26.408819,30.945116,32.056601,30.346529,31.211162,30.28858,29.053743,29.230455,28.716915,29.242217,26.079844,26.931968,28.529235,25.050749,1383503,1403574,1246684,1466175,1344404,1245661,1393416,1282017,1179121,1309926,1207872,1304257,1245100,1112870,1280380,1238078,945953,1230134,1271772,1185652,1266621,1162453,1143641,1198610,1069604,1126942,1032848,940008,1106939,1051569
DVU2960,175.667425,181.231537,181.386951,170.138057,175.702714,180.943133,178.287356,170.476514,171.705336,174.223931,172.615935,174.250525,173.547381,165.955027,173.222894,177.597902,177.488369,173.953961,161.093371,163.25508,172.557399,162.94411,169.518545,167.895059,172.277341,169.948315,149.577933,166.183041,171.52482,165.78818,4846263,4893527,4687200,4437845,4880505,4634773,4615414,4564845,4658084,4578195,4499160,4702830,4623033,4414031,4648292,4507821,4732289,4623025,4510530,4260746,4737895,4428980,4468250,4309678,4558584,4325924,4130331,4381353,4483527,4623957
DVU2961,40.753293,46.799921,47.639548,46.967174,45.537796,46.204465,47.198797,38.516682,46.547875,46.811319,41.232049,37.84308,40.057585,42.919763,37.461334,38.832705,43.853946,37.709115,32.228512,33.360646,32.931551,35.586973,38.430363,34.183741,36.449649,34.301571,28.665147,38.819772,41.183716,38.592488,1006875,1206798,1213182,1140124,1158546,1260505,1133506,1036736,1107112,1214496,1088137,1019976,975897,1104338,951015,1013203,998240,976877,876411,876684,970323,923907,1053234,967784,939410,1024661,828053,977391,1060085,968955
DVU2962,202.203126,205.193706,209.070151,194.844432,210.628303,193.622884,193.582898,204.279904,211.003729,194.931345,194.965222,201.791645,197.556027,195.543666,196.34641,209.147295,205.333612,195.759715,209.712279,200.095154,196.729679,194.560664,203.653048,203.198066,199.336614,196.843243,192.05835,187.868389,186.695726,192.580109,5583743,5451540,5350520,5254757,5636479,5343004,5171894,5540233,5619511,5155131,5143068,5493190,5128573,5168676,5131613,5509183,5391799,5083865,5423594,5171985,4972593,5019589,5125368,5570452,5123029,5140638,5396126,4994004,5025858,5049867
DVU2963,50.072325,55.856724,43.497474,48.019078,49.375855,47.940678,42.823213,51.085341,42.655845,46.32583,50.899602,46.126291,48.426193,48.258959,41.757615,41.725043,47.246465,44.546603,38.9883,42.643163,37.459515,39.716449,39.700367,37.446182,36.015469,39.936874,34.822402,32.453465,41.545046,37.948361,1098776,1276180,963390,1153827,1240123,1197009,1022492,1081370,993036,969942,1127232,1072116,1111696,1120002,940320,1012959,1033884,1011747,951238,1004524,965728,973451,896905,791272,825250,932421,753729,800905,967303,882169
DVU2964,72.826129,77.726375,76.181414,79.558179,82.974233,83.59057,75.152588,81.506237,82.195128,78.462434,75.251172,79.19818,74.426879,67.062177,74.269242,76.278152,71.679715,78.333321,74.82391,80.8021,71.217538,72.782258,77.636479,68.626405,68.935836,79.114956,73.66097,67.388266,77.70342,70.252808,2186512,2237649,2159300,2180263,2447392,2320618,1942303,2333074,2230289,2190208,2062629,2276143,2098387,1957929,2133515,2253109,1945001,2129325,2207409,2150428,1917024,1967058,2084113,1818671,1856950,2183350,2051913,1913306,1967920,1979054
DVU2965,29.607717,35.729571,30.505142,27.986854,31.517256,29.986666,32.637567,36.429437,26.761877,29.743076,30.821475,32.526781,26.715149,24.708605,21.624973,28.289073,29.751786,23.013215,23.00394,27.616587,29.178788,27.530778,29.10295,24.986352,27.107336,28.484005,25.351656,21.100075,22.405112,26.271804,992743,1116832,911947,949986,1009122,950847,1003821,1109442,944616,868661,954252,975511,873550,902140,721828,913186,899315,730479,723495,910320,862706,785163,829122,778854,806634,860887,762930,651208,753674,818433
DVU2966,56.860039,65.874516,54.750758,54.060273,55.475548,66.313723,55.204101,59.927745,59.981577,56.206158,57.925795,56.723984,57.71337,57.421169,55.841331,52.510399,51.794298,53.866045,52.092026,54.144185,49.648157,51.179909,54.715782,50.844672,46.800266,43.96132,53.97826,51.247749,49.992116,47.283943,1338869,1405299,1218051,1400388,1344123,1441837,1278958,1327090,1310208,1262127,1248162,1232622,1222754,1265742,1143745,1155508,1124165,1150846,1239560,1268673,1219215,1203942,1157600,1094614,1091347,1061342,1121621,1108386,1192876,1106804
DVU2967,142.366869,141.960056,129.633998,137.617905,141.811941,131.089646,131.496066,144.201932,131.367564,136.400245,126.238762,122.936028,140.325881,127.155828,134.365271,136.259401,133.673276,124.503343,145.466323,128.797414,125.637765,136.503052,127.076283,125.316946,126.301642,130.317914,131.625852,128.43265,130.440845,136.261191,3903747,3694785,3628568,3519236,4024498,3594985,3347972,3728825,3873260,3451543,3562431,3447360,3668602,3194050,3357638,3677349,3528575,3498010,3719348,3454317,3270470,3423603,3505080,3216262,3318774,3454617,3318235,3309428,3301787,3633065
DVU2968,153.340043,153.019324,143.250323,151.131443,160.582252,163.689294,156.374176,149.727774,154.089166,154.228605,142.642504,149.498733,144.863711,141.913823,145.304414,151.91275,143.984348,142.36826,145.473721,147.722295,140.343211,141.213407,136.950245,133.971612,151.470129,141.454632,146.557245,145.101667,149.008293,134.674841,3860440,3925734,3762320,3713718,4132955,4136448,3983267,3893148,4029390,3805466,3783924,3744383,3685590,3497730,3621788,3781927,3616694,3653909,3838386,3815378,3545826,3568146,3574686,3370801,3818186,3667617,3501389,3493322,3634460,3397923
DVU2969,246.927642,259.718041,249.834275,254.954221,257.465061,246.687047,241.458809,234.559791,255.146295,247.863707,253.656074,235.417787,249.517786,252.988406,235.133106,234.205676,249.597041,229.282663,239.45541,246.925367,252.669353,240.276053,246.526203,244.465684,238.134116,237.456708,233.051794,226.967783,236.303733,243.159812,6251136,6584282,6476571,6482162,6555090,6469241,6238504,6027437,6514065,6500141,6417804,6248812,6542178,6507728,6043854,6096328,6354487,6034948,6222899,6073853,6175009,6354452,6286360,6096800,6354234,6086433,5875870,5753609,6265410,6589903
DVU2970,334.773005,348.054129,318.033705,315.377082,332.912088,333.628237,341.464024,326.176849,333.884667,318.204309,324.206142,333.161761,315.542803,323.304048,325.114255,321.770879,309.213889,329.497395,322.454532,310.298683,319.681415,309.121037,328.213422,331.183878,316.458263,309.693638,319.079614,315.885935,322.331818,318.245522,8597928,8813012,8644903,8413404,8680168,8561295,8789548,8564001,8556458,8445767,8409563,8543137,8277862,8153056,8236002,8146133,8145973,8594657,8271704,8197687,8194468,7990011,8571441,8614877,8117729,8300194,8213541,8239566,8283800,8499395
DVU2971,115.992909,116.437344,121.767436,120.634488,121.046777,119.12632,118.809072,115.446386,117.984867,107.12733,116.37998,120.912743,114.622408,116.284961,120.752035,109.052304,116.618276,114.164423,113.01025,113.685213,109.581626,108.062389,104.023503,115.941648,113.080361,103.096895,109.324558,114.162338,105.568945,107.096895,3253270,3379365,3446798,3518468,3343089,3312327,3298573,3109910,3285010,3093295,3027200,3171167,3359580,3318407,3283940,3055030,3144839,3087544,3288557,3242635,3230505,2982575,3002802,2963281,2953760,2931556,3007992,3215957,3179978,2998841
DVU2972,74.757488,78.469306,73.117335,66.579244,73.270771,79.547322,75.648502,72.198506,70.649605,70.774721,73.854105,67.255111,68.719197,68.369633,69.237186,68.941317,63.829585,69.998623,63.641737,67.520116,60.380109,65.318168,68.656046,65.385569,60.190852,64.565808,64.067587,63.618572,61.406381,61.549457,1926430,2006648,1893701,1873974,1893464,2122741,1868814,1921374,1800828,1768165,1875060,1762907,1898819,1726475,1782355,1844076,1676433,1739997,1673622,1797817,1768309,1686649,1752153,1736432,1617343,1635889,1604692,1668742,1609646,1656881
DVU2973,40.187178,42.102598,32.04497,39.303492,33.857196,34.411993,37.958296,30.284813,36.191154,31.830346,28.823878,34.902261,30.363028,30.631688,33.434224,28.910975,33.855427,29.932441,25.722289,30.932711,26.614102,26.51545,27.85046,29.936995,27.293651,25.558624,25.034429,27.089724,26.530273,25.082007,906505,1001478,805924,906583,812552,817564,905970,696945,721361,814494,802814,860973,750847,728300,783654,792642,690525,644752,624202,738185,694067,655161,677704,700576,682104,601496,541091,539010,619598,611832
DVU2974,16.892639,20.404744,17.660206,18.240662,19.345043,16.184788,16.520091,18.001763,16.826905,17.382421,16.738965,16.868782,15.41123,14.989507,14.781449,11.177619,11.57377,13.889971,14.381442,12.995904,10.151772,10.617219,10.898318,10.126903,9.339917,11.121224,10.539539,10.87341,9.500676,10.476998,664880,697919,652268,595646,665237,691877,532863,593875,605832,605329,553664,555151,574118,474933,556497,458308,411749,391450,491765,475649,350058,383192,421917,450265,379405,451579,396963,324611,300603,333532
DVU2975,117.249394,112.719116,108.635855,114.94446,123.687335,115.580726,123.364876,123.934254,119.433236,120.62882,112.067435,112.26882,117.640771,115.343558,109.83805,112.568842,114.095947,114.358678,104.875515,111.493149,105.230083,108.576921,118.406433,107.202659,105.053909,105.144621,100.128218,110.013321,108.284784,100.409583,3127341,3075508,3014140,3063644,3398966,3236298,3295416,3280510,3279472,3216960,2990151,2992810,3171884,3141244,3005186,3069573,3183740,3096353,2976093,3223375,2961852,3109841,3190673,2931516,2924183,2877565,2683633,2886257,3079243,2825317
DVU2976,145.135345,146.642472,145.826913,136.492512,141.667594,144.928597,135.801826,136.978869,139.603746,148.601571,144.218066,139.379494,130.909679,133.970422,143.762665,140.674905,143.878201,130.691164,130.441005,126.529707,132.656709,134.490574,139.495125,132.128206,137.074175,136.254286,136.199564,121.838464,130.354485,133.398539,3485918,3692896,3482556,3361741,3410951,3522599,3478392,3551827,3465123,3577744,3555531,3482731,3245638,3392110,3636300,3562525,3422706,3442871,3282914,3118717,3369170,3401481,3365384,3165699,3379929,3444675,3136846,3160128,3181695,3321200
DVU2977,14.258234,15.725032,12.499098,13.129275,14.912736,13.873705,12.918799,13.635196,13.908582,12.417789,12.798236,10.133913,12.092071,12.383622,11.149335,8.986437,10.636066,11.220412,8.571655,9.403442,10.775309,10.09388,8.598838,8.192819,9.841953,7.249715,6.539097,6.318113,6.612844,8.781767,519698,622588,488634,468924,556602,516183,404919,508966,535228,435413,402285,348706,421413,413874,417691,359864,305296,378218,365624,391890,348223,324299,298902,266367,363168,352493,319736,210937,260970,302594
