C3s,A3s,G3s,CAI,CBI,Fop,Nc,GC3s,GC,L_sym,L_aa,Gravy,Aromo,X
DVU2915,0.5577,0.0909,0.3023,0.216,0.224,0.538,25.61,0.808,0.753,52,54,-0.551852,0.018519,NA
DVU2916,0.5698,0.1899,0.2387,0.263,0.263,0.561,42.74,0.697,0.628,287,295,0.010169,0.061017,NA
DVU2917,0.6628,0.1633,0.2691,0.288,0.288,0.579,35.39,0.779,0.63,299,308,0.047727,0.058442,NA
DVU2918,0.4,0.2407,0.3469,0.205,0.131,0.486,61,0.608,0.603,74,78,-0.465385,0.064103,NA
DVU2919,0.3765,0.1053,0.3281,0.245,0.05,0.431,48.37,0.592,0.568,174,179,0.664804,0.117318,NA
DVU2920,0.6897,0.0921,0.2561,0.414,0.406,0.654,32.13,0.757,0.604,387,397,-0.172544,0.060453,NA
DVU2921,0.6176,0.0588,0.4545,0.366,0.2,0.553,50.79,0.766,0.537,47,49,-1.457143,0.061224,NA
DVU2922,0.5625,0.1515,0.375,0.244,0.166,0.513,35.17,0.769,0.582,78,83,0.198795,0.108434,NA
DVU2923,0.5985,0.1135,0.3788,0.263,0.161,0.514,36.84,0.763,0.574,173,183,-0.501093,0.098361,NA
DVU2924,0.6058,0.0684,0.3645,0.351,0.3,0.594,35.47,0.767,0.59,133,140,-0.049286,0.035714,NA
DVU2925,0.7527,0.0785,0.2389,0.319,0.176,0.524,28.29,0.8,0.616,225,235,-0.025532,0.051064,NA
DVU2926,0.5704,0.0704,0.3731,0.32,0.211,0.538,43.57,0.766,0.599,171,173,0.037572,0.057803,NA
DVU2927,0.7442,0.1681,0.2095,0.386,0.283,0.593,30.48,0.699,0.58,123,127,-0.02126,0.031496,NA
DVU2928,0.6788,0.0781,0.3785,0.333,0.301,0.589,31.95,0.84,0.622,1325,1372,-0.333528,0.067055,NA
DVU2929,0.7036,0.08,0.3862,0.344,0.324,0.602,30.19,0.865,0.623,1337,1385,-0.265343,0.06065,NA
DVU2930,0.5,0.2193,0.3482,0.252,0.256,0.547,45.54,0.719,0.616,139,146,-0.186986,0.082192,NA
DVU2931,0.5521,0.1197,0.3971,0.238,0.176,0.505,40.06,0.793,0.641,705,733,-0.003547,0.062756,NA
DVU2932,0.5311,0.1706,0.2929,0.227,0.136,0.485,43.04,0.724,0.667,297,308,0.185065,0.058442,NA
DVU2933,0.595,0.1335,0.3665,0.268,0.245,0.554,40.93,0.802,0.657,444,458,-0.091266,0.056769,NA
DVU2934,0.6366,0.1522,0.339,0.259,0.219,0.54,35.09,0.797,0.645,459,472,-0.1875,0.050847,NA
DVU2935,0.5374,0.1632,0.3696,0.227,0.175,0.5,40.3,0.762,0.667,240,250,-0.4036,0.068,NA
DVU2936,0.3077,0.1765,0.4545,0.173,0.016,0.395,40.87,0.628,0.567,43,47,0.240426,0.106383,NA
DVU2937,0.6215,0.1547,0.3896,0.283,0.232,0.546,38.49,0.796,0.618,436,451,-0.379157,0.064302,NA
DVU2938,0.678,0.0702,0.4022,0.298,0.269,0.572,34.56,0.878,0.632,376,390,-0.182564,0.087179,NA
DVU2939,0.4719,0.1297,0.4077,0.223,0.214,0.528,44.55,0.773,0.697,286,295,-0.032881,0.033898,NA
DVU2940,0.4394,0.1781,0.3881,0.268,0.163,0.529,38.92,0.632,0.592,87,89,-1.04382,0.067416,NA
DVU2941,0.5976,0.0789,0.3514,0.397,0.314,0.632,34.97,0.789,0.646,95,99,-0.387879,0.090909,NA
DVU2942,0.7464,0.0714,0.3527,0.285,0.249,0.559,29.76,0.895,0.648,408,430,-0.087209,0.072093,NA
DVU2943,0.6424,0.1391,0.3497,0.309,0.258,0.566,36.59,0.808,0.625,182,186,-0.067204,0.064516,NA
DVU2944,0.6583,0.1187,0.3266,0.299,0.266,0.574,35.79,0.814,0.646,408,429,-0.411422,0.111888,NA
DVU2945,0.5315,0.1568,0.3364,0.236,0.133,0.488,44.71,0.744,0.651,281,285,-0.141754,0.042105,NA
DVU2946,0.4407,0.1,0.5224,0.263,0.18,0.519,38.73,0.772,0.642,79,80,-0.87375,0.025,NA
DVU2947,0.6655,0.0738,0.437,0.327,0.29,0.589,34.68,0.863,0.618,662,689,-0.411321,0.105951,NA
DVU2948,0.6049,0.1409,0.3447,0.32,0.309,0.606,39.79,0.81,0.63,269,282,-0.138653,0.035461,NA
DVU2949,0.62,0.119,0.3289,0.293,0.209,0.527,36.49,0.791,0.578,110,117,0.932479,0.196581,NA
DVU2951,0.6956,0.1168,0.3178,0.302,0.317,0.602,34.01,0.822,0.626,550,570,-0.49579,0.105263,NA
DVU2952,0.4052,0.125,0.4444,0.232,0.167,0.491,46.43,0.741,0.633,324,345,0.973043,0.098551,NA
DVU2953,0.5536,0.1611,0.31,0.235,0.225,0.535,42.99,0.747,0.653,505,520,-0.069231,0.061538,NA
DVU2954,0.5244,0.1469,0.3697,0.216,0.148,0.486,46.13,0.758,0.632,537,559,0.000894,0.069767,NA
DVU2955,0.4103,0.1081,0.2778,0.215,0.038,0.432,37.84,0.591,0.603,44,47,0.56383,0.106383,NA
DVU2956,0.4235,0.1143,0.4907,0.21,0.077,0.45,49.27,0.743,0.624,338,345,-0.234493,0.072464,NA
DVU2957,0.2895,0.5484,0.2,0.136,-0.076,0.372,47.96,0.395,0.457,43,46,0.213044,0.108696,NA
DVU2958,0.6451,0.08,0.3056,0.288,0.272,0.551,33.81,0.842,0.651,316,332,1.123193,0.078313,NA
DVU2959,0.6379,0.0865,0.3956,0.371,0.411,0.646,32.13,0.866,0.621,127,138,0.875362,0.130435,NA
DVU2960,0.5931,0.134,0.3493,0.249,0.187,0.512,37.4,0.803,0.672,461,474,-0.090295,0.050633,NA
DVU2961,0.6237,0.1522,0.3333,0.263,0.182,0.509,43.37,0.782,0.632,110,115,-0.026087,0.06087,NA
DVU2962,0.6412,0.0913,0.4113,0.291,0.317,0.597,35.93,0.86,0.622,556,577,-0.007452,0.083189,NA
DVU2963,0.5545,0.1429,0.3861,0.278,0.241,0.537,39.63,0.785,0.643,121,128,-0.075,0.023438,NA
DVU2964,0.4895,0.1944,0.345,0.218,0.165,0.5,46.73,0.71,0.651,214,219,-0.034247,0.031963,NA
DVU2965,0.5181,0.1899,0.2368,0.264,0.088,0.468,42.88,0.649,0.633,94,99,0.405051,0.070707,NA
DVU2966,0.7117,0.1083,0.3421,0.298,0.171,0.51,32.26,0.825,0.627,143,151,-0.370199,0.039735,NA
DVU2967,0.5619,0.1325,0.3895,0.234,0.188,0.503,39.88,0.8,0.655,360,374,0.065508,0.024064,NA
DVU2968,0.4401,0.1214,0.4749,0.251,0.17,0.509,41.68,0.751,0.647,385,398,-0.15201,0.055276,NA
DVU2969,0.635,0.0853,0.3652,0.249,0.159,0.506,35.71,0.83,0.656,618,661,-0.235704,0.086233,NA
DVU2970,0.6005,0.1052,0.3914,0.256,0.205,0.527,35.38,0.836,0.673,871,898,-0.087528,0.05902,NA
DVU2971,0.5305,0.1048,0.45,0.269,0.272,0.561,44.55,0.792,0.626,289,303,-0.180528,0.108911,NA
DVU2972,0.4277,0.1195,0.4867,0.202,0.04,0.425,43.49,0.762,0.642,193,199,-0.01809,0.050251,NA
DVU2973,0.5915,0.0833,0.4478,0.223,0.044,0.433,39.35,0.8,0.586,90,91,-0.502198,0.076923,NA
DVU2974,0.3704,0.1333,0.4186,0.196,0.141,0.491,45.3,0.667,0.638,57,59,-0.042373,0.050847,NA
DVU2975,0.4754,0.1074,0.444,0.192,0.125,0.474,43.22,0.795,0.662,327,346,0.239017,0.121387,NA
DVU2976,0.538,0.0786,0.4593,0.286,0.254,0.552,38.47,0.808,0.65,355,370,-0.380811,0.078378,NA
DVU2977,0.42,0.087,0.3478,0.252,0.177,0.5,58.12,0.712,0.649,52,56,0.632143,0.017857,NA
DVU2978,0.6957,0.1316,0.3014,0.279,0.208,0.539,36,0.843,0.668,204,210,-0.206667,0.095238,NA
DVU2979,0.6667,0.1,0.3125,0.288,0.312,0.594,35.57,0.826,0.639,207,217,0.173272,0.092166,NA
DVU2980,0.6093,0.1158,0.3444,0.267,0.221,0.534,38.17,0.811,0.609,238,249,0.744578,0.140562,NA
DVU2981,0.6611,0.1067,0.3763,0.33,0.261,0.571,33.96,0.845,0.649,496,509,-0.189587,0.051081,NA
DVU2982,0.663,0.0808,0.3642,0.307,0.245,0.562,32.1,0.871,0.68,404,419,0.159666,0.054893,NA
DVU2983,0.6207,0.12,0.3596,0.324,0.28,0.581,36.16,0.819,0.647,160,167,-0.021557,0.053892,NA
DVU2984,0.5331,0.161,0.3487,0.252,0.161,0.508,42.26,0.751,0.664,325,335,-0.092239,0.047761,NA
DVU2985,0.6334,0.1018,0.346,0.31,0.297,0.583,33.61,0.84,0.675,343,357,0.160504,0.05042,NA
DVU2986,0.4715,0.1122,0.4375,0.206,0.17,0.504,38.33,0.752,0.624,133,140,-0.334286,0.135714,NA
DVU2987,0.4024,0.1351,0.3973,0.207,0.136,0.467,41.42,0.689,0.613,90,99,0.114141,0.060606,NA
DVU2988,0.5305,0.1484,0.3807,0.271,0.17,0.514,37.89,0.733,0.652,210,221,-0.738462,0.027149,NA
DVU2989,0.5273,0.1442,0.3828,0.212,0.069,0.45,40.93,0.777,0.683,373,381,-0.266667,0.062992,NA
DVU2990,0.5915,0.1233,0.3531,0.257,0.213,0.529,36.67,0.807,0.672,631,650,0.003077,0.053846,NA
DVU2991,0.5696,0.1868,0.311,0.276,0.246,0.554,43.87,0.736,0.615,352,363,-0.288705,0.071625,NA
DVU2992,0.5717,0.1357,0.3526,0.289,0.276,0.563,37.97,0.779,0.649,520,538,-0.096654,0.065056,NA
DVU2993,0.6211,0.1145,0.3263,0.274,0.24,0.548,36.37,0.816,0.682,854,887,-0.061556,0.074408,NA
DVU2994,0.592,0.1275,0.3471,0.274,0.251,0.557,39.94,0.786,0.671,332,342,-0.269006,0.090643,NA
DVU2995,0.5015,0.0909,0.4626,0.355,0.381,0.629,38.08,0.795,0.674,375,387,-0.070026,0.082687,NA
DVU2996,0.4797,0.0581,0.4957,0.273,0.214,0.532,38.9,0.825,0.68,297,307,0.182736,0.081433,NA
DVU2997,0.5938,0.0437,0.4034,0.283,0.229,0.548,35.01,0.846,0.671,241,258,-0.015891,0.108527,NA
DVU2998,0.5026,0.0899,0.4702,0.226,0.141,0.484,39.28,0.822,0.68,426,444,-0.047072,0.078829,NA
DVU2999,0.4774,0.1041,0.4977,0.238,0.144,0.487,39.57,0.825,0.691,269,275,0.019636,0.076364,NA
DVU3000,0.4479,0.0921,0.4221,0.209,0.111,0.467,40.97,0.755,0.683,383,396,0.142172,0.058081,NA
DVU3001,0.5696,0.0464,0.4945,0.281,0.252,0.552,34.03,0.869,0.679,259,265,-0.016226,0.09434,NA
DVU3002,0.5732,0.0945,0.4771,0.282,0.257,0.566,37.82,0.844,0.654,366,382,-0.210471,0.109948,NA
DVU3003,0.6019,0.1324,0.4183,0.26,0.252,0.557,37.49,0.815,0.629,357,370,-0.309189,0.07027,NA
DVU3004,0.6401,0.1034,0.3719,0.27,0.267,0.564,35.81,0.84,0.654,606,624,-0.144712,0.0625,NA
DVU3005,0.7368,0.1176,0.2697,0.3,0.263,0.571,32.64,0.844,0.662,326,344,-0.115988,0.113372,NA
DVU3006,0.6336,0.122,0.3458,0.28,0.262,0.567,36.76,0.829,0.674,434,453,-0.060706,0.0883,NA
DVU3007,0.6162,0.0977,0.3973,0.263,0.201,0.533,36.52,0.862,0.687,390,407,-0.020885,0.076167,NA
DVU3008,0.5929,0.131,0.3564,0.246,0.203,0.525,37.05,0.825,0.697,343,358,0.058939,0.030726,NA
DVU3009,0.6853,0.1154,0.3318,0.261,0.274,0.567,35.17,0.86,0.666,314,327,-0.197553,0.067278,NA
DVU3010,0.6784,0.0814,0.381,0.292,0.263,0.57,32.1,0.891,0.674,377,392,0.096429,0.089286,NA
DVU3011,0.5526,0.1015,0.4346,0.285,0.249,0.559,39.44,0.823,0.664,254,264,-0.143182,0.102273,NA
DVU3012,0.5863,0.1036,0.4052,0.265,0.237,0.546,37.13,0.845,0.674,579,599,0.199332,0.113523,NA
DVU3013,0.6237,0.0971,0.4251,0.302,0.306,0.585,33.95,0.86,0.661,544,568,0.022711,0.059859,NA
DVU3014,0.6096,0.1096,0.3622,0.245,0.248,0.553,35.84,0.834,0.681,664,697,-0.168723,0.073171,NA
DVU3015,0.5687,0.0952,0.5207,0.247,0.256,0.559,39.04,0.86,0.628,179,188,-0.129787,0.154255,NA
DVU3016,0.3714,0.2006,0.3594,0.222,0.066,0.438,53.31,0.581,0.522,461,481,0.099376,0.076923,NA
DVU3017,0.4381,0.1346,0.504,0.214,0.126,0.479,38.82,0.777,0.658,332,343,-0.246356,0.093294,NA
DVU3018,0.6052,0.0551,0.4535,0.293,0.253,0.565,36.65,0.842,0.625,361,377,-0.365252,0.082228,NA
DVU3019,0.5745,0.0708,0.4751,0.273,0.259,0.56,38.21,0.856,0.648,473,485,-0.058969,0.090722,NA
DVU3020,0.61,0.0674,0.4651,0.334,0.267,0.58,35.62,0.849,0.628,119,122,-0.434426,0.098361,NA
DVU3021,0.3893,0.1003,0.5042,0.203,0.096,0.446,42.86,0.777,0.675,426,456,0.107676,0.046053,NA
DVU3022,0.6569,0.0966,0.3851,0.292,0.28,0.572,34.25,0.85,0.638,1101,1139,-0.096927,0.072871,NA
DVU3023,0.6091,0.1187,0.3866,0.263,0.205,0.525,37.36,0.816,0.634,463,474,-0.105696,0.063291,NA
DVU3024,0.413,0.3182,0.25,0.182,0.096,0.453,50.26,0.566,0.594,53,55,-1.165454,0.054545,NA
DVU3025,0.7547,0.0701,0.3552,0.385,0.322,0.614,27.37,0.884,0.64,1161,1215,-0.15679,0.085597,NA
DVU3026,0.7078,0.0431,0.3266,0.353,0.372,0.624,28.8,0.886,0.638,534,570,0.924736,0.126316,NA
DVU3027,0.766,0.0654,0.3294,0.348,0.253,0.567,27.25,0.887,0.643,450,461,-0.057918,0.058568,NA
DVU3028,0.6716,0.0368,0.4911,0.341,0.268,0.575,29.3,0.912,0.624,398,422,0.039099,0.061611,NA
DVU3029,0.7402,0.0535,0.3819,0.344,0.3,0.589,29.21,0.905,0.635,684,704,-0.029261,0.058239,NA
DVU3030,0.736,0.0689,0.3574,0.371,0.338,0.611,29.13,0.87,0.63,386,402,-0.181095,0.059701,NA
DVU3031,0.6317,0.1478,0.308,0.25,0.249,0.545,36.02,0.807,0.67,352,363,-0.019284,0.035813,NA
DVU3032,0.7178,0.0904,0.3642,0.335,0.224,0.552,32.34,0.847,0.617,203,209,0.013876,0.043062,NA
DVU3033,0.7279,0.0743,0.4028,0.375,0.316,0.605,28.65,0.887,0.636,691,717,-0.224547,0.064156,NA
DVU3034,0.1724,0.3636,0.2727,0.119,-0.365,0.2,57.5,0.367,0.515,30,33,-0.681818,0,NA
DVU3035,0.6861,0.1127,0.3467,0.321,0.215,0.55,33.88,0.832,0.642,584,603,-0.169818,0.033167,NA
DVU3036,0.4389,0.0868,0.4402,0.204,0.062,0.438,41.04,0.767,0.687,322,330,0.38303,0.045455,NA
DVU3037,0.5042,0.1391,0.3964,0.247,0.13,0.487,45.39,0.749,0.653,279,290,-0.173793,0.072414,NA
DVU3038,0.3929,0.2381,0.2222,0.171,-0.024,0.4,NA,0.5,0.51,30,34,0.717647,0.205882,NA
DVU3039,0.4559,0.0824,0.4686,0.205,0.132,0.476,42.8,0.771,0.638,227,241,-0.165145,0.06639,NA
DVU3040,0.4,0.1897,0.3333,0.197,-0.01,0.394,55.16,0.634,0.623,71,77,0.228571,0.12987,NA
DVU3041,0.6216,0.1299,0.3472,0.239,-0.02,0.422,32.94,0.789,0.642,90,93,0.060215,0.053763,NA
DVU3042,0.6716,0.0526,0.3208,0.33,0.332,0.6,32.63,0.827,0.615,75,78,-0.111538,0.064103,NA
DVU3043,0.5833,0.1235,0.3333,0.258,0.26,0.566,40.77,0.792,0.667,327,343,-0.326531,0.069971,NA
DVU3044,0.4177,0.1818,0.375,0.265,0.119,0.493,54.16,0.653,0.642,288,293,-0.111263,0.051195,NA
DVU3045,0.5856,0.132,0.3783,0.248,0.233,0.543,39.72,0.797,0.639,920,955,-0.096649,0.055497,NA
DVU3046,0.3705,0.0845,0.457,0.226,0.101,0.458,44.82,0.719,0.681,356,368,0.142391,0.035326,NA
DVU3047,0.5376,0.0905,0.4402,0.268,0.182,0.515,39.07,0.812,0.662,303,315,0.008889,0.08254,NA
DVU3048,0.6855,0.0792,0.3868,0.299,0.162,0.51,32.15,0.86,0.633,335,349,-0.102865,0.057307,NA
DVU3049,0.5093,0.1042,0.5059,0.271,0.164,0.516,42.38,0.766,0.596,128,137,-0.39781,0.109489,NA
DVU3050,0.3643,0.0339,0.5603,0.221,0.127,0.459,36.05,0.83,0.685,135,144,1.079167,0.104167,NA
DVU3051,0.4904,0.0857,0.4808,0.245,0.162,0.488,34.46,0.821,0.695,123,129,-0.271318,0.093023,NA
DVU3052,0.6054,0.0906,0.4419,0.256,0.178,0.515,34.47,0.847,0.659,639,659,-0.357815,0.075873,NA
DVU3053,0.6557,0.0515,0.4009,0.261,0.204,0.53,32.69,0.867,0.667,285,297,-0.288215,0.077441,NA
DVU3054,0.497,0.1467,0.3552,0.228,0.14,0.489,44.03,0.754,0.69,354,364,-0.076374,0.041209,NA
DVU3055,0.6417,0.0997,0.4324,0.316,0.277,0.574,33.85,0.847,0.626,472,489,-0.468098,0.067485,NA
DVU3056,0.5385,0.122,0.4129,0.26,0.263,0.573,40.33,0.786,0.667,206,217,-0.599539,0.092166,NA
DVU3057,0.588,0.1187,0.3607,0.249,0.205,0.529,38.28,0.809,0.671,482,497,-0.213079,0.066398,NA
DVU3058,0.5855,0.1335,0.3636,0.255,0.248,0.551,39.05,0.801,0.656,1180,1223,-0.133688,0.049877,NA
DVU3059,0.5228,0.1083,0.3995,0.255,0.103,0.472,41.69,0.755,0.639,470,488,-0.13791,0.067623,NA
DVU3060,0.4444,0.1714,0.2941,0.209,0.133,0.479,40.67,0.625,0.506,48,54,-0.111111,0.111111,NA
DVU3061,0.6109,0.1295,0.3715,0.269,0.242,0.553,37.22,0.801,0.629,725,764,-0.231021,0.065445,NA
DVU3062,0.4061,0.1122,0.448,0.205,0.062,0.44,45.22,0.733,0.659,1042,1080,0.077222,0.041667,NA
DVU3063,0.3465,0.0979,0.4924,0.183,0.04,0.417,41.07,0.752,0.681,537,562,0.801779,0.074733,NA
DVU3064,0.6469,0.1061,0.3708,0.279,0.278,0.569,34.6,0.847,0.666,557,576,-0.137326,0.059028,NA
DVU3065,0.6422,0.0553,0.4688,0.286,0.22,0.542,34.11,0.876,0.629,517,550,-0.172364,0.092727,NA
DVU3066,0.6395,0.0952,0.438,0.271,0.178,0.522,34.47,0.837,0.628,184,189,-0.595238,0.084656,NA
DVU3067,0.5898,0.1169,0.3394,0.255,0.199,0.522,39.42,0.79,0.662,803,839,-0.168057,0.059595,NA
DVU3068,0.5682,0.1591,0.322,0.249,0.175,0.513,42.97,0.752,0.642,797,827,-0.178114,0.067715,NA
DVU3069,0.4895,0.125,0.4405,0.252,0.217,0.535,42.8,0.786,0.666,426,440,-0.38,0.090909,NA
DVU3070,0.5128,0.0948,0.3929,0.235,0.15,0.489,40.06,0.759,0.646,137,142,-0.183099,0.077465,NA
DVU3071,0.6218,0.0632,0.4542,0.305,0.27,0.57,34.06,0.87,0.655,1146,1187,-0.160573,0.064869,NA
DVU3072,0.4087,0.0904,0.4883,0.174,0.073,0.422,43.91,0.806,0.679,602,644,0.694565,0.099379,NA
DVU3073,0.6398,0.1031,0.3762,0.253,0.218,0.538,37.8,0.854,0.675,288,303,-0.054455,0.09901,NA
DVU3074,0.4398,0.0648,0.5064,0.219,0.174,0.486,38.38,0.831,0.653,284,295,0.885763,0.094915,NA
DVU3075,0.4615,0.2941,0.25,0.204,0.074,0.465,49.22,0.605,0.622,86,90,-1.051111,0.033333,NA
DVU3076,0.6121,0.1284,0.3571,0.274,0.298,0.581,39.77,0.812,0.642,186,193,0.023834,0.067358,NA
DVU3077,0.4933,0.1584,0.3265,0.218,0.114,0.469,46.91,0.716,0.656,243,253,0.094862,0.063241,NA
DVU3078,0.2456,0.25,0.5098,0.189,0.015,0.397,38.97,0.635,0.562,63,70,-0.025714,0.085714,NA
DVU3079,0.546,0.1655,0.3043,0.277,0.173,0.518,44.9,0.717,0.637,191,200,-0.246,0.12,NA
DVU3080,0.6404,0.1827,0.3608,0.338,0.242,0.565,38.33,0.742,0.566,124,132,-0.716667,0.045455,NA
DVU3081,0.5802,0.084,0.3408,0.198,0.081,0.443,38.87,0.814,0.636,280,300,0.846666,0.103333,NA
DVU3082,0.5034,0.1063,0.4479,0.258,0.079,0.47,41.48,0.774,0.643,562,587,-0.214821,0.027257,NA
DVU3083,0.3617,0.2667,0.381,0.154,-0.01,0.4,57.42,0.6,0.563,55,58,-0.687931,0.068966,NA
DVU3084,0.5169,0.1165,0.4105,0.326,0.142,0.504,36.81,0.702,0.56,121,128,-0.563281,0.03125,NA
DVU3085,0.5915,0.2069,0.2593,0.21,-0.004,0.418,44.37,0.709,0.613,79,81,-0.188889,0.111111,NA
DVU3086,0.5283,0.1797,0.3024,0.236,0.14,0.493,43.86,0.734,0.675,580,607,0.079077,0.047776,NA
DVU3087,0.5492,0.1356,0.372,0.243,0.206,0.529,41.14,0.803,0.69,208,213,0.397183,0.042254,NA
DVU3088,0.5937,0.1382,0.3747,0.272,0.259,0.563,38.75,0.799,0.661,561,577,-0.536048,0.048527,NA
DVU3089,0.5755,0.1429,0.3906,0.221,0.144,0.485,42.08,0.798,0.609,163,168,-0.134524,0.095238,NA
DVU3090,0.5828,0.0724,0.3885,0.291,0.185,0.531,38.13,0.809,0.641,377,401,-0.105985,0.127182,NA
DVU3091,0.5506,0.1609,0.2753,0.196,0.095,0.452,42.5,0.736,0.683,436,448,0.218527,0.037946,NA
DVU3092,0.4043,0.2102,0.3041,0.224,0.11,0.466,55.73,0.582,0.567,208,215,-0.138139,0.093023,NA
DVU3093,0.6071,0.1569,0.36,0.333,0.351,0.629,34.9,0.743,0.622,70,75,-1.074667,0.08,NA
DVU3094,0.6846,0.162,0.3,0.393,0.338,0.631,36.37,0.754,0.6,187,191,-0.434555,0.115183,NA
DVU3095,0.3942,0.2165,0.3258,0.258,0.119,0.484,54.04,0.574,0.557,122,128,-0.364844,0.039062,NA
DVU3096,0.4366,0.1343,0.3594,0.141,0.009,0.397,49.6,0.692,0.631,78,83,0.616867,0.072289,NA
DVU3097,0.5424,0.1371,0.3717,0.236,0.057,0.459,42.9,0.745,0.62,427,439,-0.340774,0.084282,NA
DVU3098,0.4737,0.2549,0.26,0.241,0.207,0.531,32.83,0.625,0.627,64,67,-0.601493,0.059701,NA
DVU3099,0.601,0.0769,0.4327,0.31,0.237,0.553,35.07,0.868,0.657,219,230,0.355652,0.078261,NA
DVU3100,0.6636,0.1296,0.3627,0.284,0.19,0.508,34.3,0.818,0.592,132,139,0.064029,0.057554,NA
DVU3101,0.5512,0.1409,0.417,0.268,0.129,0.494,39.97,0.777,0.654,332,341,-0.752786,0.029326,NA
DVU3102,0.497,0.1592,0.3072,0.253,0.076,0.457,39.68,0.712,0.691,184,195,0.061539,0.046154,NA
DVU3103,0.5711,0.0814,0.3727,0.291,0.288,0.584,42.43,0.787,0.621,437,456,-0.160307,0.094298,NA
DVU3104,0.6885,0.0611,0.3492,0.391,0.287,0.591,28.97,0.805,0.617,159,167,-0.243713,0.077844,NA
DVU3105,0.2632,0.1765,0.4412,0.099,-0.083,0.35,46,0.625,0.626,40,41,-0.443902,0.073171,NA
DVU3106,0.3743,0.1304,0.4645,0.215,0.107,0.461,50.18,0.713,0.63,620,655,0.502901,0.068702,NA
DVU3107,0.6052,0.123,0.3712,0.252,0.16,0.512,40.23,0.812,0.65,565,589,-0.351273,0.066214,NA
DVU3108,0.5107,0.0718,0.4017,0.245,0.193,0.508,42.35,0.803,0.651,447,475,0.914316,0.069474,NA
DVU3109,0.4717,0.15,0.4737,0.329,0.147,0.508,47.01,0.705,0.591,61,66,-0.065152,0.090909,NA
DVU3110,0.537,0.1109,0.423,0.282,0.22,0.54,39.68,0.792,0.649,548,573,-0.160908,0.073298,NA
DVU3111,0.4839,0.1058,0.4153,0.23,0.125,0.481,44.27,0.751,0.652,241,244,-0.086885,0.07377,NA
DVU3112,0.4831,0.1238,0.4876,0.274,0.152,0.504,44.3,0.762,0.625,260,267,-0.365169,0.089888,NA
DVU3113,0.6013,0.0912,0.3955,0.301,0.238,0.556,37.74,0.814,0.643,360,375,-0.170133,0.072,NA
DVU3114,0.5385,0.1244,0.4033,0.219,0.12,0.475,45.53,0.787,0.657,244,252,-0.120635,0.059524,NA
DVU3115,0.2388,0.1475,0.459,0.159,-0.04,0.378,52.13,0.595,0.606,74,77,-0.145455,0.025974,NA
DVU3116,0.6751,0.1053,0.3892,0.314,0.312,0.596,33.02,0.857,0.638,510,529,-0.290548,0.079395,NA
DVU3117,0.6375,0.1655,0.303,0.266,0.276,0.583,43.53,0.759,0.636,187,194,-1.187113,0.072165,NA
DVU3118,0.6486,0.0897,0.4348,0.286,0.14,0.5,34.04,0.83,0.597,94,101,-0.115842,0.059406,NA
DVU3119,0.621,0.1225,0.372,0.275,0.231,0.544,36.6,0.81,0.629,548,564,-0.058156,0.076241,NA
DVU3120,0.3714,0.2703,0.3333,0.263,0.055,0.477,43.02,0.568,0.539,44,47,-0.417021,0.021277,NA
DVU3121,0.3727,0.1149,0.4564,0.175,0.042,0.411,45.81,0.709,0.64,358,376,0.156915,0.045213,NA
DVU3122,0.3125,0.0455,0.3,0.196,0.128,0.469,44.03,0.5,0.514,32,35,0.877143,0.057143,NA
DVU3123,0.3969,0.1798,0.4061,0.251,0.061,0.452,43.37,0.652,0.623,221,231,-0.138095,0.051948,NA
DVU3124,0.3056,0.2414,0.3704,0.159,0.004,0.41,54.7,0.538,0.535,39,43,0.165116,0.093023,NA
DVU3125,0.5657,0.1676,0.284,0.221,0.109,0.482,42.87,0.739,0.67,199,206,-0.132524,0.058252,NA
DVU3127,0.5773,0.1465,0.3708,0.234,0.14,0.495,44.99,0.751,0.575,531,543,-0.290608,0.073665,NA
DVU3128,0.4831,0.1737,0.3899,0.229,0.174,0.518,47.39,0.744,0.66,199,205,-0.158536,0.053659,NA
DVU3129,0.5098,0.122,0.4,0.163,0.143,0.471,52,0.824,0.703,51,55,-0.098182,0.054545,NA
DVU3130,0.2941,0.4043,0.3778,0.195,-0.054,0.4,50.3,0.492,0.462,65,70,-0.641429,0.071429,NA
DVU3131,0.5547,0.1944,0.2704,0.235,0.089,0.466,44.01,0.689,0.608,305,315,0.053333,0.066667,NA
DVU3132,0.5949,0.1167,0.3616,0.251,0.195,0.522,38.23,0.808,0.663,525,546,-0.137179,0.064103,NA
DVU3133,0.6452,0.0725,0.3,0.315,0.322,0.598,37.98,0.816,0.627,234,251,0.820717,0.111554,NA
DVU3134,0.7343,0.0942,0.3165,0.346,0.305,0.599,30.11,0.866,0.652,469,497,-0.140845,0.084507,NA
DVU3135,0.4719,0.1439,0.4179,0.236,0.14,0.503,51.51,0.733,0.607,191,202,-0.157426,0.108911,NA
DVU3136,0.5291,0.1176,0.4552,0.273,0.187,0.529,45.27,0.762,0.602,206,218,-0.151835,0.123853,NA
DVU3137,0.4906,0.1943,0.366,0.229,0.076,0.47,50.77,0.709,0.614,247,258,0.200775,0.065891,NA
DVU3138,0.1935,0.32,0.1364,0.187,-0.016,0.344,61,0.281,0.382,32,34,1.735294,0.029412,NA
DVU3139,0.3689,0.3838,0.2378,0.221,0.052,0.451,54.16,0.467,0.442,246,258,-0.172093,0.108527,NA
